brand,model,tracking,connection,max_dpi,hand_orientation,color,price
mad catz,the authentic r.a.t 6+,optical,wired,0.3670886075949367,right,black,0.0
mad catz,the authentic r.a.t 8+,optical,wired,0.4936708860759494,right,black,0.0
mad catz,the authentic r.a.t pro s3,optical,wired,0.2151898734177215,right,black,0.0
mad catz,the authentic r.a.t. 1+,optical,wired,0.050632911392405,both,black,0.0
mad catz,the authentic r.a.t. 2+,optical,wired,0.1455696202531645,both,black,0.0
mad catz,the authentic r.a.t. 8+,optical,wired,0.0189873417721519,right,silver / black,0.0
mad catz,titanfall r.a.t.3,optical,wired,0.0981012658227848,right,orange / white,0.0
mars gaming,mm1,optical,wired,0.0886075949367088,right,black / red,0.0
microsoft,2cf-00002,optical,wireless,0.0189873417721519,right,black,0.0
microsoft,2cf-000027,optical,wireless,0.0189873417721519,both,blue / white,0.0
microsoft,2cf-00008,optical,wired,0.0189873417721519,both,black / silver,0.0
microsoft,2cf-00021,optical,wireless,0.0189873417721519,both,black,0.0
microsoft,2cf-00041,optical,wireless,0.0189873417721519,both,red,0.0
microsoft,2ef-00002,optical,wireless,0.0189873417721519,both,black,0.0
microsoft,2tf-00002,optical,wireless,0.0189873417721519,both,black,0.0
microsoft,36d-00001,optical,wireless,0.0189873417721519,both,black / gray,0.0
microsoft,3kj-00001,optical,wireless,0.0189873417721519,both,black,0.0
microsoft,43u-00001,optical,wireless,0.0189873417721519,both,black,0.0
microsoft,4fd-00006,optical,wired,0.0189873417721519,both,gray,0.0
microsoft,4fd-00012,optical,wired,0.0189873417721519,both,blue,0.0
microsoft,4fd-00013,optical,wired,0.0189873417721519,both,red,0.0
microsoft,4fd-00014,optical,wired,0.0189873417721519,both,pink,0.0
microsoft,4fd-00016,optical,wired,0.0189873417721519,both,white,0.0
microsoft,4fd-00026,laser,wired,0.0189873417721519,right,black,0.0
microsoft,4pa-00003,optical,wired,0.0189873417721519,both,silver,0.0
microsoft,4yh-00001,optical,wired,0.0189873417721519,both,black,0.0
microsoft,4yh-00002,optical,wired,0.0189873417721519,both,white,0.0
microsoft,4yh-00005,optical,wired,0.0126582278481012,both,black,0.0
microsoft,4yh-00006,optical,wired,0.0126582278481012,both,white,0.0
microsoft,5aj-00006,optical,wired,0.0189873417721519,both,white / gray,0.0
microsoft,5ba-00001,optical,wireless,0.0189873417721519,right,black,0.0
microsoft,5cj-00003,optical,wired,0.0189873417721519,both,black,0.0
microsoft,5cj-00005,optical,wired,0.0189873417721519,right,white,0.0
microsoft,69j-00002,optical,wireless,0.0189873417721519,both,black / silver,0.0
microsoft,69j-00009,optical,wireless,0.0189873417721519,both,black,0.0
microsoft,69r-00001,laser,bluetooth wireless,0.0189873417721519,both,black / white,0.0
microsoft,6ba-00001,optical,wireless,0.0189873417721519,both,silver / black,0.0
microsoft,6ba-00005,optical,wireless,0.0189873417721519,both,black,0.0
microsoft,6ba-00023,optical,wireless,0.0189873417721519,both,blue,0.0
microsoft,6ba-00024,optical,wireless,0.0189873417721519,both,red,0.0
microsoft,6ba-00025,optical,wireless,0.0189873417721519,both,pink,0.0
microsoft,6ba-00026,optical,wireless,0.0189873417721519,both,purple,0.0
microsoft,72r-00002s,laser,bluetooth wireless,0.0189873417721519,both,black / gray,0.0
microsoft,9dr-00001,laser,bluetooth wireless,0.0189873417721519,both,silver / black,0.0
microsoft,arc,laser,wireless,0.0189873417721519,both,black / red,0.0
microsoft,arc touch,laser,bluetooth wireless,0.0189873417721519,both,gray,0.0
microsoft,arc touch mouse,optical,wireless,0.0189873417721519,both,black,0.0
microsoft,arc touch mouse surface edition,laser,bluetooth wireless,0.0189873417721519,both,black,0.0
microsoft,b2j-00001,optical,wired,0.0189873417721519,both,gray,0.0
microsoft,b2p-00006 oem,optical,wireless,0.0189873417721519,both,gray,0.0
microsoft,b5w-00001,laser,wireless,0.0189873417721519,both,silver,0.0
microsoft,b5w-00006,laser,wireless,0.0189873417721519,both,silver,0.0
microsoft,b5w-00014,laser,wireless,0.0189873417721519,both,black,0.0
microsoft,b75-00092,optical,wired,0.0189873417721519,right,black / silver,0.0
microsoft,b75-00113,optical,wired,0.0189873417721519,right,black / silver,0.0
microsoft,bna-00001,laser,wireless,0.0189873417721519,both,silver / black,0.0
microsoft,bx3-00001,optical,wireless,0.0189873417721519,both,silver / blue,0.0
microsoft,bx3-00008,optical,wireless,0.0189873417721519,both,gray,0.0
microsoft,basic,optical,wired,0.0189873417721519,both,black,0.0
microsoft,bluetooth notebook mouse 5000 for business,laser,bluetooth wireless,0.0189873417721519,right,black / silver,0.0
microsoft,comfort mouse 3000 for business,optical,wired,0.0189873417721519,both,black,0.0
microsoft,comfort mouse 4500,laser,wired,0.0189873417721519,right,black,0.0
microsoft,comfort mouse 4500 for business,optical,wired,0.0189873417721519,both,black,0.0
microsoft,comfort mouse 6000,optical,wired,0.0189873417721519,right,black,0.0
microsoft,compact optical mouse for business,optical,wired,0.0126582278481012,both,black,0.0
microsoft,d1t-00002,optical,wired,0.0126582278481012,both,silver,0.0
microsoft,d58-00041,optical,wired,0.0126582278481012,both,white,0.0
microsoft,d5d-00001,optical,wireless,0.0126582278481012,both,black / gray,0.0
microsoft,d5d-00008,optical,wireless,0.0126582278481012,both,white,0.0
microsoft,d5d-00019,optical,wireless,0.0126582278481012,both,pink,0.0
microsoft,d5d-00025,optical,wireless,0.0126582278481012,both,blue,0.0
microsoft,d5d-00031,optical,wireless,0.0126582278481012,both,black / green,0.0
microsoft,d66-00036,optical,wired,0.0126582278481012,both,white,0.0
microsoft,designer,optical,bluetooth wireless,0.0126582278481012,both,black,0.0
microsoft,elg-00026,laser,bluetooth wireless,0.0189873417721519,both,pink,0.0
microsoft,elg-00027,optical,bluetooth wireless,0.0189873417721519,both,pink,0.0
microsoft,elg-00040,laser,bluetooth wireless,0.0189873417721519,both,green,0.0
microsoft,elh-00001,optical,bluetooth wireless,0.0189873417721519,both,gray,0.0
microsoft,explorer,optical,wireless,0.0189873417721519,right,black / gray,0.0
microsoft,explorer touch mouse,optical,wireless,0.0189873417721519,both,white / gray,0.0
microsoft,gmf-00030,optical,wireless,0.0189873417721519,both,black,0.0
microsoft,gmf-00031,optical,wireless,0.0189873417721519,both,white,0.0
microsoft,gmf-00045,laser,wireless,0.0189873417721519,both,black,0.0
microsoft,gmf-00046,optical,wireless,0.0189873417721519,both,beige / black,0.0
microsoft,gmf-00088,optical,wireless,0.0189873417721519,both,blue,0.0
microsoft,gmf-00090,optical,wireless,0.0189873417721519,both,white / black,0.0
microsoft,gmf-00091,optical,wireless,0.0189873417721519,both,black / blue,0.0
microsoft,gmf-00108,optical,wireless,0.0189873417721519,both,green,0.0
microsoft,gmf-00403,optical,wireless,0.0189873417721519,both,multicolor,0.0
microsoft,gmf-00408,laser,wireless,0.0189873417721519,both,black,0.0
microsoft,gmf-00413,optical,wireless,0.0189873417721519,both,black,0.0
microsoft,intellimouse pro - white shadow,optical,wired,0.4936708860759494,right,white / black,0.0
microsoft,jud-00001,optical,wired,0.4936708860759494,right,black,0.0
microsoft,ktf-00001,optical,bluetooth wireless,0.4936708860759494,both,black,0.0
microsoft,l2 basic,optical,wired,0.0126582278481012,both,white / gray,0.0
microsoft,l2 basic optical mouse,optical,wired,0.0126582278481012,both,white,0.0
microsoft,l2 comfort mouse 4500,optical,wired,0.0126582278481012,both,silver / black,0.0
microsoft,l2 mobile mouse 1000,optical,wireless,0.0126582278481012,both,pink,0.0
microsoft,l2 mobile mouse 3500,optical,wireless,0.0126582278481012,both,blue,0.0
microsoft,l2 mobile mouse 3500 artist ho,optical,wireless,0.0126582278481012,both,white / black,0.0
microsoft,l2 mobile mouse 3500 artist james,optical,wireless,0.0126582278481012,both,white / black,0.0
microsoft,l2 mobile mouse 3500 artist lyon,optical,wireless,0.0126582278481012,both,purple / black,0.0
microsoft,l2 mobile mouse 3500 artist mcclure,optical,wireless,0.0126582278481012,both,pink / black,0.0
microsoft,l2 mobile mouse 3500 artist zansky,optical,wireless,0.0126582278481012,both,yellow / black,0.0
microsoft,l2 notebook mouse 5000,laser,bluetooth wireless,0.0126582278481012,both,black / gray,0.0
microsoft,l2 sculpt touch,laser,bluetooth wireless,0.0126582278481012,both,black / silver,0.0
microsoft,l2 sculpt touch mouse,optical,bluetooth wireless,0.0126582278481012,both,gray / black,0.0
microsoft,l2 wireless mouse 2000,optical,wireless,0.0126582278481012,both,black,0.0
microsoft,l2 wireless mouse 5000,optical,wireless,0.0126582278481012,both,black,0.0
microsoft,m20-00001,optical,wired,0.0126582278481012,both,silver,0.0
microsoft,mgc-00001,optical,wireless,0.0189873417721519,both,black,0.0
microsoft,mhc-00001,optical,wireless,0.0189873417721519,both,black,0.0
microsoft,mhc-00035,optical,wireless,0.0189873417721519,both,black / silver,0.0
microsoft,mobile 3500,laser,wireless,0.0189873417721519,both,black,0.0
microsoft,mobile mouse 1000,optical,wireless,0.0189873417721519,both,blue,0.0
microsoft,mobile mouse 3500,optical,wireless,0.0189873417721519,both,gray,0.0
microsoft,mobile mouse 4000,optical,wireless,0.0189873417721519,both,blue / black,0.0
microsoft,mobile mouse 6000,laser,wireless,0.0189873417721519,both,purple,0.0
microsoft,optical 100 mice,optical,wired,0.0189873417721519,both,black,0.0
microsoft,optical mouse 200 for business,optical,wired,0.0189873417721519,both,white,0.0
microsoft,p58-00001,optical,wired,0.0189873417721519,both,white,0.0
microsoft,p58-00032,optical,wired,0.0189873417721519,both,white,0.0
microsoft,p58-00061,optical,wired,0.0126582278481012,both,black,0.0
microsoft,pl2 arc touch mouse,optical,wireless,0.0126582278481012,both,black,0.0
microsoft,pl2 touch mouse,laser,wireless,0.0126582278481012,both,black,0.0
microsoft,pl2 wedge touch mouse,touchpad,bluetooth wireless,0.0126582278481012,both,black / silver,0.0
microsoft,precision,optical,bluetooth wireless,0.0126582278481012,right,black / silver,0.0
microsoft,rjg-00001,optical,wired,0.0126582278481012,right,black,0.0
microsoft,rjn-00001,optical,bluetooth wireless,0.0126582278481012,both,black,0.0
microsoft,rjn-00013,optical,bluetooth wireless,0.0126582278481012,both,blue,0.0
microsoft,rjn-00025,optical,bluetooth wireless,0.0126582278481012,both,green,0.0
microsoft,rjn-00037,optical,bluetooth wireless,0.0126582278481012,both,pink,0.0
microsoft,rvf-00030,optical,wireless,0.0189873417721519,both,black,0.0
microsoft,s7j-00001,optical,wired,0.0189873417721519,right,black,0.0
microsoft,s9j-00001,optical,wired,0.0189873417721519,both,black,0.0
microsoft,s9j-00009,optical,wired,0.0189873417721519,both,black,0.0
microsoft,sculpt comfort mouse,optical,bluetooth wireless,0.0189873417721519,right,black / blue,0.0
microsoft,sculpt ergonomic,laser,wireless,0.0189873417721519,right,black / blue,0.0
microsoft,sculpt mobile,laser,wireless,0.0189873417721519,both,black / blue,0.0
microsoft,sidewinder x3,laser,wired,0.050632911392405,both,black / silver,0.0
microsoft,sidewinder x5,laser,wired,0.050632911392405,right,black,0.0
microsoft,sidewinder x8,laser,wireless,0.1139240506329114,right,black,0.0
microsoft,surface mobile,laser,bluetooth wireless,0.1139240506329114,both,black / silver,0.0
microsoft,surface precision,optical,bluetooth wireless,0.1139240506329114,right,gray,0.0
microsoft,t2j-00001,optical,wired,0.1139240506329114,right,white / red,0.0
microsoft,t2j-00007,optical,wired,0.1139240506329114,right,white / gray,0.0
microsoft,u5k-00002,optical,wireless,0.1139240506329114,right,gray,0.0
microsoft,u7z-00001,laser,wireless,0.1139240506329114,both,black,0.0
microsoft,u7z-00011,laser,wireless,0.1139240506329114,both,blue,0.0
microsoft,u7z-00021,laser,wireless,0.1139240506329114,both,pink,0.0
microsoft,u7z-00031,optical,wireless,0.1139240506329114,both,red,0.0
microsoft,u7z-00041,laser,wireless,0.1139240506329114,both,purple,0.0
microsoft,u7z-00055,optical,wireless,0.0189873417721519,both,blue,0.0
microsoft,u7z-00062,optical,wireless,0.0189873417721519,both,pink,0.0
microsoft,u81-00009,optical,wired,0.0189873417721519,both,black,0.0
microsoft,u81-00010,optical,wired,0.0189873417721519,both,black,0.0
microsoft,u81-00025,optical,wired,0.0126582278481012,both,white,0.0
microsoft,wireless mobile mouse 1000 for business,optical,wireless,0.0189873417721519,both,black,0.0
microsoft,wireless mobile mouse 1850,laser,wireless,0.0189873417721519,both,black,0.0
microsoft,wireless mobile mouse 3500,laser,wireless,0.0189873417721519,both,black / pink,0.0
microsoft,wireless mobile mouse 3500 artist cheuk 4,optical,wireless,0.0189873417721519,both,multicolor,0.0
microsoft,wireless mobile mouse 3500 artist lyon 4,optical,wireless,0.0189873417721519,both,multicolor,0.0
microsoft,wireless mobile mouse 3500 artist mcclure 4,optical,wireless,0.0189873417721519,both,red / black,0.0
microsoft,wireless mobile mouse 3500 artist oh joy 4,optical,wireless,0.0189873417721519,both,multicolor,0.0
microsoft,wireless mobile mouse 3500 artist saksi 4,optical,wireless,0.0189873417721519,both,multicolor,0.0
microsoft,wireless mobile mouse 3500 artist scott 4,optical,wireless,0.0189873417721519,both,white / black,0.0
microsoft,wireless mobile mouse 3500 for business,optical,wireless,0.0189873417721519,both,black,0.0
microsoft,wireless mobile mouse 4000,optical,wireless,0.0189873417721519,right,blue,0.0
microsoft,wireless mobile mouse 4000 studio series,optical,wireless,0.0189873417721519,right,white / black,0.0
microsoft,wireless mobile mouse 4000 for business,optical,wireless,0.0189873417721519,right,black,0.0
microsoft,wireless mobile mouse 6000,optical,wireless,0.0189873417721519,both,white,0.0
microsoft,wireless mobile mouse3500,optical,wireless,0.0189873417721519,both,black,0.0
mionix,avior 7000,optical,wired,0.2088607594936709,both,black / blue,0.0
mionix,avior 8200,laser,wired,0.2468354430379746,both,black / green,0.0
mionix,avior sk,optical,wired,0.2088607594936709,both,black / white,0.0
mionix,avior-7000,optical,wired,0.2088607594936709,both,black,0.0
mionix,avior french fries,optical,wired,0.1455696202531645,both,yellow,0.0
mionix,avior ice cream,optical,wired,0.1455696202531645,both,blue,0.0
mionix,avior shark fin,optical,wired,0.1455696202531645,both,gray,0.0
mionix,castor,optical,wired,0.3037974683544304,right,black,0.0
mionix,castor black,optical,wired,0.1455696202531645,right,black,0.0
mionix,castor french fries,optical,wired,0.1455696202531645,right,yellow,0.0
mionix,castor frosting,optical,wired,0.1455696202531645,right,pink,0.0
mionix,castor ice cream,optical,wired,0.1455696202531645,right,blue,0.0
mionix,castor shark fin,optical,wired,0.1455696202531645,right,gray,0.0
mionix,naos 5000,laser,wired,0.1468354430379747,right,black,0.0
mionix,naos 7000,optical,wired,0.2088607594936709,right,black / blue,0.0
mionix,naos 8200,laser,wired,0.2468354430379746,right,black,0.0
mionix,naos 3200,optical,wired,0.0886075949367088,right,black,0.0
monoprice,executor,laser,wired,0.1645569620253164,right,black,0.0
monoprice,m19,optical,wireless,0.1645569620253164,both,black / silver,0.0
monoprice,m24,optical,wireless,0.1645569620253164,both,black / silver,0.0
monoprice,mp-am,optical,wired,0.060126582278481,both,black / red,0.0
monoprice,mp-mico optical pro,optical,wired,0.0379746835443038,both,blue / white,0.0
nox,krom khanda,optical,wired,0.1139240506329114,right,black / orange,0.0
nox,krom korps,laser,wired,0.2468354430379746,right,black / orange,0.0
nzxt,avatar s,laser,wired,0.0379746835443038,both,white,0.0
nexus,sm-7000b,optical,wireless,0.0189873417721519,both,black,0.0
nexus,sm-8000b,optical,wireless,0.0189873417721519,right,black,0.0
nexus,sm-9000b,laser,wireless,0.0379746835443038,both,black,0.0
nexus,sm-9000c,laser,wireless,0.0379746835443038,both,black,0.0
ninox,aurora,optical,wired,0.1139240506329114,right,black / red,0.0
ozone gaming,xenon,optical,wired,0.0981012658227848,both,black,0.0
patriot,viper 550,optical,wired,0.3037974683544304,both,black,0.0
patriot,viper 551,optical,wired,0.3037974683544304,both,black,0.0
patriot,viper v560,laser,wired,0.2468354430379746,right,black / red,0.0
perixx,mx-1000,optical,wired,0.050632911392405,both,black,0.0
perixx,mx-2000,laser,wired,0.1468354430379747,right,black / silver,0.0
perixx,mx-2000b,laser,wired,0.1468354430379747,right,black / silver,0.0
perixx,mx-2000r,laser,wired,0.1468354430379747,right,black / red,0.0
perixx,mx-3000b,laser,wired,0.2468354430379746,right,black / silver,0.0
perixx,mx-3000r,laser,wired,0.2468354430379746,right,black / red,0.0
perixx,mx-3200,laser,wired,0.1468354430379747,both,black / silver,0.0
perixx,perimice-201p b,optical,wired,0.0126582278481012,both,black / silver,0.0
perixx,perimice-307b,optical,wired,0.0379746835443038,right,black / silver,0.0
perixx,perimice-307r,optical,wired,0.0379746835443038,right,black / red,0.0
perixx,perimice-513,optical,wired,0.050632911392405,right,black,0.0
perixx,perimice-711,optical,wireless,0.0379746835443038,right,black,0.0
perixx,perimice-712b,optical,wireless,0.050632911392405,right,black / silver,0.0
perixx,perimice-712r,optical,wireless,0.050632911392405,right,black / red,0.0
perixx,perimice-713,optical,wireless,0.050632911392405,right,black,0.0
perixx,perimice-710,optical,wireless,0.0379746835443038,right,black / red,0.0
perixx,perimice-710w,optical,wireless,0.0379746835443038,right,white,0.0
polaroid,pmi8500,optical,wired,0.0379746835443038,right,black,0.0
qumax,lynx-m9 up,optical,wired,0.0126582278481012,both,black / silver,0.0
qumax,lynx s2-black,laser,wired,0.0632911392405063,both,black,0.0
qumax,lynx s2-red,laser,wired,0.0632911392405063,both,red / black,0.0
riotoro,uruz z5 classic rgb,optical,wired,0.1139240506329114,right,black,0.0
riotoro,uruz z5 lightning rgb,optical,wired,0.1139240506329114,right,black,0.0
roccat,kone pure ultra,optical,wired,0.4936708860759494,right,white,0.0
roccat,kain 100 aimo rgb,optical,wired,0.2563291139240506,right,black,0.0
roccat,kain 120 aimo rgb,optical,wired,0.4936708860759494,right,black,0.0
roccat,kain 200 aimo rgb,optical,wireless,0.4936708860759494,right,black,0.0
roccat,kain 202 aimo rgb,optical,wireless,0.4936708860759494,right,white,0.0
roccat,kiro,optical,wired,0.1139240506329114,both,black,0.0
roccat,kone,laser,wired,0.0886075949367088,right,black,0.0
roccat,kone aimo,optical,wired,0.3670886075949367,right,white,0.0
roccat,kone aimo remastered,optical,wired,0.4936708860759494,right,black,0.0
roccat,kone emp,optical,wired,0.3670886075949367,right,black,0.0
roccat,kone pure,laser,wired,0.2468354430379746,right,black / orange,0.0
roccat,kone pure camo charge,optical,wired,0.1455696202531645,right,camo,0.0
roccat,kone pure color,laser,wired,0.2468354430379746,right,black / white,0.0
roccat,kone pure desert strike,optical,wired,0.1455696202531645,right,brown / black,0.0
roccat,kone pure military,optical,wired,0.1455696202531645,right,black / red,0.0
roccat,kone pure naval storm,optical,wired,0.1455696202531645,right,black / silver,0.0
roccat,kone pure optical,optical,wired,0.1139240506329114,right,black / red,0.0
roccat,kone xtd,laser,wired,0.2468354430379746,right,black / silver,0.0
roccat,kone[+],laser,wired,0.1772151898734177,right,black,0.0
roccat,kova,optical,wired,0.2088607594936709,right,white,0.0
roccat,kova rgb,optical,wired,0.2088607594936709,both,black,0.0
roccat,kova+,optical,wired,0.0886075949367088,both,black,0.0
roccat,leadr,optical,wireless,0.3670886075949367,right,black,0.0
roccat,lua,optical,wired,0.050632911392405,both,black / blue,0.0
roccat,nyth,laser,wired,0.3670886075949367,right,white,0.0
roccat,roc-11-700-r,laser,wired,0.2468354430379746,right,red / black,0.0
roccat,savu,optical,wired,0.1139240506329114,right,black,0.0
roccat,tyon,laser,wired,0.2468354430379746,right,black,0.0
raptor gaming,000raplm2,optical,wired,0.050632911392405,right,black,0.0
raptor gaming,m3 dkt,optical,wired,0.0379746835443038,right,black,0.0
razer,abyssus,optical,wired,0.0981012658227848,both,black,0.0
razer,abyssus 2014 essential,laser,wired,0.0981012658227848,both,black,0.0
razer,abyssus mirror special edition,optical,wired,0.0981012658227848,both,black,0.0
razer,atheris,optical,wireless,0.2151898734177215,right,white,0.0
razer,atheris stormtrooper,optical,wireless,0.2151898734177215,right,white / black,0.0
razer,basilisk,optical,wired,0.4936708860759494,right,pink,0.0
razer,basilisk essential,optical,wired,0.189873417721519,right,black,0.0
razer,basilisk ultimate,optical,wireless,0.6202531645569621,right,black,0.0
razer,basilisk x hyperspeed,optical,wireless,0.4936708860759494,right,black / green,0.0
razer,basilisk v2,optical,wired,0.6202531645569621,right,black,0.0
razer,battlefield 4 taipan,optical,wired,0.2468354430379746,both,multicolor,0.0
razer,d.va razer abyssus elite,optical,wired,0.2151898734177215,both,blue / pink,0.0
razer,deathadder,optical,wired,0.0981012658227848,right,black,0.0
razer,deathadder - transformers 3 collectors edition - bumblebee,optical,wired,0.0981012658227848,right,yellow,0.0
razer,deathadder - transformers 3 collectors edition - megatron,optical,wired,0.0981012658227848,right,silver,0.0
razer,deathadder - transformers 3 collectors edition - optimus prime,optical,wired,0.0981012658227848,right,red,0.0
razer,deathadder - transformers 3 collectors edition - shockwave,optical,wired,0.0981012658227848,right,purple,0.0
razer,deathadder 2013,optical,wired,0.189873417721519,right,black,0.0
razer,deathadder black edition,optical,wired,0.0981012658227848,right,black,0.0
razer,deathadder chroma,optical,wired,0.3037974683544304,right,black,0.0
razer,deathadder chroma(call of duty: black ops iii edition),optical,wired,0.3037974683544304,right,black / silver,0.0
razer,deathadder elite,optical,wired,0.4936708860759494,right,black / green,0.0
razer,deathadder essential,optical,wired,0.189873417721519,right,black / green,0.0
razer,deathadder world of tanks,optical,wired,0.189873417721519,right,black / orange,0.0
razer,deathadder v2,optical,wired,0.6202531645569621,right,black,0.0
razer,deathadder elite destiny 2 edition,optical,wired,0.4936708860759494,right,black / white,0.0
razer,deathadder elite overwatch edition,optical,wired,0.4936708860759494,right,black / orange,0.0
razer,diamondback,laser,wired,0.4936708860759494,both,black,0.0
razer,dragon age ii deathadder,optical,wired,0.0981012658227848,right,black,0.0
razer,imperator,laser,wired,0.1645569620253164,right,black,0.0
razer,imperator 2012,laser,wired,0.189873417721519,right,black,0.0
razer,imperator mass effect 3 edition,laser,wired,0.189873417721519,right,black,0.0
razer,imperator mouse 2012 battlefield 3,optical,wired,0.189873417721519,right,black,0.0
razer,lachesis,laser,wired,0.1645569620253164,right,black,0.0
razer,lachesis phantom (white),laser,wired,0.1139240506329114,both,black / white,0.0
razer,lancehead,laser,wireless,0.4936708860759494,both,black / green,0.0
razer,lancehead tournament edition,optical,wired,0.4936708860759494,both,pink,0.0
razer,lancehead tournament edition mercury,optical,wired,0.4936708860759494,both,white / gray,0.0
razer,mamba,laser,wireless,0.4936708860759494,right,black,0.0
razer,mamba 2012 elite,laser,wireless,0.189873417721519,right,black,0.0
razer,mamba elite,optical,wired,0.4936708860759494,right,black,0.0
razer,mamba hyperflux & firefly hyperflux bundle,optical,wireless,0.4936708860759494,right,black,0.0
razer,mamba tournament edition,laser,wired,0.4936708860759494,right,black,0.0
razer,mamba wireless 2018,optical,wireless,0.4936708860759494,right,black / green,0.0
razer,naga,laser,wired,0.1645569620253164,right,black,0.0
razer,naga 2012,laser,wired,0.1645569620253164,right,black,0.0
razer,naga 2014 left-handed edition,laser,wired,0.2468354430379746,left,black,0.0
razer,naga chroma,laser,wired,0.4936708860759494,right,black,0.0
razer,naga epic,laser,wireless,0.1645569620253164,right,black,0.0
razer,naga epic chroma,laser,wireless,0.2468354430379746,right,multicolor,0.0
razer,naga hex,laser,wired,0.1645569620253164,right,black / green,0.0
razer,naga hex league of legends edition,laser,wired,0.1645569620253164,right,black,0.0
razer,naga hex v2,laser,wired,0.4936708860759494,right,black / green,0.0
razer,naga hex wraith red edition,laser,wired,0.1645569620253164,right,red / black,0.0
razer,naga molten,laser,wired,0.1645569620253164,right,black / red,0.0
razer,naga pro,optical,wireless,0.6202531645569621,right,black,0.0
razer,naga star wars edition,optical,wireless,0.6202531645569621,right,silver / black,0.0
razer,naga trinity,optical,wired,0.4936708860759494,right,black,0.0
razer,orochi,laser,bluetooth wireless,0.1139240506329114,both,black,0.0
razer,orochi 2013,laser,bluetooth wireless,0.189873417721519,both,black,0.0
razer,orochi 8200 chroma,laser,wireless,0.2468354430379746,both,black,0.0
razer,orochi mobile,laser,wireless,0.050632911392405,both,black,0.0
razer,ouroboros,laser,wireless,0.2468354430379746,both,black,0.0
razer,rz01-00220100-r3k1,laser,wired,0.0443037974683544,both,black / white,0.0
razer,rz01-00770100-r3a1,laser,wireless,0.2468354430379746,both,black / green,0.0
razer,rz84-00520100-b1u1,laser,wired,0.1645569620253164,both,black,0.0
razer,razer naga 2014,laser,wired,0.2468354430379746,right,black / green,0.0
razer,spectre starcraft ii,laser,wired,0.1645569620253164,right,silver,0.0
razer,spectre starcraft ii heart of the swarm,laser,wired,0.1645569620253164,both,silver,0.0
razer,tron,laser,wired,0.1645569620253164,both,black,0.0
razer,taipan,laser,wired,0.2468354430379746,both,black / white,0.0
razer,viper,optical,wired,0.4936708860759494,both,black / green,0.0
razer,viper mini,optical,wired,0.2563291139240506,right,black,0.0
razer,viper ultimate,optical,wireless,0.6202531645569621,both,black,0.0
redragon,cobra m711,optical,wired,0.3037974683544304,right,black / multicolor,0.0
redragon,centrophorus m601,optical,wired,0.050632911392405,right,black / red,0.0
redragon,inquisitor m716,optical,wired,0.3037974683544304,right,black / red,0.0
redragon,m602,optical,wired,0.2151898734177215,right,black,0.0
redragon,m702 phoenix,optical,wired,0.2151898734177215,right,black / red,0.0
redragon,m801p sniper pro,optical,wired,0.4936708860759494,right,black,0.0
redragon,m902,laser,wired,0.5063291139240507,right,black / red,0.0
redragon,m990,laser,wired,0.7468354430379748,right,black,0.0
redragon,mirage,optical,wireless,0.1392405063291139,right,red / black,0.0
redragon,mammoth,laser,wired,0.5063291139240507,right,black / red,0.0
redragon,perdition,laser,wired,0.5063291139240507,right,black / red,0.0
rosewill,helix rm-20,optical,wired,0.0632911392405063,right,black / silver,0.0
rosewill,ion d12,optical,wired,0.1139240506329114,right,black,0.0
rosewill,ion d21,optical,wired,0.1139240506329114,right,white,0.0
rosewill,neon m54,optical,wired,0.2151898734177215,right,black,0.0
rosewill,neon m56,optical,wired,0.379746835443038,right,black,0.0
rosewill,neon m61,optical,wireless,0.3037974683544304,right,black / blue,0.0
rosewill,neon m63,optical,wired,0.3037974683544304,right,black / red,0.0
rosewill,neon m62,optical,wired,0.3037974683544304,right,black,0.0
rosewill,rgm-1000,laser,wired,0.240506329113924,right,black,0.0
rosewill,rgm-300,optical,wired,0.0189873417721519,right,black,0.0
rosewill,rm-2400l,laser,wired,0.0632911392405063,right,black / silver,0.0
rosewill,rm-5000l,laser,wired,0.1455696202531645,both,black,0.0
rosewill,rm-6500,optical,wireless,0.0126582278481012,both,black,0.0
rosewill,rm-7500,optical,wireless,0.0427215189873417,both,red / black,0.0
rosewill,rm-7600,optical,wireless,0.0379746835443038,both,black / red,0.0
rosewill,rm-7700,optical,wireless,0.0427215189873417,both,black,0.0
rosewill,rm-7800bl,optical,wireless,0.0379746835443038,right,black,0.0
rosewill,rm-7800pk,optical,wireless,0.0379746835443038,right,pink,0.0
rosewill,rm-7900,laser,wireless,0.050632911392405,right,black / silver,0.0
rosewill,rm-c2p,optical,wired,0.0126582278481012,both,black,0.0
rosewill,rm-c2u,optical,wired,0.0126582278481012,both,black,0.0
rosewill,rm-d2p,optical,wired,0.050632911392405,both,black,0.0
rosewill,rm-d2u,optical,wired,0.050632911392405,both,black,0.0
rosewill,rm-p2p,optical,wired,0.0126582278481012,both,black,0.0
rosewill,rm-p2u,optical,wired,0.0126582278481012,both,black,0.0
rosewill,rwm-001,optical,wireless,0.0253164556962025,both,black,0.0
rosewill,rwm-002,optical,wireless,0.0253164556962025,both,white / black,0.0
rosewill,rwm-003,optical,wireless,0.0253164556962025,both,gray / black,0.0
rosewill,rwm-004,optical,wireless,0.0253164556962025,both,blue / black,0.0
rosewill,reflex,laser,wired,0.2468354430379746,right,black / red,0.0
