brand,model,bluray_read_speed,dvd_read_speed,cd_read_speed,bluray_write_speed,dvd_write_speed,cd_write_speed,price
I/O Magic,IDVD22DL,,16.0,48.0,,22/8/16/22/6/16/12,48/32,"['USD', '0.00']"
I/O Magic,IDVD24S,,,,,24/8/16/24/1/16/12,48/32,"['USD', '36.05']"
LG,BH10LS30,6.0,16.0,48.0,10/8/8/6,16/8/8/16/8/8/12,48/24,"['USD', '0.00']"
LG,BH12LS35,,,,12/12/2/2,16/12/12/16/12/12/12,48/24,"['USD', '0.00']"
LG,BH12LS38,12.0,16.0,48.0,12/12/2/2,16/8/8/16/6/8/12,48/24,"['USD', '0.00']"
LG,BH14NS40,12.0,16.0,48.0,14/12/2/2,16/8/8/16/6/8/5,48/24,"['USD', '291.58']"
LG,BH16NS40,12.0,16.0,48.0,,16/8/8/16/6/8/5,48/24,"['USD', '104.99']"
LG,BH16NS55.AUAR10B,,,40.0,8/8/8/6,16/12/12/16/12/12/5,48/40,"['USD', '243.00']"
LG,BT30N,6.0,8.0,24.0,,8/8/6/8/6/6/5,24/24,"['USD', '0.00']"
LG,CH10LS20 OEM,10.0,16.0,48.0,,,48/24,"['USD', '0.00']"
LG,CH10LS28,10.0,16.0,48.0,,16/8/8/16/6/8/12,48/24,"['USD', '0.00']"
LG,CH12LS28,10.0,16.0,48.0,,16/8/8/16/6/8/12,48/24,"['USD', '0.00']"
LG,CU20N,6.0,8.0,24.0,,8/8/6/8/6/6/5,24/16,"['USD', '0.00']"
LG,GGC-H20L,6.0,16.0,40.0,,,,"['USD', '0.00']"
LG,GH10N,,,,,,,"['USD', '0.00']"
LG,GH22LP21,,16.0,48.0,,22/8/16/22/6/12/12,48/32,"['USD', '0.00']"
LG,GH22NP21,,16.0,48.0,,22/8/16/22/6/12/12,48/32,"['USD', '0.00']"
LG,GH22NS50 Bulk,,16.0,48.0,,,48/32,"['USD', '0.00']"
LG,GH22NS70 OEM,,16.0,48.0,,22/8/8/22/6/8/12,48/32,"['USD', '0.00']"
LG,GH22NS90B,,16.0,48.0,,22/8/8/22/6/8/12,48/32,"['USD', '0.00']"
LG,GH24LS70,,16.0,48.0,,24/8/8/24/6/8/12,48/32,"['USD', '0.00']"
LG,GH24NS70 OEM,,16.0,48.0,,24/8/8/24/6/8/12,48/32,"['USD', '0.00']"
LG,GH24NS72,,16.0,48.0,,,48/32,"['USD', '34.97']"
LG,GH24NS90,,16.0,48.0,,24/8/8/24/6/8/12,48/32,"['USD', '34.58']"
LG,GH24NS95,,16.0,48.0,,24/8/8/24/6/8/5,48/24,"['USD', '49.98']"
LG,GH24NSB0,,16.0,48.0,,24/8/8/24/6/8/5,48/24,"['USD', '39.99']"
LG,GH24NSB0B,,16.0,48.0,,24/8/8/24/6/8/5,48/24,"['USD', '34.97']"
LG,GH24NSC0,,16.0,48.0,,24/8/8/24/6/8/5,48/24,"['USD', '18.98']"
LG,GH24NSC0B,,16.0,48.0,,24/8/8/24/6/8/5,48/24,"['USD', '18.98']"
LG,GH24NSD1,,16.0,48.0,,24/8/16/24/6/12/12,48/32,"['USD', '0.00']"
LG,GH24NSD5,,16.0,48.0,,24/8/12/8/6/12/12,48/24,"['USD', '0.00']"
LG,GS40N,,8.0,24.0,,8/8/6/8/6/6/5,24/16,"['USD', '0.00']"
LG,GT80N,,8.0,24.0,,8/8/6/8/6/6/5,24/24,"['USD', '0.00']"
LG,GTB0N,,8.0,24.0,,8/6/6/8/6/6/5,24/24,"['USD', '39.81']"
LG,GUB0N,,8.0,24.0,,8/6/6/8/6/6/5,24/24,"['USD', '45.00']"
LG,UH12LS28 OEM,12.0,16.0,48.0,,16/8/8/16/6/8/12,48/24,"['USD', '0.00']"
LG,UH12LS29,10.0,16.0,48.0,,16/8/8/16/6/8/12,48/24,"['USD', '0.00']"
LG,UH12NS29,10.0,16.0,48.0,,16/8/8/16/6/8/12,48/24,"['USD', '0.00']"
LG,UH12NS30,12.0,16.0,,,16/8/8/16/6/8/5,48/24,"['USD', '0.00']"
LG,UH12NS40,12.0,16.0,48.0,,16/8/8/16/6/8/5,48/24,"['USD', '0.00']"
LG,WH12LS30,10.0,16.0,48.0,12/12/2/2,16/8/8/16/6/8/12,48/24,"['USD', '0.00']"
LG,WH12LS38,10.0,16.0,48.0,12/12/2/2,16/8/8/16/6/8/12,48/24,"['USD', '0.00']"
LG,WH12LS39,10.0,16.0,48.0,12/12/2/2,16/8/8/16/6/8/12,48/24,"['USD', '0.00']"
LG,WH14NS40,12.0,16.0,48.0,14/12/2/2,16/8/8/16/6/8/5,48/24,"['USD', '53.48']"
LG,WH16NS40,12.0,16.0,48.0,16/12/2/2,16/8/8/16/6/8/5,48/24,"['USD', '66.98']"
LG,WH16NS60,,,,,,48/24,"['USD', '100.98']"
Lenovo,0A65618,,,,,16/12/12/16/12/12/12,48/40,"['USD', '53.50']"
Lenovo,41N5618,,16.0,40.0,,,,"['USD', '0.00']"
Lite-On,DC-8A2SH,,8.0,24.0,,8/8/6/8/6/6/5,24/24,"['USD', '0.00']"
Lite-On,DH-16AFSH,,,,,,48/24,"['USD', '0.00']"
Lite-On,DH-4O1S-11,4.0,12.0,32.0,,,,"['USD', '0.00']"
Lite-On,DL-8A4SH-01,,8.0,24.0,,8/8/6/8/6/6/5,24/24,"['USD', '0.00']"
Lite-On,DS-8A5S,,8.0,24.0,,8/8/6/8/6/6/5,24/24,"['USD', '0.00']"
Lite-On,DS-8A8SH,,8.0,24.0,,8/8/6/8/6/6/5,24/24,"['USD', '0.00']"
Lite-On,DS-8A9SH-01,,8.0,24.0,,8/8/6/8/6/6/5,24/24,"['USD', '0.00']"
Lite-On,DS-8ABSH-01,,8.0,24.0,,8/8/6/8/6/6/5,24/24,"['USD', '0.00']"
Lite-On,IHAS324-07,,16.0,48.0,,,48/32,"['USD', '29.40']"
Lite-On,IHAS324-98,,16.0,48.0,,,48/32,"['USD', '69.00']"
Lite-On,IHBS112-04,8.0,16.0,48.0,12/8/2/2,16/8/8/16/6/8/12,48/48,"['USD', '0.00']"
Lite-On,IHBS112-29,8.0,16.0,48.0,12/8/2/2,16/8/8/16/6/8/12,48/24,"['USD', '0.00']"
Lite-On,IHBS312-98,8.0,16.0,48.0,12/8/2/2,16/8/8/16/6/8/12,48/24,"['USD', '0.00']"
Lite-On,IHES312-98,12.0,16.0,48.0,,16/8/8/16/6/8/12,48/24,"['USD', '0.00']"
Lite-On,Ihap322-98,,16.0,48.0,,,48/32,"['USD', '0.00']"
Lite-On,SOHW-832S,,12.0,40.0,,,40/24,"['USD', '0.00']"
Lite-On,iHAP122-04,,16.0,48.0,,22/8/8/22/6/8/12,48/32,"['USD', '0.00']"
Lite-On,iHAP222-06,,16.0,48.0,,22/8/8/22/6/8/12,48/32,"['USD', '0.00']"
Lite-On,iHAP422-98,,16.0,48.0,,22/8/8/22/6/8/12,48/32,"['USD', '0.00']"
Lite-On,iHAS-324-98B,,16.0,48.0,,24/8/8/24/6/8/12,48/32,"['USD', '0.00']"
Lite-On,iHAS124-04,,16.0,48.0,,,48/32,"['USD', '0.00']"
Lite-On,iHAS224-06,,16.0,48.0,,24/8/12/24/6/12/12,48/32,"['USD', '0.00']"
Lite-On,iHAS324-99,,16.0,48.0,,24/8/12/24/6/12/12,48/32,"['USD', '0.00']"
Lite-On,iHAS424-98,,16.0,48.0,,24/8/12/24/6/12/12,48/32,"['USD', '0.00']"
Lite-On,iHAS524-06,,16.0,48.0,,24/8/12/24/6/12/12,48/32,"['USD', '0.00']"
Lite-On,iHAS524-T98A,,16.0,48.0,,24/8/12/24/6/12/12,48/32,"['USD', '0.00']"
Lite-On,iHBS212-08,8.0,16.0,48.0,12/8/2/2,16/8/8/16/6/8/12,48/24,"['USD', '0.00']"
Lite-On,iHDP118-04,,18.0,48.0,,,,"['USD', '0.00']"
Lite-On,iHDP118-08,,18.0,48.0,,,,"['USD', '0.00']"
Lite-On,iHDS118-04,,18.0,48.0,,,,"['USD', '0.00']"
Lite-On,iHES112-29,12.0,16.0,48.0,,16/8/8/16/6/8/12,48/24,"['USD', '155.00']"
Lite-On,iHES208-08,8.0,16.0,48.0,,16/8/8/16/6/8/12,48/48,"['USD', '0.00']"
Lite-On,iHES212-08,12.0,16.0,48.0,,16/8/8/16/6/8/12,48/24,"['USD', '0.00']"
Lite-On,iHOS104-06,4.0,8.0,32.0,,,,"['USD', '0.00']"
Lite-On,iHOS104-08,4.0,8.0,32.0,,,,"['USD', '0.00']"
Lite-On,ihas524-T06,,16.0,48.0,,24/8/12/24/6/12/12,48/32,"['USD', '0.00']"
Lite-On,ihes108-29,8.0,16.0,48.0,8/4/8/4,16/8/16/16/6/16/12,48/32,"['USD', '0.00']"
Lite-On,ihes112-04,12.0,16.0,48.0,,16/8/8/16/6/8/12,48/24,"['USD', '0.00']"
MSI,DH-18D4P,,18.0,48.0,,,,"['USD', '0.00']"
MSI,DH-18D5S,,18.0,48.0,,,,"['USD', '0.00']"
MSI,DH-22AP,,16.0,48.0,,,48/32,"['USD', '0.00']"
MSI,DH-24AAS-17 R,,16.0,48.0,,24/8/12/24/6/12/12,48/32,"['USD', '0.00']"
MSI,DH-24AS,,16.0,48.0,,24/8/12/24/6/12/12,48/32,"['USD', '0.00']"
MSI,DH-24AS U88,,16.0,48.0,,,48/32,"['USD', '0.00']"
Memorex,98240,,16.0,48.0,,,48/32,"['USD', '49.95']"
Memorex,98240-KIT,,16.0,48.0,,,48/32,"['USD', '0.00']"
Memorex,MRX-550L,,16.0,48.0,,,48/32,"['USD', '0.00']"
OcUK,CD-004-OK,8.0,,,,,48/24,"['USD', '0.00']"
OcUK,CD-005-OK,10.0,16.0,40.0,,16/8/8/12/8/8/12,48/40,"['USD', '0.00']"
OcUK,OcUKSATADVDRW,,16.0,40.0,,,48/40,"['USD', '0.00']"
OcUK,iHAS124-14,,16.0,48.0,,24/8/8/24/6/8/5,48/24,"['USD', '0.00']"
Panasonic,UJ-265,6.0,8.0,24.0,,,24/16,"['USD', '114.99']"
Pioneer,BDC-207DBK,8.0,16.0,40.0,,16/8/8/16/6/8/5,40/24,"['USD', '0.00']"
Pioneer,BDR-206DBKS,8.0,16.0,40.0,12/12/2/2,,40/24,"['USD', '0.00']"
Pioneer,BDR-206MBK,6.0,8.0,24.0,6/6/2/2,,24/24,"['USD', '0.00']"
Pioneer,BDR-207,10.0,16.0,40.0,12/12/2/2,,40/24,"['USD', '0.00']"
Pioneer,BDR-207DBKS,10.0,16.0,40.0,12/12/2/2,,40/24,"['USD', '0.00']"
Pioneer,BDR-207MBK,10.0,16.0,40.0,12/12/2/2,16/8/8/16/6/8/5,40/24,"['USD', '0.00']"
Pioneer,BDR-208DBK,12.0,16.0,40.0,15/14/2/2,,40/24,"['USD', '0.00']"
Pioneer,BDR-209DBK,12.0,16.0,40.0,16/14/2/2,,40/24,"['USD', '70.69']"
Pioneer,BDR-211EBK,,,,,,,"['USD', '0.00']"
Pioneer,BDR-211UBK,12.0,16.0,40.0,16/14/2/2,16/8/8/16/6/8/5,40/24,"['USD', '159.99']"
Pioneer,BDR-212DBK,,,,16/14/2/2,16/8/8/16/6/8/5,40/24,"['USD', '69.99']"
Pioneer,BDR-212EBK,16.0,,,,,,"['USD', '90.57']"
Pioneer,BDR-2206,8.0,12.0,40.0,12/12/2/2,,40/24,"['USD', '0.00']"
Pioneer,BDR-2207,10.0,16.0,40.0,12/12/2/2,16/8/8/16/6/8/5,40/24,"['USD', '0.00']"
Pioneer,BDR-2208,12.0,16.0,40.0,15/14/2/2,16/8/8/16/6/8/5,40/24,"['USD', '0.00']"
Pioneer,BDR-2209,12.0,16.0,40.0,16/14/2/2,16/6/8/16/6/8/5,40/24,"['USD', '129.99']"
Pioneer,BDR-S08XLT,,,,,,,"['USD', '0.00']"
Pioneer,BDR-S09XLT,,5.0,40.0,12/8/10/6,16/12/12/16/12/12/5,40/24,"['USD', '0.00']"
Pioneer,DVR-118LBK,,22.0,40.0,,22/8/12/22/6/12/12,40/32,"['USD', '0.00']"
Pioneer,DVR-216D,,16.0,40.0,,,40/32,"['USD', '0.00']"
Plextor,PX-891SA-26,,16.0,48.0,,24/8/12/24/6/12/12,48/32,"['USD', '0.00']"
Plextor,PX-891SA-28,,16.0,48.0,,24/8/12/24/6/12/12,48/32,"['USD', '0.00']"
Plextor,PX-891SAF,,16.0,48.0,,24/8/12/24/6/12/12,48/32,"['USD', '31.99']"
Plextor,PX-B320SA SW,8.0,16.0,48.0,,16/8/8/16/6/8/12,48/32,"['USD', '0.00']"
Plextor,PX-B940SA-11,8.0,16.0,40.0,12/12/2/2,16/8/8/16/6/8/5,40/24,"['USD', '0.00']"
Plextor,PX-L871A,,16.0,48.0,,22/8/12/22/6/12/12,48/24,"['USD', '0.00']"
Plextor,PX-L890SA,,16.0,48.0,,24/8/12/24/6/12/12,48/24,"['USD', '0.00']"
Plextor,PX-L890SA R,,16.0,48.0,,24/8/12/24/6/12/12,48/24,"['USD', '0.00']"
Plextor,PX-LB950SA,8.0,16.0,48.0,12/8/2/2,16/8/8/16/6/8/12,48/24,"['USD', '0.00']"
Samsung,SH-118BB,,18.0,48.0,,,,"['USD', '0.00']"
Samsung,SH-118CB/BEBE,,18.0,48.0,,,,"['USD', '0.00']"
Samsung,SH-216DB,,,,,16/8/8/16/6/8/5,48/24,"['USD', '0.00']"
Samsung,SH-222AB,,16.0,48.0,,22/8/16/22/6/12/12,48/24,"['USD', '157.98']"
Samsung,SH-222AL,,16.0,48.0,,22/8/16/22/6/12/12,48/24,"['USD', '0.00']"
Samsung,SH-222AL/BSBE,,16.0,48.0,,22/8/16/22/6/12/12,48/24,"['USD', '0.00']"
Samsung,SH-222AL/BSBS,,22.0,48.0,,22/8/16/22/6/12/12,48/24,"['USD', '0.00']"
Samsung,SH-222AL/RSBS,,16.0,48.0,,22/8/16/22/6/12/12,48/24,"['USD', '0.00']"
Samsung,SH-222BB/BEBE,,16.0,48.0,,22/8/8/22/6/8/12,48/24,"['USD', '0.00']"
Samsung,SH-222BB/RSBS,,16.0,48.0,,22/8/8/22/6/8/12,48/24,"['USD', '0.00']"
Samsung,SH-224BB,,16.0,48.0,,24/8/8/24/6/8/12,48/24,"['USD', '0.00']"
Samsung,SH-224BB/RSBS,,16.0,48.0,,24/8/8/24/6/8/12,48/24,"['USD', '0.00']"
Samsung,SH-224DB/BEBE,,16.0,48.0,,24/8/8/24/6/8/12,48/24,"['USD', '29.99']"
Samsung,SH-224DB/RSBS,,16.0,48.0,,24/8/8/24/6/8/5,48/24,"['USD', '0.00']"
Samsung,SH-224FB,,16.0,48.0,,24/8/8/24/6/8/5,48/24,"['USD', '0.00']"
Samsung,SH-224FB/RSBS,,16.0,48.0,,24/8/8/24/6/8/5,48/24,"['USD', '0.00']"
Samsung,SH-224FB/RSMS,,,,,24/8/8/24/8/8/5,48/24,"['USD', '0.00']"
Samsung,SH-224GB/BSBE,,16.0,48.0,,24/8/8/24/6/8/5,48/24,"['USD', '29.99']"
Samsung,SH-B123L,12.0,16.0,48.0,,16/8/8/16/6/8/12,48/4,"['USD', '0.00']"
Samsung,SH-B123L/RSBP,12.0,16.0,48.0,,16/8/8/16/16/8/12,48/24,"['USD', '0.00']"
Samsung,SH-S222A,,16.0,48.0,,22/8/16/22/6/12/12,48/32,"['USD', '0.00']"
Samsung,SH-S223C,,16.0,48.0,,22/8/16/22/6/12/12,48/32,"['USD', '0.00']"
Samsung,SH-S223Q,,16.0,48.0,,22/8/16/22/6/12/12,48/32,"['USD', '0.00']"
Samsung,SN-208BB,,8.0,24.0,,8/8/8/8/6/8/5,24/4,"['USD', '0.00']"
Samsung,SN-208DB/BEBE,,8.0,24.0,,8/8/6/8/6/6/5,24/24,"['USD', '100.78']"
Samsung,SN-208DB/BEBET,,8.0,24.0,,8/8/6/8/6/6/5,24/24,"['USD', '0.00']"
Samsung,SN-208FB/BEBE,,8.0,24.0,,8/8/6/8/6/6/5,,"['USD', '47.99']"
Samsung,TS-H353C,,16.0,40.0,,,,"['USD', '0.00']"
Samsung,TS-HB43L/HPBHF,,16.0,40.0,,16/8/8/16/8/8/12,,"['USD', '0.00']"
Silverstone,SOD02B,,8.0,24.0,,8/8/6/8/6/6/5,24/4,"['USD', '0.00']"
Silverstone,SST-SOB02,,,24.0,6/6/6/6,8/8/8/8/8/8/4,24/24,"['USD', '0.00']"
Silverstone,TOB04,6.0,8.0,24.0,6/6/6/4,8/8/8/8/8/8/8,24/24,"['USD', '228.78']"
Sony,5280S-CB-PLUS,,16.0,48.0,,,48/32,"['USD', '0.00']"
Sony,AD-7200S-0B,,,,,20/8/8/20/6/12/12,48/32,"['USD', '65.51']"
Sony,AD-7260S-01,,16.0,48.0,,24/8/12/24/6/12/12,48/32,"['USD', '0.00']"
Sony,AD-7260S-0B,,16.0,48.0,,24/8/12/24/6/12/12,48/32,"['USD', '0.00']"
Sony,AD-7261S-0B,,16.0,48.0,,24/8/12/24/6/12/12,48/32,"['USD', '0.00']"
Sony,AD-7280S-02,,16.0,48.0,,24/8/12/24/6/12/12,48/32,"['USD', '0.00']"
Sony,AD-7280S-0B,,16.0,48.0,,24/8/12/24/6/12/12,48/32,"['USD', '104.17']"
Sony,AD-7690H-01,,8.0,24.0,,8/8/6/8/6/6/5,24/24,"['USD', '0.00']"
Sony,AD-7710H-01,,8.0,24.0,,8/8/6/8/6/6/5,24/24,"['USD', '0.00']"
Sony,AD-7740H-01,,8.0,,,,,"['USD', '0.00']"
Sony,BC-5500H-01,4.0,8.0,24.0,,8/4/4/8/4/4/5,16/10,"['USD', '0.00']"
Sony,BC-5640H-01,6.0,8.0,24.0,,8/8/6/8/6/6/5,24/16,"['USD', '0.00']"
Sony,BC5640H-03,6.0,8.0,24.0,,8/8/6/8/6/6/5,24/16,"['USD', '0.00']"
Sony,BD-5300S,8.0,16.0,48.0,12/8/2/2,16/8/8/16/6/8/12,48/24,"['USD', '0.00']"
Sony,BD-5300S-0B,8.0,16.0,48.0,12/8/2/2,8/8/6/8/6/6/5,24/16,"['USD', '0.00']"
Sony,BD-5740H-01,6.0,8.0,24.0,6/6/2/2,8/8/6/8/6/6/5,24/16,"['USD', '0.00']"
Sony,BD-5750H,6.0,8.0,24.0,6/6/2/2,8/8/6/8/6/6/5,24/16,"['USD', '0.00']"
Sony,BWU-500S,8.0,16.0,48.0,12/8/2/2,8/8/6/8/6/6/5,24/16,"['USD', '0.00']"
Sony,DDU1681S-0B,,18.0,48.0,,,,"['USD', '59.00']"
Supermicro,DVM-TEAC-824B,,8.0,24.0,,,,"['USD', '99.99']"
Teac,BD-W512GSA,,,,12/8/2/2,,48/24,"['USD', '0.00']"
Teac,DV516E/B/S,,16.0,48.0,,,,"['USD', '0.00']"
Teac,DV516E/S,,16.0,48.0,,,,"['USD', '0.00']"
