brand,model,chipset,vram,core_clock,boost_clock,color,length,price
evga,01g-p3-1370-kr,geforce gtx 460,{'total': 1000000000},{'cycles': 720000000},{'cycles': 1340000000},black,0.4307692307692308,0.0
evga,01g-p3-1370-tr,geforce gtx 460,{'total': 1000000000},{'cycles': 720000000},{'cycles': 1340000000},black / silver,0.4307692307692308,0.0
evga,01g-p3-1371-ar,geforce gtx 460,{'total': 1000000000},{'cycles': 720000000},{'cycles': 1340000000},black / silver,0.4307692307692308,0.0
evga,01g-p3-1371-tr,geforce gtx 460,{'total': 1000000000},{'cycles': 720000000},{'cycles': 1340000000},black / silver,0.4307692307692308,0.0
evga,01g-p3-1372-ar,geforce gtx 460,{'total': 1000000000},{'cycles': 763000000},{'cycles': 1340000000},black / silver,0.4307692307692308,0.0
evga,01g-p3-1372-tr,geforce gtx 460,{'total': 1000000000},{'cycles': 763000000},{'cycles': 1340000000},black / silver,0.4307692307692308,0.0
evga,01g-p3-1373-ar,geforce gtx 460,{'total': 1000000000},{'cycles': 763000000},{'cycles': 1340000000},black / silver,0.4307692307692308,0.0
evga,01g-p3-1373-tr,geforce gtx 460,{'total': 1000000000},{'cycles': 763000000},{'cycles': 1340000000},black / silver,0.4307692307692308,0.0
evga,01g-p3-1377-tr,geforce gtx 460,{'total': 1000000000},{'cycles': 850000000},{'cycles': 1340000000},black / silver,0.4307692307692308,0.0
evga,01g-p3-1378-tr,geforce gtx 460,{'total': 1000000000},{'cycles': 850000000},{'cycles': 1340000000},black / silver,0.4338461538461539,0.0
evga,01g-p3-1380-kr,geforce gtx 460,{'total': 1000000000},{'cycles': 850000000},{'cycles': 1340000000},black / silver,0.4307692307692308,0.0
evga,01g-p3-1430-lr,geforce gt 430,{'total': 1000000000},{'cycles': 700000000},{'cycles': 1340000000},black / green,0.3046153846153846,0.0
evga,01g-p3-1431-kr,geforce gt 430,{'total': 1000000000},{'cycles': 700000000},{'cycles': 1340000000},black / green,0.2953846153846153,0.0
evga,01g-p3-1432-lr,geforce gt 430,{'total': 1000000000},{'cycles': 700000000},{'cycles': 1340000000},black / green,0.2307692307692307,0.0
evga,01g-p3-1435-lr,geforce gt 430,{'total': 1000000000},{'cycles': 735000000},{'cycles': 1340000000},black / green,0.2307692307692307,0.0
evga,01g-p3-1441-kr,geforce gt 440,{'total': 1000000000},{'cycles': 810000000},{'cycles': 1340000000},black / green,0.2307692307692307,0.0
evga,01g-p3-1450-tr,geforce gts 450,{'total': 1000000000},{'cycles': 822000000},{'cycles': 1340000000},black / gold,0.4307692307692308,0.0
evga,01g-p3-1452-tr,geforce gts 450,{'total': 1000000000},{'cycles': 882000000},{'cycles': 1340000000},black / gold,0.4307692307692308,0.0
evga,01g-p3-1460-kr,geforce gtx 560,{'total': 1000000000},{'cycles': 810000000},{'cycles': 1340000000},black / yellow,0.4307692307692308,0.0
evga,01g-p3-1461-kr,geforce gtx 560,{'total': 1000000000},{'cycles': 850000000},{'cycles': 1340000000},black / yellow,0.4307692307692308,0.0
evga,01g-p3-1463-kr,geforce gtx 560,{'total': 1000000000},{'cycles': 850000000},{'cycles': 1340000000},black / green,0.4307692307692308,0.0
evga,01g-p3-1464-kr,geforce gtx 560 se,{'total': 1000000000},{'cycles': 776000000},{'cycles': 1340000000},black / yellow,0.4307692307692308,0.0
evga,01g-p3-1465-ar,geforce gtx 465,{'total': 1000000000},{'cycles': 607000000},{'cycles': 1340000000},black / silver,0.5292307692307693,0.0
evga,01g-p3-1466-kr,geforce gtx 560,{'total': 1000000000},{'cycles': 900000000},{'cycles': 1340000000},black / yellow,0.4307692307692308,0.0
evga,01g-p3-1467-ar,geforce gtx 465,{'total': 1000000000},{'cycles': 625000000},{'cycles': 1340000000},black / silver,0.4307692307692308,0.0
evga,01g-p3-1468-kr,geforce gtx 560,{'total': 1000000000},{'cycles': 931000000},{'cycles': 1340000000},black / silver,0.4307692307692308,0.0
evga,01g-p3-1521-kr,geforce gt 520,{'total': 1000000000},{'cycles': 810000000},{'cycles': 1340000000},black,0.2307692307692307,0.0
evga,01g-p3-1523-kr,geforce gt 520,{'total': 1000000000},{'cycles': 810000000},{'cycles': 1340000000},black,0.2307692307692307,0.0
evga,01g-p3-1526-kr,geforce gt 520,{'total': 1000000000},{'cycles': 810000000},{'cycles': 1340000000},black,0.2307692307692307,0.0
evga,01g-p3-1556-kr,geforce gtx 550 ti,{'total': 1000000000},{'cycles': 951000000},{'cycles': 1340000000},black / green,0.4307692307692308,0.0
evga,01g-p3-1557-kr,geforce gtx 550 ti,{'total': 1000000000},{'cycles': 981000000},{'cycles': 1340000000},black / green,0.4307692307692308,0.0
evga,01g-p3-1560-kr,geforce gtx 560 ti,{'total': 1000000000},{'cycles': 822000000},{'cycles': 1340000000},black / gold,0.4307692307692308,0.0
evga,01g-p3-1561-ar,geforce gtx 560 ti,{'total': 1000000000},{'cycles': 850000000},{'cycles': 1340000000},black / gold,0.4892307692307692,0.0
evga,01g-p3-1561-kr,geforce gtx 560 ti,{'total': 1000000000},{'cycles': 850000000},{'cycles': 1340000000},black / yellow,0.4892307692307692,0.0
evga,01g-p3-1563-a1,geforce gtx 560 ti,{'total': 1000000000},{'cycles': 900000000},{'cycles': 1340000000},black,0.4892307692307692,0.0
evga,01g-p3-1563-ar,geforce gtx 560 ti,{'total': 1000000000},{'cycles': 900000000},{'cycles': 1340000000},black / gold,0.4892307692307692,0.0
evga,01g-p3-1563-kr,geforce gtx 560 ti,{'total': 1000000000},{'cycles': 900000000},{'cycles': 1340000000},black / gold,0.4892307692307692,0.0
evga,01g-p3-1567-ar,geforce gtx 560 ti,{'total': 1000000000},{'cycles': 900000000},{'cycles': 1340000000},black / green,0.4892307692307692,0.0
evga,01g-p3-1567-kr,geforce gtx 560 ti,{'total': 1000000000},{'cycles': 900000000},{'cycles': 1340000000},black / green,0.4892307692307692,0.0
evga,01g-p3-1731-kr,geforce gt 730,{'total': 1000000000},{'cycles': 902000000},{'cycles': 1340000000},black / green,0.0,0.0
evga,01g-p3-2611-kr,geforce gt 610,{'total': 1000000000},{'cycles': 810000000},{'cycles': 1340000000},black / green,0.2307692307692307,0.0
evga,01g-p3-2615-kr,geforce gt 610,{'total': 1000000000},{'cycles': 810000000},{'cycles': 1340000000},black,0.2307692307692307,0.0
evga,01g-p3-2616-kr,geforce gt 610,{'total': 1000000000},{'cycles': 810000000},{'cycles': 1340000000},black,0.2307692307692307,0.0
evga,01g-p3-2621-kr,geforce gt 620,{'total': 1000000000},{'cycles': 700000000},{'cycles': 1340000000},black / green,0.2307692307692307,0.0
evga,01g-p3-2625-kr,geforce gt 620,{'total': 1000000000},{'cycles': 700000000},{'cycles': 1340000000},black,0.2307692307692307,0.0
evga,01g-p3-2631-kr,geforce gt 630,{'total': 1000000000},{'cycles': 810000000},{'cycles': 1340000000},black / green,0.2307692307692307,0.0
evga,01g-p3-2632-kr,geforce gt 630,{'total': 1000000000},{'cycles': 810000000},{'cycles': 1340000000},black,0.2307692307692307,0.0
evga,01g-p3-2640-kr,geforce gt 640,{'total': 1000000000},{'cycles': 901000000},{'cycles': 1340000000},black / green,0.3138461538461539,0.0
evga,01g-p3-2642-kr,geforce gt 640,{'total': 1000000000},{'cycles': 1124000000},{'cycles': 1340000000},black,0.3107692307692308,0.0
evga,01g-p3-2710-kr,geforce gt 710,{'total': 1000000000},{'cycles': 954000000},{'cycles': 1340000000},black,0.1415384615384615,0.0
evga,01g-p3-2711-kr,geforce gt 710,{'total': 1000000000},{'cycles': 954000000},{'cycles': 1340000000},black,0.1415384615384615,0.0
evga,01g-p3-2716-kr,geforce gt 710,{'total': 1000000000},{'cycles': 954000000},{'cycles': 1340000000},black,0.1415384615384615,0.0
evga,01g-p3-2722-kr,geforce gt 720,{'total': 1000000000},{'cycles': 797000000},{'cycles': 1340000000},black / green,0.3015384615384615,0.0
evga,01g-p3-2730-kr,geforce gt 730,{'total': 1000000000},{'cycles': 700000000},{'cycles': 1340000000},black,0.2307692307692307,0.0
evga,01g-p3-2731-kr,geforce gt 730,{'total': 1000000000},{'cycles': 700000000},{'cycles': 1340000000},black / green,0.3015384615384615,0.0
evga,01g-p3-3711-kr,geforce gt 710,{'total': 1000000000},{'cycles': 945000000},{'cycles': 1340000000},black / green,0.2338461538461538,0.0
evga,01g-p3-3730-kr,geforce gt 730,{'total': 1000000000},{'cycles': 902000000},{'cycles': 1340000000},black,0.2338461538461538,0.0
evga,01g-p3-3731-kr,geforce gt 730,{'total': 1000000000},{'cycles': 902000000},{'cycles': 1340000000},black / green,0.2307692307692307,0.0
evga,01g-p3-3736-kr,geforce gt 730,{'total': 1000000000},{'cycles': 700000000},{'cycles': 1340000000},black / green,0.2615384615384615,0.0
evga,01g-p3-n959,geforce 9500 gt,{'total': 1000000000},{'cycles': 550000000},{'cycles': 1340000000},black / green,0.2953846153846153,0.0
evga,01g-p3-n988-tr,geforce 9800 gt,{'total': 1000000000},{'cycles': 550000000},{'cycles': 1340000000},black / green,0.4892307692307692,0.0
evga,01g-p4-2650-kr,geforce gtx 650,{'total': 1000000000},{'cycles': 1058000000},{'cycles': 1340000000},black / silver,0.3107692307692308,0.0
evga,01g-p4-2652-kr,geforce gtx 650,{'total': 1000000000},{'cycles': 1150000000},{'cycles': 1340000000},black / silver,0.3107692307692308,0.0
evga,01g-p4-2751-kr,geforce gtx 750,{'total': 1000000000},{'cycles': 1020000000},{'cycles': 1085000000},black / white,0.3107692307692308,0.0
evga,01g-p4-3650-kr,geforce gtx 650 ti,{'total': 1000000000},{'cycles': 928000000},{'cycles': 1085000000},black,0.2553846153846154,0.0
evga,01g-p4-3652-kr,geforce gtx 650 ti,{'total': 1000000000},{'cycles': 1071000000},{'cycles': 1085000000},black,0.2553846153846154,0.0
evga,01g-p4-3655-kr,geforce gtx 650 ti boost,{'total': 1000000000},{'cycles': 980000000},{'cycles': 1085000000},black / silver,0.5292307692307693,0.0
evga,01g-p4-3656-kr,geforce gtx 650 ti boost,{'total': 1000000000},{'cycles': 1072000000},{'cycles': 1085000000},black / silver,0.5292307692307693,0.0
evga,025-p3-1579-ar,geforce gtx 570,{'total': 2500000000},{'cycles': 732000000},{'cycles': 1085000000},black / red,0.4892307692307692,0.0
evga,02g-p3-1386-kr,geforce gtx 460,{'total': 2000000000},{'cycles': 700000000},{'cycles': 1085000000},black / silver,0.4307692307692308,0.0
evga,02g-p3-1387-ar,geforce gtx 460 x2,{'total': 2000000000},{'cycles': 700000000},{'cycles': 1085000000},black / gold,0.6861538461538461,0.0
evga,02g-p3-1387-kr,geforce gtx 460 x2,{'total': 2000000000},{'cycles': 700000000},{'cycles': 1085000000},black,0.6861538461538461,0.0
evga,02g-p3-1469-kr,geforce gtx 560,{'total': 2000000000},{'cycles': 850000000},{'cycles': 1085000000},black / green,0.4307692307692308,0.0
evga,02g-p3-1529-kr,geforce gt 520,{'total': 2000000000},{'cycles': 810000000},{'cycles': 1085000000},black,0.2307692307692307,0.0
evga,02g-p3-1559-kr,geforce gtx 550 ti,{'total': 2000000000},{'cycles': 900000000},{'cycles': 1085000000},black / green,0.4307692307692308,0.0
evga,02g-p3-1568-kr,geforce gtx 560 ti,{'total': 2000000000},{'cycles': 822000000},{'cycles': 1085000000},black / yellow,0.4892307692307692,0.0
evga,02g-p3-1569-kr,geforce gtx 560 ti x2,{'total': 2000000000},{'cycles': 850000000},{'cycles': 1085000000},black / yellow,0.6861538461538461,0.0
evga,02g-p3-1735-kr,geforce gt 730,{'total': 1000000000},{'cycles': 902000000},{'cycles': 1085000000},black,0.2338461538461538,0.0
evga,02g-p3-2617-kr,geforce gt 610,{'total': 2000000000},{'cycles': 902000000},{'cycles': 1085000000},black,0.2338461538461538,0.0
evga,02g-p3-2619-kr,geforce gt 610,{'total': 2000000000},{'cycles': 810000000},{'cycles': 1085000000},black,0.2307692307692307,0.0
evga,02g-p3-2629-kr,geforce gt 620,{'total': 2000000000},{'cycles': 700000000},{'cycles': 1085000000},black / green,0.2307692307692307,0.0
evga,02g-p3-2639-kr,geforce gt 630,{'total': 2000000000},{'cycles': 810000000},{'cycles': 1085000000},black / green,0.2307692307692307,0.0
evga,02g-p3-2712-kr,geforce gt 710,{'total': 2000000000},{'cycles': 954000000},{'cycles': 1085000000},black,0.1415384615384615,0.0
evga,02g-p3-2713-kr,geforce gt 710,{'total': 2000000000},{'cycles': 954000000},{'cycles': 1085000000},black,0.1415384615384615,0.0
evga,02g-p3-2717-kr,geforce gt 710,{'total': 2000000000},{'cycles': 954000000},{'cycles': 1085000000},black,0.1415384615384615,0.0
evga,02g-p3-2724-kr,geforce gt 720,{'total': 2000000000},{'cycles': 797000000},{'cycles': 1085000000},black / green,0.3015384615384615,0.0
evga,02g-p3-2732-kr,geforce gt 730,{'total': 2000000000},{'cycles': 700000000},{'cycles': 1085000000},black,0.2307692307692307,0.0
evga,02g-p3-2738-kr,geforce gt 730,{'total': 2000000000},{'cycles': 700000000},{'cycles': 1085000000},black / green,0.3015384615384615,0.0
evga,02g-p3-3732-kr,geforce gt 730,{'total': 1000000000},{'cycles': 902000000},{'cycles': 1085000000},black,0.2338461538461538,0.0
evga,02g-p3-3733-kr,geforce gt 730,{'total': 2000000000},{'cycles': 902000000},{'cycles': 1085000000},black / green,0.2307692307692307,0.0
evga,02g-p3-3738-kr,geforce gt 730,{'total': 2000000000},{'cycles': 902000000},{'cycles': 1085000000},black,0.2338461538461538,0.0
evga,02g-p4-0952,geforce gtx 950 75w,{'total': 2000000000},{'cycles': 1025000000},{'cycles': 1190000000},black / gold,0.3199999999999999,0.0
evga,02g-p4-0954,geforce gtx 950 75w,{'total': 2000000000},{'cycles': 1025000000},{'cycles': 1190000000},black / gold,0.3199999999999999,0.0
evga,02g-p4-1950-kr,geforce gtx 950,{'total': 2000000000},{'cycles': 1025000000},{'cycles': 1190000000},black,0.3199999999999999,0.0
evga,02g-p4-1954-kr,geforce gtx 950,{'total': 2000000000},{'cycles': 1025000000},{'cycles': 1190000000},black,0.3199999999999999,0.0
evga,02g-p4-2643-kr,geforce gt 640,{'total': 2000000000},{'cycles': 901000000},{'cycles': 1190000000},black,0.3107692307692308,0.0
evga,02g-p4-2645-kr,geforce gt 640,{'total': 2000000000},{'cycles': 901000000},{'cycles': 1190000000},black,0.3107692307692308,0.0
evga,02g-p4-2651-kr,geforce gtx 650,{'total': 2000000000},{'cycles': 1058000000},{'cycles': 1190000000},black / silver,0.2553846153846154,0.0
evga,02g-p4-2653-kr,geforce gtx 650,{'total': 2000000000},{'cycles': 1202000000},{'cycles': 1190000000},black / silver,0.2553846153846154,0.0
evga,02g-p4-2660-kr,geforce gtx 660,{'total': 2000000000},{'cycles': 993000000},{'cycles': 1190000000},black / silver,0.5292307692307693,0.0
evga,02g-p4-2661-kr,geforce gtx 660,{'total': 2000000000},{'cycles': 1046000000},{'cycles': 1190000000},black / silver,0.5292307692307693,0.0
evga,02g-p4-2662-kr,geforce gtx 660,{'total': 2000000000},{'cycles': 1046000000},{'cycles': 1190000000},black / silver,0.5292307692307693,0.0
evga,02g-p4-2663-kr,geforce gtx 660,{'total': 2000000000},{'cycles': 1072000000},{'cycles': 1190000000},black / silver,0.5292307692307693,0.0
evga,02g-p4-2668-kr,geforce gtx 660,{'total': 2000000000},{'cycles': 1072000000},{'cycles': 1190000000},black / silver,0.5292307692307693,0.0
evga,02g-p4-2670-kr,geforce gtx 670,{'total': 2000000000},{'cycles': 915000000},{'cycles': 1190000000},black / silver,0.5292307692307693,0.0
evga,02g-p4-2672-kr,geforce gtx 670,{'total': 2000000000},{'cycles': 967000000},{'cycles': 1190000000},black / silver,0.5292307692307693,0.0
evga,02g-p4-2676-kr,geforce gtx 670,{'total': 2000000000},{'cycles': 941000000},{'cycles': 1190000000},black,0.5692307692307692,0.0
evga,02g-p4-2678-kr,geforce gtx 670,{'total': 2000000000},{'cycles': 1006000000},{'cycles': 1190000000},black,0.5692307692307692,0.0
evga,02g-p4-2680-kr,geforce gtx 680,{'total': 2000000000},{'cycles': 1006000000},{'cycles': 1190000000},black,0.5692307692307692,0.0
evga,02g-p4-2681-kr,geforce gtx 680,{'total': 2000000000},{'cycles': 1006000000},{'cycles': 1190000000},black / silver,0.5692307692307692,0.0
evga,02g-p4-2682-kr,geforce gtx 680,{'total': 2000000000},{'cycles': 1058000000},{'cycles': 1190000000},black,0.5692307692307692,0.0
evga,02g-p4-2683-kr,geforce gtx 680,{'total': 2000000000},{'cycles': 1084000000},{'cycles': 1190000000},black / silver,0.5692307692307692,0.0
evga,02g-p4-2684-kr,geforce gtx 680,{'total': 2000000000},{'cycles': 1058000000},{'cycles': 1190000000},black,0.5692307692307692,0.0
evga,02g-p4-2685-kr,geforce gtx 680,{'total': 2000000000},{'cycles': 1084000000},{'cycles': 1190000000},black / silver,0.5692307692307692,0.0
evga,02g-p4-2687-kr,geforce gtx 680,{'total': 2000000000},{'cycles': 1097000000},{'cycles': 1190000000},black / silver,0.5692307692307692,0.0
evga,02g-p4-2740-kr,geforce gt 740,{'total': 2000000000},{'cycles': 992000000},{'cycles': 1190000000},black,0.2553846153846154,0.0
evga,02g-p4-2760-kr,geforce gtx 760,{'total': 2000000000},{'cycles': 980000000},{'cycles': 1190000000},black / silver,0.5292307692307693,0.0
evga,02g-p4-2761-kr,geforce gtx 760,{'total': 2000000000},{'cycles': 980000000},{'cycles': 1190000000},black / silver,0.5292307692307693,0.0
evga,02g-p4-2762-kr,geforce gtx 760,{'total': 2000000000},{'cycles': 1072000000},{'cycles': 1190000000},black / silver,0.5292307692307693,0.0
evga,02g-p4-2770-kr,geforce gtx 770,{'total': 2000000000},{'cycles': 1046000000},{'cycles': 1190000000},black / gold,0.6092307692307692,0.0
evga,02g-p4-2771-kr,geforce gtx 770,{'total': 2000000000},{'cycles': 1085000000},{'cycles': 1190000000},black / gold,0.6061538461538462,0.0
evga,02g-p4-2963-kr,geforce gtx 960,{'total': 2000000000},{'cycles': 1127000000},{'cycles': 1178000000},black,0.5784615384615385,0.0
evga,02g-p4-3063-kr,geforce gtx 660,{'total': 2000000000},{'cycles': 1072000000},{'cycles': 1137000000},black,0.5292307692307693,0.0
evga,02g-p4-3651-kr,geforce gtx 650 ti,{'total': 2000000000},{'cycles': 928000000},{'cycles': 1137000000},black,0.2553846153846154,0.0
evga,02g-p4-3653-kr,geforce gtx 650 ti,{'total': 2000000000},{'cycles': 1071000000},{'cycles': 1137000000},black,0.2553846153846154,0.0
evga,02g-p4-3657-kr boost,geforce gtx 650 ti boost,{'total': 2000000000},{'cycles': 980000000},{'cycles': 1137000000},black,0.5292307692307693,0.0
evga,02g-p4-3658-kr boost,geforce gtx 650 ti boost,{'total': 2000000000},{'cycles': 1072000000},{'cycles': 1137000000},black / silver,0.5292307692307693,0.0
evga,02g-p4-3660-kr,geforce gtx 660 ti,{'total': 2000000000},{'cycles': 915000000},{'cycles': 1137000000},black / silver,0.5292307692307693,0.0
evga,02g-p4-3662-kr,geforce gtx 660 ti,{'total': 2000000000},{'cycles': 967000000},{'cycles': 1137000000},black / silver,0.5292307692307693,0.0
evga,02g-p4-3664-kr,geforce gtx 660 ti,{'total': 2000000000},{'cycles': 1046000000},{'cycles': 1137000000},black,0.5692307692307692,0.0
evga,02g-p4-3665-kr,geforce gtx 660 ti,{'total': 2000000000},{'cycles': 915000000},{'cycles': 1137000000},black / silver,0.5292307692307693,0.0
evga,02g-p4-3667-kr,geforce gtx 660 ti,{'total': 2000000000},{'cycles': 1020000000},{'cycles': 1137000000},black / silver,0.5692307692307692,0.0
evga,02g-p4-3677-kr,geforce gtx 670,{'total': 2000000000},{'cycles': 1006000000},{'cycles': 1137000000},black / silver,0.5292307692307693,0.0
evga,02g-p4-3682-kr,geforce gtx 680,{'total': 2000000000},{'cycles': 1006000000},{'cycles': 1137000000},black / silver,0.5292307692307693,0.0
evga,02g-p4-3684-kr,geforce gtx 680,{'total': 2000000000},{'cycles': 1006000000},{'cycles': 1137000000},black / silver,0.6061538461538462,0.0
evga,02g-p4-3686-kr,geforce gtx 680,{'total': 2000000000},{'cycles': 1084000000},{'cycles': 1137000000},black / silver,0.6061538461538462,0.0
evga,02g-p4-3740-kr,geforce gt 740,{'total': 2000000000},{'cycles': 993000000},{'cycles': 1137000000},black,0.2553846153846154,0.0
evga,02g-p4-3751-kr,geforce gtx 750 ti,{'total': 2000000000},{'cycles': 1020000000},{'cycles': 1085000000},black / silver,0.3107692307692308,0.0
evga,02g-p4-3770-kr,geforce gtx 770,{'total': 2000000000},{'cycles': 1046000000},{'cycles': 1085000000},black / silver,0.6061538461538462,0.0
evga,02g-p4-3771-kr,geforce gtx 770,{'total': 2000000000},{'cycles': 1085000000},{'cycles': 1085000000},black / silver,0.6061538461538462,0.0
evga,02g-p4-6232-kr,geforce gt 1030 ddr4,{'total': 2000000000},{'cycles': 1189000000},{'cycles': 1460000000},black,0.2338461538461538,0.0
evga,02g-p4-6332-kr,geforce gt 1030,{'total': 2000000000},{'cycles': 1290000000},{'cycles': 1544000000},black,0.2338461538461538,0.0
evga,02g-p4-6333-kr,geforce gt 1030,{'total': 2000000000},{'cycles': 1290000000},{'cycles': 1544000000},black,0.2338461538461538,0.0
evga,02g-p4-6338-kr,geforce gt 1030,{'total': 2000000000},{'cycles': 1290000000},{'cycles': 1544000000},gray,0.3046153846153846,0.0
evga,03g-p3-1584-ar,geforce gtx 580,{'total': 3000000000},{'cycles': 772000000},{'cycles': 1544000000},black / green,0.6061538461538462,0.0
evga,03g-p3-1588-ar,geforce gtx 580,{'total': 3000000000},{'cycles': 855000000},{'cycles': 1544000000},black,0.6461538461538462,0.0
evga,03g-p3-1594-kr,geforce gtx 580,{'total': 3000000000},{'cycles': 855000000},{'cycles': 1544000000},black,0.6461538461538462,0.0
evga,03g-p3-1595-ar,geforce gtx 580,{'total': 3000000000},{'cycles': 900000000},{'cycles': 1544000000},black,0.6461538461538462,0.0
evga,03g-p3-1596-ar,geforce gtx 590,{'total': 3000000000},{'cycles': 630000000},{'cycles': 1544000000},black,0.6461538461538462,0.0
evga,03g-p4-2664-kr,geforce gtx 660,{'total': 3000000000},{'cycles': 980000000},{'cycles': 1544000000},black / silver,0.5292307692307693,0.0
evga,03g-p4-2665-kr,geforce gtx 660,{'total': 3000000000},{'cycles': 1046000000},{'cycles': 1544000000},black / silver,0.5292307692307693,0.0
evga,03g-p4-2667-kr,geforce gtx 660,{'total': 3000000000},{'cycles': 1072000000},{'cycles': 1544000000},black / silver,0.5292307692307693,0.0
evga,03g-p4-2780-kr,geforce gtx 780,{'total': 3000000000},{'cycles': 863000000},{'cycles': 1544000000},black / silver,0.6092307692307692,0.0
evga,03g-p4-2781-kr,geforce gtx 780,{'total': 3000000000},{'cycles': 863000000},{'cycles': 1544000000},black / silver,0.6061538461538462,0.0
evga,03g-p4-2881-kr,geforce gtx 780 ti,{'total': 3000000000},{'cycles': 875000000},{'cycles': 928000000},black / silver,0.6061538461538462,0.0
evga,03g-p4-3661-kr,geforce gtx 660 ti,{'total': 3000000000},{'cycles': 915000000},{'cycles': 928000000},black / silver,0.5292307692307693,0.0
evga,03g-p4-3666-kr,geforce gtx 660 ti,{'total': 3000000000},{'cycles': 915000000},{'cycles': 928000000},black / silver,0.5292307692307693,0.0
evga,04g-p3-2739-kr,geforce gt 730,{'total': 4000000000},{'cycles': 700000000},{'cycles': 928000000},black / green,0.3046153846153846,0.0
evga,04g-p4-1970-kr,geforce gtx 970,{'total': 4000000000},{'cycles': 1050000000},{'cycles': 1178000000},black / gray,0.5292307692307693,0.0
evga,04g-p4-1972-kr,geforce gtx 970,{'total': 4000000000},{'cycles': 1140000000},{'cycles': 1279000000},black / gray,0.5292307692307693,0.0
evga,04g-p4-1976-kr,geforce gtx 970,{'total': 4000000000},{'cycles': 1140000000},{'cycles': 1279000000},black / silver,0.5323076923076923,0.0
evga,04g-p4-1980-kr,geforce gtx 980,{'total': 4000000000},{'cycles': 1126000000},{'cycles': 1216000000},black / silver,0.6092307692307692,0.0
evga,04g-p4-2647-kr,geforce gt 640,{'total': 4000000000},{'cycles': 901000000},{'cycles': 1216000000},black,0.3107692307692308,0.0
evga,04g-p4-2649-kr,geforce gt 640,{'total': 4000000000},{'cycles': 901000000},{'cycles': 1216000000},black / silver,0.3107692307692308,0.0
evga,04g-p4-2671-kr,geforce gtx 670,{'total': 4000000000},{'cycles': 915000000},{'cycles': 1216000000},black / silver,0.5292307692307693,0.0
evga,04g-p4-2673-kr,geforce gtx 670,{'total': 4000000000},{'cycles': 967000000},{'cycles': 1216000000},black / silver,0.5292307692307693,0.0
evga,04g-p4-2686-kr,geforce gtx 680,{'total': 4000000000},{'cycles': 1019000000},{'cycles': 1216000000},black / silver,0.5692307692307692,0.0
evga,04g-p4-2690-kr,geforce gtx 690,{'total': 4000000000},{'cycles': 915000000},{'cycles': 1216000000},black / silver,0.6461538461538462,0.0
evga,04g-p4-2692-kr,geforce gtx 690,{'total': 4000000000},{'cycles': 915000000},{'cycles': 1216000000},black / silver,0.6461538461538462,0.0
evga,04g-p4-2766-kr,geforce gtx 760,{'total': 4000000000},{'cycles': 980000000},{'cycles': 1216000000},black / white,0.5292307692307693,0.0
evga,04g-p4-2980-kr,geforce gtx 980,{'total': 4000000000},{'cycles': 1126000000},{'cycles': 1216000000},black / silver,0.6092307692307692,0.0
evga,04g-p4-3671-kr,geforce gtx 670,{'total': 4000000000},{'cycles': 915000000},{'cycles': 1216000000},black / silver,0.5692307692307692,0.0
evga,04g-p4-3673-kr,geforce gtx 670,{'total': 4000000000},{'cycles': 1006000000},{'cycles': 1216000000},black / silver,0.5692307692307692,0.0
evga,04g-p4-3685-kr,geforce gtx 680,{'total': 4000000000},{'cycles': 1006000000},{'cycles': 1216000000},black / silver,0.6061538461538462,0.0
evga,04g-p4-3687-kr,geforce gtx 680,{'total': 4000000000},{'cycles': 1084000000},{'cycles': 1216000000},black / silver,0.6061538461538462,0.0
evga,04g-p4-3688-kr,geforce gtx 680,{'total': 4000000000},{'cycles': 1111000000},{'cycles': 1216000000},black / silver,0.6061538461538462,0.0
evga,04g-p4-3960-kr,geforce gtx 960,{'total': 4000000000},{'cycles': 1127000000},{'cycles': 1178000000},black / gray,0.5784615384615385,0.0
evga,06g-p4-0998-kr,geforce gtx 980 ti,{'total': 6000000000},{'cycles': 1190000000},{'cycles': 1291000000},black / silver,0.6492307692307693,0.0
evga,06g-p4-2790-kr,geforce gtx titan,{'total': 6000000000},{'cycles': 836000000},{'cycles': 1291000000},black / silver,0.6092307692307692,0.0
evga,06g-p4-3790-kr,geforce gtx titan black,{'total': 6000000000},{'cycles': 889000000},{'cycles': 980000000},black / silver,0.6061538461538462,0.0
evga,06g-p4-4990-kr,geforce gtx 980 ti,{'total': 6000000000},{'cycles': 1000000000},{'cycles': 1076000000},black / silver,0.6092307692307692,0.0
evga,08g-p4-5180,geforce gtx 1080,{'total': 8000000000},{'cycles': 1607000000},{'cycles': 1733000000},black / silver,0.6123076923076923,0.0
evga,08g-p4-5184-kr,geforce gtx 1080,{'total': 8000000000},{'cycles': 1607000000},{'cycles': 1733000000},black / silver,0.6092307692307692,0.0
evga,08g-p4-5671-kb,geforce gtx 1070 ti,{'total': 8000000000},{'cycles': 1607000000},{'cycles': 1683000000},black / silver,0.6092307692307692,0.0
evga,128-p2-n428-lr,geforce 7200 gs,{'total': 500000000},{'cycles': 450000000},{'cycles': 1683000000},black / green,0.6092307692307692,0.0
evga,12g-p4-2990-kr,geforce gtx titan x,{'total': 12000000000},{'cycles': 1000000000},{'cycles': 1075000000},black / silver,0.6553846153846153,0.0
evga,12g-p4-3990-kr,geforce gtx titan z,{'total': 12000000000},{'cycles': 705000000},{'cycles': 876000000},black / silver,0.6092307692307692,0.0
