brand,model,style,switches,backlight,tenkeyless,connection,color,price
1stplayer,fire rose mk3,gaming,outemu blue,rgb,False,wired,white,0.0
a4tech,3100n,standard,outemu blue,rgb,False,wireless,black,0.0
a4tech,7300n,ergonomic,outemu blue,rgb,True,wireless,gray / black,0.0
a4tech,7700n,mini,outemu blue,rgb,True,wireless,silver / black,0.0
a4tech,9300f,ergonomic,outemu blue,rgb,False,wireless,black,0.0
a4tech,9500h,standard,outemu blue,rgb,False,wireless,black,0.0
a4tech,a-shape natural keyboard,ergonomic,outemu blue,rgb,False,wired,black,0.0
a4tech,b120,gaming,outemu blue,red,False,wired,black,0.0
a4tech,bloody gaming b975,gaming,lk light strike libra,rgb,False,wired,black / red,0.0
a4tech,g800v,gaming,lk light strike libra,rgb,False,wired,black,0.0
a4tech,kbs-29,ergonomic,lk light strike libra,rgb,False,wired,black,0.0
a4tech,kd-126,standard,lk light strike libra,blue,False,wired,black,0.0
a4tech,kd-600l,standard,lk light strike libra,blue,False,wired,black,0.0
a4tech,kl-5,mini,lk light strike libra,blue,False,wired,gray / black,0.0
a4tech,kl-5bk,slim,lk light strike libra,blue,True,wired,black,0.0
a4tech,kl-8muu,slim,lk light strike libra,blue,False,wired,gray / black,0.0
a4tech,kls-5,slim,lk light strike libra,blue,True,wired,black,0.0
a4tech,krs-85,standard,lk light strike libra,blue,False,wired,black,0.0
a4tech,my kids,mini,lk light strike libra,blue,False,wired,pink,0.0
a4tech,natural_a,ergonomic,lk light strike libra,blue,False,wired,black,0.0
a4tech,natural_a x-slim,ergonomic,lk light strike libra,blue,False,wired,black,0.0
a4tech,xslim,slim,lk light strike libra,blue,False,wired,black / silver,0.0
adata,xpg infarex k10,gaming,lk light strike libra,rgb,False,wired,black,0.0
adata,xpg infarex k20,gaming,kailh blue,rgb,False,wired,red,0.0
arctic,k381,slim,kailh blue,rgb,False,wired,black,0.0
arctic,k481,mini,kailh blue,rgb,True,wireless,black,0.0
aukey,km-g12,gaming,outemu blue,rgb,False,wired,black,0.0
aukey,km-g3-us,gaming,outemu blue,rgb,False,wired,silver / black,0.0
aukey,km-g9,standard,outemu blue,rgb,True,wired,black,0.0
azio,armato,gaming,cherry mx brown,red,False,wired,black,0.0
azio,backlit bluetooth 3.0 keyboard for tablets,mini,cherry mx brown,blue,True,bluetooth wireless,black,0.0
azio,hue,slim,cherry mx brown,blue,False,wireless,blue / white,0.0
azio,kb333bm,mini,cherry mx brown,blue,True,bluetooth wireless,white,0.0
azio,kb334b,mini,cherry mx brown,blue,True,bluetooth wireless,black,0.0
azio,kb336rp,slim,cherry mx brown,blue,True,wireless,black,0.0
azio,kb338bp,mini,cherry mx brown,blue,True,bluetooth wireless,black,0.0
azio,kb351rt,slim,cherry mx brown,blue,False,wireless,black,0.0
azio,kb503u,slim,cherry mx brown,blue,False,wired,black,0.0
azio,kb506,standard,cherry mx brown,multicolor,False,wired,black,0.0
azio,kb506w,gaming,cherry mx brown,blue,False,wireless,black,0.0
azio,l70,gaming,cherry mx brown,blue,False,wired,black,0.0
azio,large print tri-color illuminated keyboard,ergonomic,cherry mx brown,multicolor,False,wired,black,0.0
azio,levetron,gaming,cherry mx brown,blue,False,wired,black,0.0
azio,levetron clicker,standard,alps white,blue,False,wired,black,0.0
azio,levetron mech4,gaming,cherry mx black,blue,False,wired,black,0.0
azio,levetron mech5,gaming,cherry mx black,blue,False,wired,black / red,0.0
azio,mgk l80,gaming,kailh blue,blue,False,wired,black,0.0
azio,mgk1,gaming,kailh blue,white,False,wired,gunmetal,0.0
azio,mgk1 rgb,standard,kailh blue,rgb,False,wired,black,0.0
azio,mgk1-k,gaming,kailh brown,white,False,wired,black,0.0
azio,mk mac usb,standard,kailh brown,white,False,wired,white,0.0
azio,mk retro,standard,kailh blue,white,False,wired,black / silver,0.0
azio,mini thumb keyboard w/ trackball,mini,kailh blue,white,True,wireless,black,0.0
azio,prism,slim,kailh blue,multicolor,False,wired,black,0.0
azio,wireless htpc keyboard,slim,kailh blue,multicolor,True,wireless,black,0.0
acco,kensington 64406,standard,kailh blue,multicolor,False,wired,white,0.0
acco,kensington k72357usa,slim,kailh blue,multicolor,False,wired,black,0.0
acer,iconia tab,mini,kailh blue,multicolor,True,bluetooth wireless,black,0.0
adesso,ack-5010pb,mini,kailh blue,multicolor,True,wired,black,0.0
adesso,ack-5010pw,mini,kailh blue,multicolor,True,wired,white,0.0
adesso,ack-5010ub,mini,kailh blue,multicolor,True,wired,black,0.0
adesso,ack-5010uw,mini,kailh blue,multicolor,False,wired,white,0.0
adesso,ack-540pb,mini,kailh blue,multicolor,True,wired,black,0.0
adesso,ack-540pw,mini,kailh blue,multicolor,True,wired,beige,0.0
adesso,ack-540ub,mini,kailh blue,multicolor,True,wired,black,0.0
adesso,ack-540uw,mini,kailh blue,multicolor,True,wired,white,0.0
adesso,ack-573ub,mini,kailh blue,multicolor,True,wireless,black,0.0
adesso,ack-595,mini,kailh blue,multicolor,True,wired,white,0.0
adesso,ack-595pb,mini,kailh blue,multicolor,True,wired,black,0.0
adesso,ack-595pw,mini,kailh blue,multicolor,True,wired,white,0.0
adesso,ack-595ub,mini,kailh blue,multicolor,True,wired,black,0.0
adesso,ack-595uw,mini,kailh blue,multicolor,True,wired,white,0.0
adesso,ack-730b,standard,kailh blue,multicolor,False,wired,black,0.0
adesso,ack-730uw,mini,kailh blue,multicolor,False,wired,white,0.0
adesso,ack-730w,mini,kailh blue,multicolor,False,wired,white,0.0
adesso,akb-110b,mini,kailh blue,multicolor,True,wired,black,0.0
adesso,akb-110w,mini,kailh blue,multicolor,True,wired,white,0.0
adesso,akb-111ub,mini,kailh blue,multicolor,True,wired,black,0.0
adesso,akb-131hb,standard,kailh blue,multicolor,False,wired,black,0.0
adesso,akb-131pb,standard,kailh blue,multicolor,False,wired,black,0.0
adesso,akb-131ub,standard,kailh blue,multicolor,False,wired,black,0.0
adesso,akb-132hb,standard,kailh blue,multicolor,False,wired,black,0.0
adesso,akb-132pb,standard,kailh blue,multicolor,False,wired,black,0.0
adesso,akb-133cb,standard,kailh blue,multicolor,False,wired,black,0.0
adesso,akb-136cb,gaming,kailh blue,rgb,False,wired,black,0.0
adesso,akb-138eb,gaming,kailh blue,rgb,False,wired,black,0.0
adesso,akb-150cb,ergonomic,kailh blue,rgb,False,wired,black,0.0
adesso,akb-150sb,ergonomic,kailh blue,rgb,False,wired,black,0.0
adesso,akb-160ub,ergonomic,kailh blue,rgb,False,wired,black,0.0
adesso,akb-210,mini,kailh blue,rgb,False,wired,black,0.0
adesso,akb-220,mini,kailh blue,rgb,False,wired,black,0.0
adesso,akb-230,standard,kailh blue,rgb,True,wired,black,0.0
adesso,akb-230w,slim,kailh blue,rgb,False,wired,white,0.0
adesso,akb-310ub,mini,kailh blue,rgb,True,wired,black,0.0
adesso,akb-410pb,mini,kailh blue,rgb,True,wired,black,0.0
adesso,akb-410ub,mini,kailh blue,rgb,True,wired,black,0.0
adesso,akb-410uw,mini,kailh blue,rgb,True,wired,white,0.0
adesso,akb-420ub,standard,kailh blue,rgb,False,wired,black,0.0
adesso,akb-425ub,standard,kailh blue,rgb,False,wired,black,0.0
adesso,akb-430ug,standard,kailh blue,rgb,False,wired,gray / black,0.0
adesso,akb-440ub,slim,kailh blue,rgb,False,wired,black,0.0
adesso,akb-450ubw,ergonomic,kailh blue,rgb,False,wired,black,0.0
adesso,akb-520ub,slim,kailh blue,rgb,False,wired,black,0.0
adesso,akb-530ub,standard,kailh blue,rgb,False,wired,black,0.0
adesso,akb-630b,standard,kailh blue,rgb,False,wired,black,0.0
adesso,akb-630cb,standard,kailh blue,rgb,False,wired,black,0.0
adesso,akb-630ub,standard,kailh blue,rgb,False,wired,black,0.0
adesso,akb-636ub,standard,kailh blue,rgb,False,wired,black,0.0
adesso,akb-901,mini,kailh blue,rgb,True,wired,black / silver,0.0
adesso,antimicrobial waterproof flex keyboard,mini,kailh blue,rgb,False,wired,black,0.0
adesso,easytouch 130,standard,kailh blue,blue,False,wired,black,0.0
adesso,easytouch 132,standard,kailh blue,blue,False,wired,black / yellow,0.0
adesso,easytouch 625,gaming,kailh blue,blue,True,wired,black,0.0
adesso,easytouch 635,gaming,kailh blue,blue,False,wired,black,0.0
adesso,easytouch135,gaming,kailh blue,multicolor,False,wired,black,0.0
adesso,industrial scissor-switch touchpad keyboard,slim,kailh blue,multicolor,False,wired,black,0.0
adesso,mck-91,mini,kailh blue,multicolor,True,wired,black,0.0
adesso,mkb-125b,slim,cherry mx blue,multicolor,False,wired,black,0.0
adesso,mkb-135b,standard,cherry mx blue,multicolor,False,wired,black,0.0
adesso,multimedia desktop keyboard,standard,cherry mx blue,multicolor,False,wired,black,0.0
adesso,pck-208b,ergonomic,cherry mx blue,multicolor,False,wired,black,0.0
adesso,pck-308b,ergonomic,cherry mx blue,multicolor,False,wired,black,0.0
adesso,pck-308ub,ergonomic,cherry mx blue,multicolor,False,wired,black,0.0
adesso,slimtouch 110,slim,cherry mx blue,multicolor,True,wired,black,0.0
adesso,slimtouch 120 - 3-color illuminated compact multimedia keyboard,standard,cherry mx blue,multicolor,False,wired,black,0.0
adesso,slimtouch 2200,slim,cherry mx blue,multicolor,False,wireless,black,0.0
adesso,slimtouch 270,mini,cherry mx blue,multicolor,False,wired,white,0.0
adesso,slimtouch 510,standard,cherry mx blue,multicolor,False,wired,black,0.0
adesso,slimtouch 510r,standard,cherry mx blue,multicolor,False,wired,black,0.0
adesso,tru-form media 1500,ergonomic,cherry mx blue,multicolor,False,wireless,black,0.0
adesso,wkb-1000ba,mini,cherry mx blue,multicolor,True,bluetooth wireless,black,0.0
adesso,wkb-1000bb,mini,cherry mx blue,multicolor,True,bluetooth wireless,black,0.0
adesso,wkb-1100cb,mini,cherry mx blue,multicolor,False,wireless,black,0.0
adesso,wkb-1150cb,ergonomic,cherry mx blue,multicolor,True,wireless,black,0.0
adesso,wkb-1200cb,standard,cherry mx blue,multicolor,False,wireless,black,0.0
adesso,wkb-1330cb,standard,cherry mx blue,multicolor,False,wireless,black,0.0
adesso,wkb-1600cb,ergonomic,cherry mx blue,multicolor,False,wireless,black,0.0
adesso,wkb-3000u,standard,cherry mx blue,multicolor,True,wireless,black,0.0
adesso,wkb-3000ub,mini,cherry mx blue,multicolor,True,wireless,black,0.0
adesso,wkb-3100ub,mini,cherry mx blue,multicolor,True,wireless,black,0.0
adesso,wkb-3150ub,ergonomic,cherry mx blue,multicolor,True,wireless,black,0.0
adesso,wkb-3200ub,standard,cherry mx blue,multicolor,True,wired,black,0.0
adesso,wkb-3500ub,ergonomic,cherry mx blue,multicolor,False,wireless,black,0.0
adesso,wkb-4000bb,slim,cherry mx blue,multicolor,False,bluetooth wireless,black,0.0
adesso,wkb-4000bm,slim,cherry mx blue,multicolor,True,bluetooth wireless,white,0.0
adesso,wkb-4000ub,slim,cherry mx blue,multicolor,True,wireless,black,0.0
adesso,wkb-4000us,mini,cherry mx blue,multicolor,True,wireless,silver / gray,0.0
adesso,wkb-4040ub,mini,cherry mx blue,multicolor,True,wireless,black,0.0
adesso,wkb-4100ub,ergonomic,cherry mx blue,multicolor,True,wireless,black,0.0
adesso,wkb-4110ub,mini,cherry mx blue,multicolor,True,wireless,black,0.0
adesso,wkb-4200ub,slim,cherry mx blue,multicolor,True,wireless,black / silver,0.0
adesso,wkb-4210ub,slim,cherry mx blue,multicolor,False,wireless,black,0.0
adesso,wkb-4400ub,standard,cherry mx blue,multicolor,False,wireless,black,0.0
adesso,wkb-4500ub,ergonomic,cherry mx blue,multicolor,False,wireless,black,0.0
adesso,waterproof flex keyboard,slim,cherry mx blue,multicolor,False,wired,black,0.0
alienware,aw568,gaming,kailh brown,multicolor,False,wired,black,0.0
alienware,aw768,gaming,kailh brown,rgb,False,wired,silver,0.0
alienware,tactx,gaming,kailh brown,multicolor,False,wired,black / silver,0.0
allsmartlife,k108,gaming,outemu blue,rgb,False,wired,black,0.0
amazonbasics,ku-0833,standard,outemu blue,rgb,False,wired,black,0.0
amazonbasics,ku-0833 +msu0939,standard,outemu blue,rgb,False,wired,black,0.0
anker,t300,slim,outemu blue,rgb,False,bluetooth wireless,black,0.0
aorus,thunder k3,gaming,cherry mx red,blue,True,wired,black,0.0
aorus,thunder k7,gaming,cherry mx red,blue,False,wired,black,0.0
apevia,ki-combo-bk,standard,cherry mx red,blue,False,wired,black,0.0
apevia,ki-combo-bl,standard,cherry mx red,blue,False,wired,blue / black,0.0
apevia,ki-combo-sv,standard,cherry mx red,blue,False,wired,black / silver,0.0
apevia,kis-combo-bk,standard,cherry mx red,blue,False,wired,black,0.0
apevia,kis-combo-sv,standard,cherry mx red,blue,False,wired,silver / black,0.0
apevia,ku-combo-gn,standard,cherry mx red,blue,False,wired,green / black,0.0
apple,mb110ll/b,standard,cherry mx red,blue,False,wired,white,0.0
apple,mc184ll/b,mini,cherry mx red,blue,True,bluetooth wireless,silver,0.0
apple,magic,slim,cherry mx red,blue,False,bluetooth wireless,white,0.0
asus,90ms0000-p00010,mini,gateron blue optical,rgb,True,wireless,black,0.0
asus,cerberus,gaming,gateron blue optical,red / blue,False,wired,black,0.0
asus,cerberus arctic,gaming,gateron blue optical,multicolor,False,wired,white / black,0.0
asus,rog claymore,gaming,cherry mx red,rgb,False,wired,black,0.0
asus,rog claymore core,gaming,cherry mx brown,rgb,True,wired,black,0.0
asus,rog horus gk2000 rgb uk,gaming,cherry mx red,rgb,False,wired,black,0.0
asus,rog strix flare,gaming,cherry mx blue,rgb,False,wired,black,0.0
asus,rog strix flare (cherry mx brown),gaming,cherry mx brown,rgb,False,wired,black,0.0
asus,rog strix flare (cherry mx red),gaming,cherry mx red,rgb,False,wired,black,0.0
asus,rog strix flare pnk ltd,gaming,cherry mx blue,rgb,False,wired,pink / white,0.0
asus,rog strix scope,gaming,cherry mx blue,rgb,False,wired,black,0.0
asus,strix tactic pro,gaming,cherry mx brown,orange,False,wired,black,0.0
asus,tuf gaming k5,gaming,cherry mx brown,rgb,False,wired,black,0.0
asus,u3000 keyboard,mini,cherry mx brown,rgb,False,wired,black,0.0
aula,be fire si-859,gaming,cherry mx brown,multicolor,False,wired,black,0.0
aula,dzi si-862,gaming,cherry mx brown,multicolor,False,wired,black,0.0
aula,shihunzan,gaming,cherry mx brown,blue,False,wired,black,0.0
azza,poseidon,gaming,cherry mx brown,red,False,wired,black / red,0.0
belkin,b2b061,standard,cherry mx brown,red,False,wired,black,0.0
belkin,b2b063,standard,cherry mx brown,red,False,wireless,black,0.0
belkin,b2b127-blk,mini,cherry mx brown,red,True,wired,black,0.0
belkin,compact keyboard k100,standard,cherry mx brown,red,False,wired,black / silver,0.0
belkin,universal wireless keyboard with ipad shortcut keys,mini,cherry mx brown,red,True,bluetooth wireless,black,0.0
bluefinger,cm200,gaming,cherry mx brown,multicolor,False,wired,black,0.0
buslink,i-rocks irk77rp-bk,standard,cherry mx brown,multicolor,False,wireless,black,0.0
buslink,kr-6170m full size x-slim keyboard,standard,cherry mx brown,multicolor,False,wired,white,0.0
buslink,kr-6421-bk keyboard,slim,cherry mx brown,multicolor,False,wired,black,0.0
buslink,kr-6421-wh keyboard,slim,cherry mx brown,multicolor,False,wired,white,0.0
cherry,advanced performance line,standard,cherry mx brown,multicolor,False,wired,black,0.0
cherry,advanced performance line g83-6744 smart board keyboard,standard,cherry mx brown,multicolor,False,wired,gray,0.0
cherry,business g83-6104 keyboard,standard,cherry mx brown,multicolor,False,wired,black,0.0
cherry,classic g83-6105 keyboard,standard,cherry mx brown,multicolor,False,wired,black,0.0
cherry,classic line g81-1800 pc keyboard,standard,cherry mx brown,multicolor,False,wired,gray,0.0
cherry,classic line g83-6101 pc keyboard,standard,cherry mx brown,multicolor,False,wired,black,0.0
cherry,compact 11900 series,standard,cherry mx black,multicolor,False,wired,black,0.0
cherry,compact 1800 series,mini,cherry my,multicolor,False,wired,black,0.0
cherry,fingertip g83-14501 keyboard,standard,cherry my,multicolor,False,wired,black,0.0
cherry,g80-11900 series compact keyboard,standard,cherry my,multicolor,False,wired,gray,0.0
cherry,g80-11900lpmus-2,mini,cherry mx black,multicolor,False,wired,black,0.0
cherry,g80-11900ltmus-2,standard,cherry mx black,multicolor,False,wired,black,0.0
cherry,g80-11900lumeu-0,mini,cherry mx black,multicolor,False,wired,gray,0.0
cherry,g80-1800 keyboard,standard,cherry mx black,multicolor,False,wired,gray,0.0
cherry,g80-3000lsceu-2,standard,cherry mx blue,multicolor,False,wired,black,0.0
cherry,g80-3800 mx board 2.0,standard,cherry mx black,multicolor,False,wired,black,0.0
cherry,g80-3850lybgb-2,standard,cherry mx red,multicolor,False,wired,black,0.0
cherry,g80-3930 mx 6.0,gaming,cherry mx red,red / blue,False,wired,black / silver,0.0
cherry,g80-8113lraus-2,standard,cherry mx red,red / blue,False,wired,black,0.0
cherry,g80-8113lrdus-2,standard,cherry mx red,red / blue,False,wired,black,0.0
cherry,g80-8113luveu-2,standard,cherry mx red,red / blue,False,wired,black,0.0
cherry,g80-8200lpdus-0,standard,cherry mx red,red / blue,False,wired,gray,0.0
cherry,g81-1800lpmus-0,mini,cherry my,red / blue,False,wired,gray,0.0
cherry,g81-1800lpmus-2,mini,cherry my,red / blue,False,wired,black,0.0
cherry,g81-1841lpmus-0,mini,cherry my,red / blue,False,wired,gray,0.0
cherry,g81-7000lpdus-2,standard,cherry my,red / blue,False,wired,black,0.0
cherry,g81-7000luveu-0,mini,cherry my,red / blue,False,wired,gray,0.0
cherry,g81-7000luveu-2,standard,cherry my,red / blue,False,wired,black,0.0
cherry,g81-8000lpaus-2,standard,cherry my,red / blue,False,wired,black,0.0
cherry,g81-8000lpdus-2,standard,cherry my,red / blue,False,wired,black,0.0
cherry,g81-8000luveu-2,standard,cherry my,red / blue,False,wired,white,0.0
cherry,g83-6104,standard,cherry my,red / blue,False,wired,gray,0.0
cherry,g83-6104lanus-0,standard,cherry my,red / blue,False,wired,gray,0.0
cherry,g83-6104lpneu-2,standard,cherry my,red / blue,False,wired,black,0.0
cherry,g83-6105 keyboard,standard,cherry my,red / blue,False,wired,black,0.0
cherry,g83-6644luaeu-2,standard,cherry my,red / blue,False,wired,black,0.0
cherry,g83-6744 smart card keyboard,standard,cherry my,red / blue,False,wired,black,0.0
cherry,g83-6744luaus-2,standard,cherry my,red / blue,False,wired,black,0.0
cherry,g84-4100 series ultraslim keyboard,slim,cherry my,red / blue,False,wired,gray,0.0
cherry,g84-4100lcmus-0,slim,cherry ml,red / blue,False,wired,gray,0.0
cherry,g84-4100lcmus-2,slim,cherry ml,red / blue,False,wired,black,0.0
cherry,g84-4100ppaus,slim,cherry ml,red / blue,False,wired,beige,0.0
cherry,g84-4100praus,slim,cherry ml,red / blue,False,wired,black,0.0
cherry,g84-4100ptaus,slim,cherry ml,red / blue,False,wired,black,0.0
cherry,g84-4101ppaus,slim,cherry ml,red / blue,False,wired,gray,0.0
cherry,g84-4400pubus-0,standard,cherry ml,red / blue,False,wired,gray,0.0
cherry,g84-4420lpbeu-0,standard,cherry ml,red / blue,False,wired,gray,0.0
cherry,g84-4420lubeu-0,slim,cherry ml,red / blue,False,wired,gray,0.0
cherry,g84-4420lubeu-2,standard,cherry ml,red / blue,False,wired,black,0.0
cherry,g84-5200lcmeu-2,standard,cherry ml,red / blue,False,wired,black,0.0
cherry,g84-5400lumeu-2,slim,cherry ml,red / blue,False,wired,black,0.0
cherry,g84-5500,slim,cherry ml,red / blue,True,wired,black,0.0
cherry,g84-5500lpmes-2,standard,cherry ml,red / blue,False,wired,black,0.0
cherry,g84-5500lpmeu-2,slim,cherry ml,red / blue,False,wired,black,0.0
cherry,g84-5500lumeu-0,standard,cherry ml,red / blue,False,wired,gray,0.0
cherry,g86-51410euadaa,mini,cherry ml,red / blue,False,wired,black,0.0
cherry,g86-61410euadaa,standard,cherry ml,red / blue,False,wired,black,0.0
cherry,g86-62401euadaa,slim,cherry ml,red / blue,False,wired,black,0.0
cherry,g86-71410euadaa,standard,cherry ml,red / blue,False,wired,black,0.0
cherry,initial corded multimedia keyboard,standard,cherry ml,red / blue,False,wired,black,0.0
cherry,j82-16001 business k-1 keyboard,standard,cherry ml,red / blue,False,wired,gray,0.0
cherry,j82-16001lpneu-0,standard,cherry ml,red / blue,False,wired,black,0.0
cherry,j82-16001lpneu-2,standard,cherry ml,red / blue,False,wired,black,0.0
cherry,j82-16001luneu-0,standard,cherry ml,red / blue,False,wired,gray,0.0
cherry,j82-16001luneu-2,standard,cherry ml,red / blue,False,wired,black,0.0
cherry,j84-2120 keyboard,mini,cherry ml,white,False,wired,black,0.0
cherry,j842120 keyboard,mini,cherry ml,white,False,wired,blue,0.0
cherry,j86-4400 vandal-proof keyboard,slim,cherry ml,white,False,wired,gray,0.0
cherry,jd-0400eu-2,standard,cherry ml,white,False,wireless,black,0.0
cherry,jd-0700eu-2,standard,cherry ml,white,False,wireless,black,0.0
cherry,jk-0700 compact quiet keyboard,slim,cherry ml,white,False,wired,black,0.0
cherry,jk-0800,standard,cherry ml,white,False,wired,black,0.0
cherry,kc 4020,mini,cherry ml,white,True,wired,black / white,0.0
cherry,kw 6000 keyboard,slim,cherry ml,white,True,bluetooth wireless,black / silver,0.0
cherry,mx board 5.0,gaming,cherry mx silent red,white,False,wired,black / silver,0.0
cherry,mx-board 3.0 keyboard,standard,cherry mx brown,white,False,wired,black,0.0
cherry,strait corded  keyboard,slim,cherry mx brown,white,False,wired,silver / white,0.0
cherry,stream xt,standard,cherry mx brown,white,False,wired,black,0.0
cherry,strait black 3.0,standard,cherry mx brown,white,False,wired,black,0.0
cherry,ultra-slim compact covered,standard,cherry mx brown,white,False,wired,black,0.0
cherry,ultraslim,slim,cherry ml,white,False,wired,gray,0.0
cherry,ultraslim 4400 series,slim,cherry ml,white,False,wired,black,0.0
cherry,wipekey,slim,cherry ml,white,False,wired,black,0.0
cherry,xs g84-5400 trackball keyboard,slim,cherry ml,white,False,wired,black,0.0
cherry,evolution control xt,standard,cherry ml,white,False,wireless,silver / black,0.0
chester creek technologies,bbk,standard,cherry ml,white,True,bluetooth wireless,multicolor,0.0
chester creek technologies,cct,standard,cherry ml,white,False,wired,red,0.0
chester creek technologies,cct kinderboard,standard,cherry ml,white,False,wired,gray,0.0
chester creek technologies,lessonboard,standard,cherry ml,white,False,wired,black,0.0
chester creek technologies,mb-lc,mini,cherry ml,white,False,wired,black,0.0
chester creek technologies,trekkeys,mini,cherry ml,white,True,bluetooth wireless,white / silver,0.0
chester creek technologies,visionboard wvbw keyboard,ergonomic,cherry ml,white,False,wireless,white / black,0.0
chester creek technologies,visionboard2,standard,cherry ml,white,True,wired,black / white,0.0
chester creek technologies,visionboard2 yellow,standard,cherry ml,white,True,wired,black / yellow,0.0
cisco,xpacc-kbd-g=,standard,cherry ml,white,False,wired,gray,0.0
cobra,8ttl26r0p85403,gaming,cherry ml,white,False,wired,black,0.0
cobra,cobra ii,standard,cherry ml,blue,False,wired,black,0.0
cobra,e-3lue cs/cf,standard,cherry ml,blue,False,wired,black,0.0
cobra,e-blue mazer,gaming,cherry mx blue,blue,False,wired,black / blue,0.0
cobra,k701,gaming,cherry mx blue,blue,False,wired,black,0.0
cobra,mazer type-x,gaming,cherry mx blue,blue,False,wired,black / blue,0.0
cobra,polygon,gaming,cherry mx blue,blue,False,wired,black / blue,0.0
cooler master,ck530,gaming,gateron blue,rgb,True,wired,black,0.0
cooler master,ck550,gaming,gateron brown,rgb,False,wired,black,0.0
cooler master,ck552,gaming,gateron red,rgb,False,wired,black,0.0
cooler master,cm storm devastator - oem,gaming,gateron red,green,False,wired,black,0.0
cooler master,cm storm devastator gaming bundle,gaming,gateron red,red,False,wired,black,0.0
cooler master,cm storm quick fire tk,gaming,cherry mx red,red,False,wired,black,0.0
cooler master,cm storm quickfire rapid,gaming,cherry mx green,red,True,wired,black,0.0
cooler master,cm storm quickfire stealth,mini,cherry mx brown,red,True,wired,black,0.0
cooler master,cm storm quickfire tk,gaming,cherry mx blue,blue,False,wired,black,0.0
cooler master,cm storm quickfire tk - limited edition white,standard,cherry mx red,white,False,wired,black / white,0.0
cooler master,cm storm quickfire ultimate,gaming,cherry mx brown,white,False,wired,black,0.0
cooler master,cm storm quickfire xt,slim,cherry mx blue,white,False,wired,black,0.0
cooler master,cm storm trigger,gaming,cherry mx red,red,False,wired,black,0.0
cooler master,cm storm trigger z,gaming,cherry mx blue,blue,False,wired,black,0.0
cooler master,devastator 3,gaming,cherry mx blue,multicolor,False,wired,black,0.0
cooler master,devastator ii,gaming,cherry mx blue,green,False,wired,black,0.0
cooler master,lite l,gaming,cherry mx blue,rgb,False,wired,black,0.0
cooler master,mech,gaming,cherry mx red,white,False,wired,black / silver,0.0
cooler master,mk730,gaming,cherry mx blue,rgb,True,wired,black,0.0
cooler master,mk850,gaming,cherry mx red,rgb,False,wired,black,0.0
cooler master,mk850 (uk),gaming,cherry mx red,rgb,False,wired,black,0.0
cooler master,ms110,gaming,cherry mx red,rgb,False,wired,black,0.0
cooler master,masterkeys l,gaming,cherry mx blue,rgb,False,wired,black,0.0
cooler master,masterkeys l (mx brown),gaming,cherry mx brown,rgb,False,wired,black,0.0
cooler master,masterkeys l (mx green),gaming,cherry mx green,rgb,False,wired,black,0.0
cooler master,masterkeys l (mx red),gaming,cherry mx red,rgb,False,wired,black,0.0
cooler master,masterkeys l (mx speed silver),gaming,cherry mx speed silver,rgb,False,wired,black,0.0
cooler master,masterkeys mk750 (mx blue),gaming,cherry mx blue,rgb,False,wired,black,0.0
cooler master,masterkeys mk750 (mx brown),gaming,cherry mx brown,rgb,False,wired,black,0.0
cooler master,masterkeys mk750 (mx red),gaming,cherry mx red,rgb,False,wired,black,0.0
cooler master,masterkeys pro l,standard,cherry mx brown,white,False,wired,black,0.0
cooler master,masterkeys pro l geforce gtx edition,standard,cherry mx red,green,False,wired,black,0.0
cooler master,masterkeys pro m rgb,gaming,cherry mx red,rgb,False,wired,black,0.0
cooler master,masterkeys pro m white (mx blue),standard,cherry mx blue,white,False,wired,black,0.0
cooler master,masterkeys pro m white (mx brown),standard,cherry mx brown,white,False,wired,black,0.0
cooler master,masterkeys pro m white (mx red),standard,cherry mx red,white,False,wired,black,0.0
cooler master,masterkeys pro s,standard,cherry mx brown,rgb,True,wired,black,0.0
cooler master,masterkeys pro s white (mx blue),standard,cherry mx blue,white,True,wired,black,0.0
cooler master,masterkeys pro s white (mx brown),standard,cherry mx brown,white,True,wired,black,0.0
cooler master,masterkeys pro s white (mx red),standard,cherry mx red,white,True,wired,black,0.0
cooler master,masterkeys pro s white (mx speed silver),standard,cherry mx speed silver,white,True,wired,black,0.0
cooler master,masterkeys s (mx  speed silver),gaming,cherry mx speed silver,white,True,wired,black,0.0
cooler master,masterkeys s (mx blue),gaming,cherry mx blue,white,True,wired,black,0.0
cooler master,masterkeys s (mx brown),gaming,cherry mx brown,white,True,wired,black,0.0
cooler master,masterkeys s (mx green),gaming,cherry mx green,white,True,wired,black,0.0
cooler master,masterkeys s (mx red),gaming,cherry mx red,white,True,wired,black,0.0
cooler master,masterset ms120 (de),gaming,cherry mx red,rgb,False,wired,black,0.0
cooler master,masterset ms120 (es),gaming,cherry mx red,rgb,False,wired,black,0.0
cooler master,masterset ms120 (fr),gaming,cherry mx red,rgb,False,wired,black,0.0
cooler master,masterset ms120 (it),gaming,cherry mx red,rgb,False,wired,black,0.0
cooler master,masterset ms120 (uk),gaming,cherry mx red,rgb,False,wired,black,0.0
cooler master,masterset ms120 (us),gaming,cherry mx red,rgb,True,wired,black,0.0
cooler master,novatouch tkl,standard,topre 45g,rgb,True,wired,black,0.0
cooler master,octane,gaming,topre 45g,multicolor,False,wired,black,0.0
