brand,model,style,switches,backlight,tenkeyless,connection,color,price
keytronic,e03601p2m5pk,standard,cherry mx blue,red / blue,False,wired,black,0.0
keytronic,e03601u1,standard,cherry mx blue,red / blue,False,wired,beige,0.0
keytronic,e03601u2,standard,cherry mx blue,red / blue,False,wired,black,0.0
keytronic,e03601u2m,standard,cherry mx blue,red / blue,False,wired,black,0.0
keytronic,e03601u2m5pk,standard,cherry mx blue,red / blue,False,wired,black,0.0
keytronic,e05390u2 keyboard,standard,cherry mx blue,red / blue,False,wired,black,0.0
keytronic,e06101p1,standard,cherry mx blue,red / blue,False,wired,beige,0.0
keytronic,e06101p2,standard,cherry mx blue,red / blue,False,wired,black,0.0
keytronic,e06101u1,standard,cherry mx blue,red / blue,False,wired,beige,0.0
keytronic,e06101u2,standard,cherry mx blue,red / blue,False,wired,black,0.0
keytronic,e06101usbb,standard,cherry mx blue,red / blue,False,wired,black,0.0
keytronic,e06101usbc,standard,cherry mx blue,red / blue,False,wired,beige,0.0
keytronic,f-scan-ksc01us keyboard,standard,cherry mx blue,red / blue,False,wired,beige,0.0
keytronic,k120p,standard,cherry mx blue,red / blue,False,wired,black,0.0
keytronic,k120u,standard,cherry mx blue,red / blue,False,wired,black,0.0
keytronic,k9.3,slim,cherry mx blue,red / blue,False,wired,black,0.0
keytronic,kt400p2,standard,cherry mx blue,red / blue,False,wired,black,0.0
keytronic,kt400p4,standard,cherry mx blue,red / blue,False,wired,gray,0.0
keytronic,kt400u1,standard,cherry mx blue,red / blue,False,wired,beige,0.0
keytronic,kt400u2,standard,cherry mx blue,red / blue,False,wired,black,0.0
keytronic,kt400u4 keyboard,standard,cherry mx blue,red / blue,False,wired,black,0.0
keytronic,kt800p2,standard,cherry mx blue,red / blue,False,wired,black,0.0
keytronic,kt800p210pk,standard,cherry mx blue,red / blue,False,wired,black,0.0
keytronic,kt800p2m,standard,cherry mx blue,red / blue,False,wired,black,0.0
keytronic,kt800p2m10pk,standard,cherry mx blue,red / blue,False,wired,black,0.0
keytronic,kt800u2,standard,cherry mx blue,red / blue,False,wired,black,0.0
keytronic,kt800u210pk,standard,cherry mx blue,red / blue,False,wired,black,0.0
keytronic,kt800u2m,standard,cherry mx blue,red / blue,False,wired,black,0.0
keytronic,kt800u2m10pk,standard,cherry mx blue,red / blue,False,wired,black,0.0
keytronic,scard-u1,standard,cherry mx blue,red / blue,False,wired,beige,0.0
keytronic,scard-u2,standard,cherry mx blue,red / blue,False,wired,black,0.0
keytronic,tag-a-long-p1,standard,cherry mx blue,red / blue,False,wired,beige,0.0
keytronic,tag-a-long-p2,standard,cherry mx blue,red / blue,False,wired,black,0.0
keytronic,tag-a-long-u2,standard,cherry mx blue,red / blue,False,wired,black,0.0
keytronic,trackball-p1,standard,cherry mx blue,red / blue,False,wired,beige,0.0
keytronic,trackball-p2,standard,cherry mx blue,red / blue,False,wired,black,0.0
keytronic,trackball-u1,standard,cherry mx blue,red / blue,False,wired,beige,0.0
keytronic,trackball-u2,standard,cherry mx blue,red / blue,False,wired,black,0.0
keycool,180 key white,standard,cherry mx brown,multicolor,False,wired,white,0.0
keycool,grey version 84,mini,cherry mx black,red,True,wired,black,0.0
keycool,kc84bla-g,mini,cherry mx black,multicolor,True,wired,black,0.0
keycool,kc84bla-r,mini,cherry mx black,multicolor,True,wired,black,0.0
keycool,kc84blue-b,mini,cherry mx blue,multicolor,False,wired,black,0.0
keycool,kc84blue-g,mini,cherry mx blue,multicolor,True,wired,black,0.0
keycool,kc84blue-w,mini,cherry mx blue,multicolor,True,wired,black,0.0
keycool,kc84brown-b,mini,cherry mx brown,multicolor,True,wired,black,0.0
keycool,kc84brown-g,mini,cherry mx brown,multicolor,True,wired,black,0.0
keycool,kc84brown-w,mini,cherry mx brown,multicolor,True,wired,black,0.0
keycool,kc84red-b,mini,cherry mx red,multicolor,True,wired,black,0.0
keycool,kc84red-g,mini,cherry mx red,multicolor,True,wired,black,0.0
keycool,kc84red-w,mini,cherry mx red,multicolor,True,wired,black,0.0
keycool,white version 84,mini,cherry mx black,red,True,wired,white,0.0
keycool,white version 87,mini,cherry mx black,blue,True,wired,white,0.0
kingston,hyperx alloy core rgb,gaming,cherry mx black,rgb,False,wired,black,0.0
kingston,hyperx alloy core rgb uk,gaming,cherry mx black,rgb,False,wired,black,0.0
kingston,hyperx alloy elite,gaming,cherry mx blue,red,False,wired,black,0.0
kingston,hyperx alloy elite rgb,gaming,cherry mx brown,rgb,False,wired,black,0.0
kingston,hyperx alloy fps,standard,cherry mx blue,red,False,wired,black,0.0
kingston,hyperx alloy fps pro,gaming,cherry mx red,red,True,wired,black,0.0
kingston,hyperx alloy fps rgb,gaming,kailh silver speed,rgb,False,wired,black,0.0
kingston,hyperx alloy origins,gaming,hyperx aqua,rgb,False,wired,black,0.0
kingston,hyperx alloy origins core,gaming,hyperx red,rgb,True,wired,black,0.0
kodak,truform 1150,ergonomic,hyperx red,rgb,True,wireless,black,0.0
kodak,truform 1500,ergonomic,hyperx red,rgb,True,wireless,black,0.0
kodak,truform 3500,ergonomic,hyperx red,rgb,False,wireless,black,0.0
kodak,truform 4500,ergonomic,hyperx red,rgb,False,wireless,black,0.0
lenovo,0a34045,standard,hyperx red,rgb,False,wireless,black,0.0
lenovo,57y6336,mini,hyperx red,rgb,False,wireless,black,0.0
lenovo,73p2620,standard,hyperx red,rgb,False,wired,black,0.0
lenovo,73p4730,standard,hyperx red,rgb,False,wired,black,0.0
lenovo,73p5230,standard,hyperx red,rgb,False,wired,gray / black,0.0
lenovo,cherry smartboard g83-6644,standard,hyperx red,rgb,False,wired,black,0.0
lenovo,comfort curve keyboard 3000,ergonomic,hyperx red,rgb,False,wired,black,0.0
lenovo,legion k200,gaming,hyperx red,multicolor,False,wired,black / silver,0.0
lenovo,legion k500 rgb,gaming,kailh red,rgb,False,wired,black,0.0
lenovo,multimedia remote keyboard n5902 (non-backlit),mini,kailh red,rgb,True,wireless,black,0.0
lenovo,n5902,mini,kailh red,rgb,True,wireless,black,0.0
lenovo,preferred pro full-size,standard,kailh red,rgb,False,wired,black,0.0
lenovo,preferred pro,standard,kailh red,rgb,False,wired,black,0.0
lenovo,preferred pro ii,standard,kailh red,rgb,False,wired,black,0.0
lenovo,preferred pro usb fingerprint keyboard -us english,standard,kailh red,rgb,False,wired,black,0.0
lenovo,preferred pro usb keyboard,standard,kailh red,rgb,False,wired,black,0.0
lenovo,usb smartcard,standard,kailh red,rgb,False,wired,black,0.0
leopold,fc200rc/ab,standard,cherry mx blue,rgb,True,wired,black,0.0
leopold,fc200rc/abn otaku (non-printed),standard,cherry mx blue,rgb,True,wired,black,0.0
leopold,fc200rl/ab,standard,cherry mx black,rgb,True,wired,black,0.0
leopold,fc200rr/ab,standard,cherry mx red,rgb,True,wired,black,0.0
leopold,fc200rr/abn otaku (non-printed),standard,cherry mx red,rgb,True,wired,black,0.0
leopold,fc200rt/ab,standard,cherry mx brown,rgb,True,wired,black,0.0
leopold,fc200rt/abn otaku (non-printed),standard,cherry mx brown,rgb,True,wired,black,0.0
leopold,fc500rc/ab,standard,cherry mx blue,rgb,False,wired,black,0.0
leopold,fc500rc/abn otaku (non-printed),standard,cherry mx blue,rgb,False,wired,black,0.0
leopold,fc500rl/ab,standard,cherry mx black,rgb,False,wired,black,0.0
leopold,fc500rr/ab,standard,cherry mx red,rgb,False,wired,black,0.0
leopold,fc500rr/abn (non-printed),standard,cherry mx red,rgb,False,wired,black,0.0
leopold,fc500rt/ab,standard,cherry mx brown,rgb,False,wired,black,0.0
leopold,fc500rt/abn otaku (non-printed),standard,cherry mx brown,rgb,False,wired,black,0.0
leopold,fc750r black pd,standard,cherry mx black,rgb,False,wired,black,0.0
leopold,fc980cew,standard,topre 45g,rgb,False,wired,beige / gray,0.0
lite-on,sb-9061,standard,topre 45g,rgb,False,wireless,black,0.0
lite-on,sk-1688u/b,standard,topre 45g,rgb,False,wired,black,0.0
lite-on,sk-1788/bs,standard,topre 45g,rgb,False,wired,silver / black,0.0
lite-on,sk-2030/b,slim,topre 45g,rgb,False,wired,black,0.0
lite-on,sk-2035/b,standard,topre 45g,rgb,False,wired,black,0.0
lite-on,sk-2085,slim,topre 45g,rgb,False,wired,black,0.0
lite-on,sk-2355/b,standard,topre 45g,rgb,False,wired,black,0.0
lite-on,sk-9020,slim,topre 45g,rgb,False,wired,black,0.0
lite-on,sk2352/b,standard,topre 45g,rgb,False,wired,black,0.0
logisys,kb208bk,standard,topre 45g,rgb,False,wired,black,0.0
logisys,kbms801wg,standard,topre 45g,rgb,False,wired,green / white,0.0
logisys,streamline character-illuminated white led keyboard,ergonomic,topre 45g,rgb,False,wired,black,0.0
logitech,craft,standard,topre 45g,rgb,False,wireless,black,0.0
logitech,call of duty: mw3 edition,gaming,topre 45g,green,False,wired,black,0.0
logitech,corded keyboard k280e,standard,topre 45g,green,False,wired,black,0.0
logitech,desktop mk120-taa log920004218,standard,topre 45g,green,False,wired,black,0.0
logitech,ergo k860,ergonomic,topre 45g,green,False,bluetooth wireless,black,0.0
logitech,ex 100 cordless desktop,standard,topre 45g,green,False,wireless,black,0.0
logitech,fold-up keyboard,mini,topre 45g,green,True,bluetooth wireless,black,0.0
logitech,g pro,gaming,romer-g tactile,rgb,True,wired,black,0.0
logitech,g100s gaming combo,standard,romer-g tactile,rgb,False,wired,black,0.0
logitech,g105,gaming,romer-g tactile,blue,False,wired,black,0.0
logitech,g11,standard,romer-g tactile,blue,False,wired,black / silver,0.0
logitech,g110,standard,romer-g tactile,multicolor,False,wired,black,0.0
logitech,g13,gaming,romer-g tactile,rgb,False,wired,black,0.0
logitech,g15,standard,romer-g tactile,red,False,wired,black / gray,0.0
logitech,g19,standard,romer-g tactile,multicolor,False,wired,black,0.0
logitech,g19s,gaming,romer-g tactile,multicolor,False,wired,black,0.0
logitech,g213 prodigy,gaming,romer-g tactile,rgb,False,wired,black,0.0
logitech,g410 atlas spectrum,gaming,romer-g tactile,rgb,True,wired,black,0.0
logitech,g413 carbon,gaming,romer-g tactile,red,False,wired,black,0.0
logitech,g413 silver,gaming,romer-g tactile,white,False,wired,silver,0.0
logitech,g510,gaming,romer-g tactile,multicolor,False,wired,black,0.0
logitech,g510s,gaming,romer-g tactile,multicolor,False,wired,black,0.0
logitech,g512 carbon,gaming,romer-g linear,rgb,False,wired,black,0.0
logitech,g513 carbon,gaming,gx blue,rgb,False,wired,black,0.0
logitech,g513 silver,gaming,romer-g tactile,rgb,False,wired,silver / black,0.0
logitech,g610,gaming,cherry mx brown,white,False,wired,black,0.0
logitech,g613,standard,romer-g tactile,white,False,wireless,black,0.0
logitech,g710,gaming,cherry mx blue,white,False,wired,black / blue,0.0
logitech,g710 plus,gaming,cherry mx brown,white,False,wired,black,0.0
logitech,g810 orion spectrum rgb,gaming,romer-g tactile,rgb,False,wired,black,0.0
logitech,g815 lightsync rgb,gaming,gl clicky,rgb,False,wired,black,0.0
logitech,g910 orion spark,gaming,romer-g tactile,rgb,False,wired,black,0.0
logitech,g910 orion spectrum rgb,gaming,romer-g tactile,rgb,False,wired,black,0.0
logitech,g915,gaming,gl clicky,rgb,True,wireless,black,0.0
logitech,g915 lightspeed,gaming,logitech gl clicky,rgb,False,wireless,black,0.0
logitech,k100,slim,logitech gl clicky,rgb,False,wired,black,0.0
logitech,k120,standard,logitech gl clicky,rgb,False,wired,black,0.0
logitech,k120 - uk layout,standard,logitech gl clicky,rgb,False,wired,black,0.0
logitech,k120-taa keyboard,standard,logitech gl clicky,rgb,False,wired,black,0.0
logitech,k200,standard,logitech gl clicky,rgb,False,wired,black,0.0
logitech,k250,standard,logitech gl clicky,rgb,False,wireless,black,0.0
logitech,k270,standard,logitech gl clicky,rgb,False,wireless,black,0.0
logitech,k310,standard,logitech gl clicky,rgb,False,wired,black,0.0
logitech,k320,standard,logitech gl clicky,rgb,False,wireless,black,0.0
logitech,k350,ergonomic,logitech gl clicky,rgb,False,wireless,black,0.0
logitech,k360,mini,logitech gl clicky,rgb,False,wireless,white,0.0
logitech,k375s,standard,logitech gl clicky,rgb,False,bluetooth wireless,black,0.0
logitech,k380,mini,logitech gl clicky,rgb,True,bluetooth wireless,blue,0.0
logitech,k400,slim,logitech gl clicky,rgb,True,wireless,black,0.0
logitech,k400 (920-003070),slim,logitech gl clicky,rgb,True,wireless,black,0.0
logitech,k400 plus,mini,logitech gl clicky,rgb,True,wireless,black / yellow,0.0
logitech,k480,slim,logitech gl clicky,rgb,False,bluetooth wireless,black / green,0.0
logitech,k725-c,standard,logitech gl clicky,rgb,False,wired,black,0.0
logitech,k740,slim,logitech gl clicky,white,False,wired,black,0.0
logitech,k750,slim,logitech gl clicky,white,False,wireless,black,0.0
logitech,k750 keyboard,slim,logitech gl clicky,white,False,wireless,silver / black,0.0
logitech,k780,slim,logitech gl clicky,white,False,wireless,black,0.0
logitech,k800,slim,logitech gl clicky,white,False,wireless,black,0.0
logitech,k810,mini,logitech gl clicky,white,True,bluetooth wireless,black,0.0
logitech,k830,slim,logitech gl clicky,white,True,wireless,black,0.0
logitech,k840,standard,romer-g tactile,white,False,wired,black,0.0
logitech,keyboard k120 for business,standard,romer-g tactile,white,False,wired,black,0.0
logitech,keyboard and mouse,ergonomic,romer-g tactile,white,False,wireless,black,0.0
logitech,lx310,standard,romer-g tactile,white,False,wireless,black,0.0
logitech,mk100,slim,romer-g tactile,white,False,wired,black,0.0
logitech,mk120,slim,romer-g tactile,white,False,wired,black,0.0
logitech,mk120-taa,standard,romer-g tactile,white,False,wired,black,0.0
logitech,mk200,slim,romer-g tactile,white,False,wired,black,0.0
logitech,mk235,standard,romer-g tactile,white,False,wireless,black,0.0
logitech,mk320,standard,romer-g tactile,white,False,wireless,black,0.0
logitech,mk345,standard,romer-g tactile,white,False,wireless,black / blue,0.0
logitech,mk470,slim,romer-g tactile,white,False,wireless,black / silver,0.0
logitech,mk520,ergonomic,romer-g tactile,white,False,wireless,black,0.0
logitech,mk540 advanced,standard,romer-g tactile,white,False,wireless,black,0.0
logitech,mk550,ergonomic,romer-g tactile,white,False,wireless,black,0.0
logitech,mk560,ergonomic,romer-g tactile,white,False,wireless,black,0.0
logitech,mk710,standard,romer-g tactile,white,False,wireless,black,0.0
logitech,mktpls+delete,mini,romer-g tactile,white,True,wireless,black,0.0
logitech,mx 5500 revolution,standard,romer-g tactile,white,False,wireless,black,0.0
logitech,mx keys advanced,slim,romer-g tactile,white,False,wireless,black,0.0
logitech,mx800,standard,romer-g tactile,white,False,wireless,black,0.0
logitech,solar keyboard k750 for mac,slim,romer-g tactile,white,False,wireless,black,0.0
logitech,value 100,standard,romer-g tactile,white,False,wired,black,0.0
logitech,wave pro desktop,ergonomic,romer-g tactile,white,False,wireless,black,0.0
logitech,wireless all-in-one keyboard tk820,slim,romer-g tactile,white,True,wireless,black,0.0
logitech,wireless combo mk260,standard,romer-g tactile,white,False,wireless,black,0.0
logitech,wireless combo mk270,standard,romer-g tactile,white,False,wireless,black,0.0
logitech,wireless keyboard k360,slim,romer-g tactile,white,False,wireless,black,0.0
logitech,wireless solar keyboard k750 for mac,slim,romer-g tactile,white,False,wireless,silver / white,0.0
logitech,wireless solar keyboard k760,mini,romer-g tactile,white,True,bluetooth wireless,silver / black,0.0
logitech,"wireless solar keyboard k760 for mac, ipad and iphone",mini,romer-g tactile,white,True,bluetooth wireless,white,0.0
logitech,wireless touch k400,slim,romer-g tactile,white,True,wireless,white,0.0
logitech,y-sae71,standard,romer-g tactile,white,False,wired,black,0.0
logitech,y-uy95,gaming,romer-g tactile,white,False,wired,black,0.0
logitech,dinovo edge,mini,romer-g tactile,white,False,bluetooth wireless,black / white,0.0
mk,night typist,standard,cherry mx silent red,white,False,wired,black,0.0
msi,ck series,standard,cherry mx red,white,False,wired,black,0.0
msi,gk-601,gaming,cherry mx red,white,False,wired,black / yellow,0.0
msi,gk-701,gaming,cherry mx brown,red,False,wired,black,0.0
msi,vigor gk40,gaming,cherry mx brown,rgb,False,wired,black,0.0
msi,vigor gk70,gaming,cherry mx red,rgb,True,wired,black,0.0
msi,vigor gk80,gaming,cherry mx red,rgb,False,wired,black,0.0
msi,vigor gk30,gaming,cherry mx red,rgb,False,wired,black,0.0
msi,vigor gk60,gaming,cherry mx red,red,False,wired,black,0.0
mad catz,ccb43107n0b2/04/1,gaming,cherry mx red,red,False,wired,black / gray,0.0
mad catz,ccb44026n0b2/06/1,gaming,cherry mx red,red,False,wired,black,0.0
mad catz,pk02au,gaming,cherry mx red,multicolor,False,wired,black / white,0.0
mad catz,s.t.r.i.k.e. 3 black,gaming,cherry mx red,multicolor,False,wired,black,0.0
mad catz,s.t.r.i.k.e. 3 red,gaming,cherry mx red,multicolor,False,wired,black / red,0.0
mad catz,s.t.r.i.k.e. 3 white,gaming,cherry mx red,multicolor,False,wired,black / white,0.0
mad catz,s.t.r.i.k.e. 7,gaming,cherry mx red,multicolor,False,wired,black / silver,0.0
mad catz,s.t.r.i.k.e. te,gaming,kailh brown,white,False,wired,black / red,0.0
mad catz,s.t.r.i.k.e.5,gaming,kailh brown,multicolor,False,wired,black,0.0
mad catz,s.t.r.i.k.e.m,gaming,kailh brown,white,True,bluetooth wireless,black / red,0.0
mad catz,s.t.r.i.k.e.te,gaming,kailh brown,white,False,wired,black / blue,0.0
mad catz,the authentic s.t.r.i.k.e. 2,gaming,kailh brown,multicolor,False,wired,black,0.0
mad catz,the authentic s.t.r.i.k.e. 4,gaming,cherry mx red,multicolor,False,wired,black / silver,0.0
mad catz,titanfall s.t.r.i.k.e.3,gaming,cherry mx red,multicolor,False,wired,orange / white,0.0
mad catz,v.7,gaming,cherry mx red,red,False,wired,black / silver,0.0
max keyboard,blackbird,gaming,cherry mx brown,red,True,wired,black,0.0
max keyboard,nighthawk x7,standard,cherry mx blue,white,False,wired,black,0.0
max keyboard,nighthawk x8,standard,cherry mx brown,white,False,wired,black,0.0
max keyboard,nighthawk x8 green,standard,cherry mx brown,green,False,wired,black,0.0
max keyboard,nighthawk x8 orange,standard,cherry mx brown,orange,False,wired,black,0.0
max keyboard,nighthawk x9,standard,cherry mx red,white,False,wired,black,0.0
max keyboard,nighthawk x9 white,standard,cherry mx red,white,False,wired,black,0.0
max keyboard,nighthawk-x8 white led,standard,cherry mx brown,white,False,wired,black,0.0
microsoft,2lf-00001,standard,cherry mx brown,white,False,wireless,black,0.0
microsoft,2vj-00001,standard,cherry mx brown,white,False,wireless,black,0.0
microsoft,2vj-00003,standard,cherry mx brown,white,False,wired,black,0.0
microsoft,2wj-00002,standard,cherry mx brown,white,False,wireless,black,0.0
microsoft,3ra-00022,ergonomic,cherry mx brown,white,False,bluetooth wireless,gray,0.0
microsoft,3tj-00001,ergonomic,cherry mx brown,white,False,wired,black,0.0
microsoft,3tj-00002,ergonomic,cherry mx brown,white,False,wired,black,0.0
microsoft,3xj-00001,ergonomic,cherry mx brown,white,False,wired,black,0.0
microsoft,5sh-00001,standard,cherry mx brown,white,False,wireless,black,0.0
microsoft,7zj-00001,ergonomic,cherry mx brown,white,False,wired,black,0.0
microsoft,anb-00001,slim,cherry mx brown,white,False,wired,black,0.0
microsoft,anb-00006,slim,cherry mx brown,white,False,wired,black,0.0
microsoft,apb-00001,slim,cherry mx brown,white,False,wired,black,0.0
microsoft,arc,slim,cherry mx brown,white,True,wireless,black,0.0
microsoft,arc keyboard,mini,cherry mx brown,white,True,wireless,white,0.0
microsoft,b2l-00002,ergonomic,cherry mx brown,white,False,wired,black,0.0
microsoft,b2l-00002b,ergonomic,cherry mx brown,white,False,wired,black,0.0
microsoft,b2m-00014,ergonomic,cherry mx brown,white,False,wired,black / silver,0.0
microsoft,bv3-00003,standard,cherry mx brown,white,False,wireless,black,0.0
microsoft,csd-00001,ergonomic,cherry mx brown,white,False,wireless,black,0.0
microsoft,cxd-00001,ergonomic,cherry mx brown,white,False,bluetooth wireless,black,0.0
microsoft,comfort desktop 5000 for business,ergonomic,cherry mx brown,white,False,wireless,black,0.0
microsoft,comfort desktop 5050,ergonomic,cherry mx brown,white,False,wireless,black,0.0
microsoft,designer bluetooth desktop,slim,cherry mx brown,white,False,bluetooth wireless,black,0.0
microsoft,desktop 3050,standard,cherry mx brown,white,False,wireless,black,0.0
microsoft,desktop 400,standard,cherry mx brown,white,False,wired,black,0.0
microsoft,desktop 850,standard,cherry mx brown,white,False,wireless,black,0.0
microsoft,desktop 900,standard,cherry mx brown,white,False,wireless,black,0.0
microsoft,digital media pro,ergonomic,cherry mx brown,white,False,wired,black / silver,0.0
microsoft,e6k-00001,standard,cherry mx brown,white,False,wireless,black,0.0
microsoft,e6k-00002,standard,cherry mx brown,white,False,wireless,black,0.0
microsoft,ekz-00001,slim,cherry mx brown,white,False,wireless,gray,0.0
microsoft,gu5-00001,slim,cherry mx brown,white,True,bluetooth wireless,black,0.0
microsoft,j93-00001,slim,cherry mx brown,white,False,wired,black,0.0
microsoft,j93-00003,slim,cherry mx brown,white,False,wired,black,0.0
microsoft,j9c-00001,ergonomic,cherry mx brown,white,False,wired,black / silver,0.0
microsoft,jwd-00046,standard,cherry mx brown,white,False,wired,black,0.0
microsoft,keyboard 200,standard,cherry mx brown,white,False,wired,white,0.0
microsoft,keyboard 400,standard,cherry mx brown,white,False,wired,black,0.0
microsoft,l2 sculpt comfort keyboard,ergonomic,cherry mx brown,white,False,wireless,black,0.0
microsoft,lxm-00001,ergonomic,cherry mx brown,white,False,wired,black,0.0
microsoft,mobile 5000,ergonomic,cherry mx brown,white,True,bluetooth wireless,black,0.0
microsoft,n9z-00001,slim,cherry mx brown,white,True,wireless,black,0.0
microsoft,natural 4000,ergonomic,cherry mx brown,white,False,wired,black,0.0
microsoft,natural desktop 7000,ergonomic,cherry mx brown,white,False,wireless,black / silver,0.0
microsoft,natural elite,ergonomic,cherry mx brown,white,False,wired,white,0.0
microsoft,natural ergonomic keyboard 4000,ergonomic,cherry mx brown,white,False,wired,black,0.0
microsoft,natural keyboard elite,ergonomic,cherry mx brown,white,False,wired,beige,0.0
microsoft,pl2 wedge mobile keyboard,mini,cherry mx brown,white,True,bluetooth wireless,black,0.0
microsoft,qsz-00001,standard,cherry mx brown,white,False,bluetooth wireless,black,0.0
microsoft,reclusa,gaming,cherry mx brown,blue,False,wired,black,0.0
microsoft,sidewinder x4,gaming,cherry mx brown,red,False,wired,black,0.0
microsoft,sculpt comfort keyboard for business,ergonomic,cherry mx brown,red,False,wireless,black,0.0
microsoft,sculpt ergonomic desktop,ergonomic,cherry mx brown,red,False,wireless,black,0.0
microsoft,sculpt ergonomic keyboard for business,ergonomic,cherry mx brown,red,False,wireless,black,0.0
microsoft,sculpt mobile keyboard,ergonomic,cherry mx brown,red,True,bluetooth wireless,black,0.0
microsoft,sidewinder x6,standard,cherry mx brown,red / amber,False,wired,black,0.0
microsoft,sidewinder x4 (uk layout),standard,cherry mx brown,red / amber,False,wired,black,0.0
microsoft,ws2-00025,standard,cherry mx brown,red / amber,False,bluetooth wireless,gray,0.0
microsoft,wta-00001,ergonomic,cherry mx brown,red / amber,False,wireless,black / silver,0.0
microsoft,wedge mobile keyboard for business,mini,cherry mx brown,red / amber,True,bluetooth wireless,black,0.0
microsoft,wired desktop 400 uk,standard,cherry mx brown,red / amber,False,wired,black,0.0
microsoft,wired desktop 400 for business,standard,cherry mx brown,red / amber,False,wired,black,0.0
microsoft,wireless desktop 2000,standard,cherry mx brown,red / amber,False,wireless,black,0.0
microsoft,wireless desktop 3000,standard,cherry mx brown,red / amber,False,wireless,black,0.0
microsoft,xsa-00001,ergonomic,cherry mx brown,red / amber,False,wireless,black / silver,0.0
microsoft,ymc-00001,standard,cherry mx brown,red / amber,False,wireless,black,0.0
microsoft,zha-00001,slim,cherry mx brown,red / amber,False,wireless,black,0.0
mionix,wei,standard,cherry mx red,rgb,False,wired,black,0.0
mionix,zibal 60,standard,cherry mx black,green,False,wired,black,0.0
mistel,barocco md770,ergonomic,cherry mx red,rgb,True,wired,black,0.0
monoprice,k11,gaming,cherry mx blue,red,False,wired,black,0.0
monoprice,k3 chocolate style,standard,cherry mx blue,red,False,wired,black,0.0
monoprice,k9,standard,cherry mx blue,red,False,wired,black,0.0
motorola,wireless keyboard with trackpad,mini,cherry mx blue,red,True,bluetooth wireless,black,0.0
nox,krom khalon,standard,cherry mx blue,rgb,False,wired,black,0.0
nox,krom kombat,gaming,cherry mx blue,orange,False,wired,black,0.0
nox,krom kratos,gaming,kailh red,orange,False,wired,black,0.0
nox,krom kratos rgb,gaming,kailh red,rgb,False,wired,black,0.0
nox,krom kratos tkl,gaming,kailh brown,orange,True,wired,black,0.0
nixeus,mk-bl15,gaming,kailh blue,orange,True,wired,black / gray,0.0
nixeus,mk-bn15,gaming,kailh brown,orange,True,wired,black / gray,0.0
nixeus,mk-rd15,gaming,kailh red,orange,True,wired,black / gray,0.0
nixeus,moda,gaming,kailh brown,orange,True,wired,black,0.0
orico,orico gk800 multimedia ergonomic gaming game usb wired keyboard pc,ergonomic,kailh brown,orange,False,wired,black,0.0
panasonic,cf-vkbl03am keyboard,standard,kailh brown,orange,False,wired,gray / black,0.0
panasonic,ikey keyboard,mini,kailh brown,orange,False,wired,black,0.0
panasonic,notebook keyboard,standard,kailh brown,orange,False,wired,black,0.0
panasonic,ikey,slim,kailh brown,red,False,wired,black,0.0
patriot,viper v760,gaming,kailh brown,rgb,False,wired,black,0.0
patriot,viper v765,gaming,kailh box white,rgb,False,wired,silver / black,0.0
patriot,viper v770,gaming,kailh red,rgb,False,wired,black,0.0
penclic,c2b,mini,kailh red,rgb,True,wired,black / blue,0.0
penclic,c2w,mini,kailh red,rgb,True,wired,white / blue,0.0
penclic,k2b,mini,kailh red,rgb,True,wireless,black / red,0.0
penclic,mk1,standard,kailh brown,white,True,wired,black / white,0.0
perixx,periboard-208b,standard,kailh brown,white,False,wired,black,0.0
perixx,periboard-407b,mini,kailh brown,white,False,wired,black,0.0
perixx,periboard-407w,mini,kailh brown,white,False,wired,white,0.0
perixx,periboard-409h,mini,kailh brown,white,False,wired,black,0.0
perixx,periboard-505h plus,mini,kailh brown,white,False,wired,black,0.0
perixx,periboard-509h plus,mini,kailh brown,white,False,wired,black,0.0
perixx,periboard-510h plus,mini,kailh brown,white,False,wired,black,0.0
perixx,periboard-512b,ergonomic,kailh brown,white,False,wired,black,0.0
perixx,periboard-512w,ergonomic,kailh brown,white,False,wired,white,0.0
perixx,periboard-514plus,mini,kailh brown,white,False,wired,black,0.0
perixx,periboard-710plus,mini,kailh brown,white,True,wireless,black,0.0
perixx,periboard-716,standard,kailh brown,white,True,wireless,black,0.0
perixx,periboard-717,mini,kailh brown,white,True,wireless,black,0.0
perixx,periboard-804i,slim,kailh brown,white,True,bluetooth wireless,white / silver,0.0
perixx,periduo-303w,standard,kailh brown,white,False,wired,white,0.0
perixx,periduo-703w,standard,kailh brown,white,False,wireless,white,0.0
perixx,periduo-707b plus,standard,kailh brown,white,True,wireless,black,0.0
perixx,periduo-707w plus,standard,kailh brown,white,True,wireless,white,0.0
perixx,periduo-710b,standard,kailh brown,white,False,wireless,black,0.0
perixx,px-1000,gaming,kailh brown,red,False,wired,black,0.0
perixx,px-1100,gaming,kailh brown,multicolor,False,wired,black,0.0
perixx,px-2000,gaming,kailh brown,blue,False,wired,black,0.0
perixx,px-3000,gaming,kailh brown,blue,False,wired,black,0.0
perixx,px-5000,standard,cherry mx black,white,False,wired,black,0.0
planar,proglow backlit keyboard,standard,cherry mx black,white,False,wired,black,0.0
plugable,mech104bw,standard,outemu blue,white,False,wired,black,0.0
plugable,mech87bw,standard,outemu blue,white,True,wired,black,0.0
prestige,bakker elkhuizen compact usb keyboard,slim,outemu blue,white,False,wired,silver,0.0
