brand,model,size,color,rpm,airflow,decibels,pwm,price
arctic,acf8 pro,0.2105263157894736,white / black,"{'min': 700, 'max': 2000, 'default': none}",,,True,0.0
arctic,bionix f120,0.4210526315789473,black / white,"{'min': 200, 'max': 1800, 'default': none}","{'min': none, 'max': none, 'default': 69.0}","{'min': none, 'max': none, 'default': 24.4}",True,0.0
arctic,bionix f140,0.5263157894736842,black / yellow,"{'min': none, 'max': none, 'default': 1800}","{'min': none, 'max': none, 'default': 104.0}","{'min': none, 'max': none, 'default': 25.3}",False,0.0
arctic,bionix p120,0.4210526315789473,white / black,"{'min': 200, 'max': 2100, 'default': none}","{'min': none, 'max': none, 'default': 67.56}","{'min': none, 'max': none, 'default': 25.3}",True,0.0
arctic,bionix p140,0.5263157894736842,black / gray,"{'min': 200, 'max': 1950, 'default': none}","{'min': none, 'max': none, 'default': 77.6}","{'min': none, 'max': none, 'default': 25.3}",True,0.0
arctic,f12,0.4210526315789473,white / black,"{'min': none, 'max': none, 'default': 1300}","{'min': none, 'max': none, 'default': 74.0}","{'min': none, 'max': none, 'default': 22.5}",False,0.0
arctic,f12 co,0.4210526315789473,black,"{'min': 600, 'max': 1350, 'default': none}","{'min': none, 'max': none, 'default': 74.0}","{'min': none, 'max': none, 'default': 22.5}",True,0.0
arctic,f12 pst,0.4210526315789473,black / white,"{'min': none, 'max': none, 'default': 1350}","{'min': none, 'max': none, 'default': 53.0}","{'min': none, 'max': none, 'default': 22.5}",True,0.0
arctic,f12 pst 5-pack,0.4210526315789473,white / black,"{'min': 300, 'max': 1350, 'default': none}","{'min': none, 'max': none, 'default': 53.0}","{'min': none, 'max': none, 'default': 22.5}",True,0.0
arctic,f12 pro,0.4210526315789473,white / black,"{'min': none, 'max': none, 'default': 1500}","{'min': none, 'max': none, 'default': 54.0}","{'min': none, 'max': none, 'default': 22.5}",False,0.0
arctic,f12 silent,0.4210526315789473,white / black,"{'min': none, 'max': none, 'default': 800}","{'min': none, 'max': none, 'default': 37.0}","{'min': none, 'max': none, 'default': 22.5}",False,0.0
arctic,f12 tc,0.4210526315789473,white / black,"{'min': none, 'max': none, 'default': 1350}","{'min': none, 'max': none, 'default': 53.0}","{'min': none, 'max': none, 'default': 22.5}",False,0.0
arctic,f14,0.5263157894736842,white / black,"{'min': 550, 'max': 1350, 'default': none}","{'min': none, 'max': none, 'default': 77.3}","{'min': none, 'max': none, 'default': 22.5}",True,0.0
arctic,f14 pst,0.5263157894736842,black / white,"{'min': none, 'max': none, 'default': 1350}","{'min': none, 'max': none, 'default': 74.0}","{'min': none, 'max': none, 'default': 22.5}",True,0.0
arctic,f14 pst co,0.5263157894736842,gray,"{'min': 600, 'max': 1350, 'default': none}","{'min': none, 'max': none, 'default': 74.0}","{'min': none, 'max': none, 'default': 22.5}",True,0.0
arctic,f14 silent,0.5263157894736842,white / black,"{'min': 220, 'max': 800, 'default': none}","{'min': none, 'max': none, 'default': 46.0}","{'min': none, 'max': none, 'default': 27.2}",False,0.0
arctic,f14 tc,0.5263157894736842,black / white,"{'min': 400, 'max': 1350, 'default': none}","{'min': none, 'max': none, 'default': 74.0}","{'min': none, 'max': none, 'default': 27.2}",False,0.0
arctic,f8,0.2105263157894736,white / black,"{'min': none, 'max': none, 'default': 2000}","{'min': none, 'max': none, 'default': 31.0}","{'min': none, 'max': none, 'default': 27.2}",False,0.0
arctic,f8 co,0.2736842105263158,black,"{'min': 550, 'max': 1800, 'default': none}","{'min': none, 'max': none, 'default': 43.0}","{'min': none, 'max': none, 'default': 27.2}",False,0.0
arctic,f8 pwm pst,0.2105263157894736,black / white,"{'min': none, 'max': none, 'default': 2000}","{'min': none, 'max': none, 'default': 31.0}","{'min': none, 'max': none, 'default': 22.5}",True,0.0
arctic,f8 pro,0.2105263157894736,white / black,"{'min': none, 'max': none, 'default': 2000}","{'min': none, 'max': none, 'default': 33.0}","{'min': none, 'max': none, 'default': 22.5}",False,0.0
arctic,f8 silent,0.2105263157894736,white / black,"{'min': none, 'max': none, 'default': 1200}","{'min': none, 'max': none, 'default': 15.1}","{'min': none, 'max': none, 'default': 22.5}",False,0.0
arctic,f8 tc,0.2105263157894736,white / black,"{'min': none, 'max': none, 'default': 2000}","{'min': none, 'max': none, 'default': 31.0}","{'min': none, 'max': none, 'default': 22.5}",False,0.0
arctic,f9,0.2736842105263158,white / black,"{'min': none, 'max': none, 'default': 1800}","{'min': none, 'max': none, 'default': 43.0}","{'min': none, 'max': none, 'default': 22.5}",False,0.0
arctic,f9 pst 5-pack,0.2736842105263158,black / white,"{'min': 550, 'max': 1800, 'default': none}","{'min': none, 'max': none, 'default': 43.0}","{'min': none, 'max': none, 'default': 22.5}",True,0.0
arctic,f9 pro,0.2736842105263158,white / black,"{'min': none, 'max': none, 'default': 2000}","{'min': none, 'max': none, 'default': 39.0}","{'min': none, 'max': none, 'default': 22.5}",False,0.0
arctic,f9 rev. 2,0.2736842105263158,white / black,"{'min': 550, 'max': 1800, 'default': none}","{'min': none, 'max': none, 'default': 43.0}","{'min': none, 'max': none, 'default': 22.5}",True,0.0
arctic,f9 silent,0.2736842105263158,white / black,"{'min': none, 'max': none, 'default': 1000}","{'min': none, 'max': none, 'default': 21.2}","{'min': none, 'max': none, 'default': 22.5}",False,0.0
arctic,f9 tc,0.2736842105263158,white / black,"{'min': none, 'max': none, 'default': 1800}","{'min': none, 'max': none, 'default': 43.0}","{'min': none, 'max': none, 'default': 22.5}",False,0.0
arctic,p 5-pack,0.4210526315789473,black,"{'min': none, 'max': none, 'default': 1800}","{'min': none, 'max': none, 'default': 56.3}","{'min': none, 'max': none, 'default': 22.5}",False,0.0
arctic,p12,0.4210526315789473,black / transparent,"{'min': 200, 'max': 1800, 'default': none}","{'min': none, 'max': none, 'default': 56.3}","{'min': none, 'max': none, 'default': 22.5}",True,0.0
arctic,p12 pst,0.4210526315789473,white / transparent,"{'min': 200, 'max': 1800, 'default': none}","{'min': none, 'max': none, 'default': 56.3}","{'min': none, 'max': none, 'default': 22.5}",True,0.0
arctic,p12 pst 5-pack,0.4210526315789473,black,"{'min': 200, 'max': 1800, 'default': none}","{'min': none, 'max': none, 'default': 56.3}","{'min': none, 'max': none, 'default': 22.5}",True,0.0
arctic,p12 pst co,0.4210526315789473,black,"{'min': 200, 'max': 1800, 'default': none}","{'min': none, 'max': none, 'default': 56.3}","{'min': none, 'max': none, 'default': 22.5}",True,0.0
arctic,p12 silent,0.4210526315789473,black,"{'min': none, 'max': none, 'default': 1050}","{'min': none, 'max': none, 'default': 24.1}","{'min': none, 'max': none, 'default': 22.5}",False,0.0
arctic,p14,0.5263157894736842,black,"{'min': none, 'max': none, 'default': 1700}","{'min': none, 'max': none, 'default': 72.8}","{'min': none, 'max': none, 'default': 22.5}",False,0.0
arctic,p14 5-pack,0.5263157894736842,black,"{'min': none, 'max': none, 'default': 1700}","{'min': none, 'max': none, 'default': 72.8}","{'min': none, 'max': none, 'default': 22.5}",False,0.0
arctic,p14 pst,0.5263157894736842,black,"{'min': 200, 'max': 1700, 'default': none}","{'min': none, 'max': none, 'default': 72.8}","{'min': none, 'max': none, 'default': 22.5}",True,0.0
arctic,p14 pst 5-pack,0.5263157894736842,black,"{'min': 200, 'max': 1700, 'default': none}","{'min': none, 'max': none, 'default': 72.8}","{'min': none, 'max': none, 'default': 22.5}",True,0.0
arctic,p14 pst co,0.5263157894736842,black,"{'min': 200, 'max': 1700, 'default': none}","{'min': none, 'max': none, 'default': 72.8}","{'min': none, 'max': none, 'default': 22.5}",True,0.0
arctic,p14 silent,0.5263157894736842,black,"{'min': none, 'max': none, 'default': 950}","{'min': none, 'max': none, 'default': 29.8}","{'min': none, 'max': none, 'default': 20.0}",False,0.0
arctic,p8,0.2105263157894736,black,"{'min': none, 'max': none, 'default': 3000}","{'min': none, 'max': none, 'default': 23.4}","{'min': none, 'max': none, 'default': 20.0}",False,0.0
arctic,p8 5-pack,0.2105263157894736,black,"{'min': none, 'max': none, 'default': 3000}","{'min': none, 'max': none, 'default': 23.4}","{'min': none, 'max': none, 'default': 20.0}",False,0.0
arctic,p8 pst,0.2105263157894736,black,"{'min': 200, 'max': 3000, 'default': none}","{'min': none, 'max': none, 'default': 23.4}","{'min': none, 'max': none, 'default': 20.0}",True,0.0
arctic,p8 pst 5-pack,0.2105263157894736,black,"{'min': 200, 'max': 3000, 'default': none}","{'min': none, 'max': none, 'default': 23.4}","{'min': none, 'max': none, 'default': 20.0}",True,0.0
arctic,p8 pst co,0.2105263157894736,black,"{'min': 200, 'max': 3000, 'default': none}","{'min': none, 'max': none, 'default': 23.4}","{'min': none, 'max': none, 'default': 20.0}",True,0.0
arctic,p8 silent,0.2105263157894736,black,"{'min': none, 'max': none, 'default': 1600}","{'min': none, 'max': none, 'default': 15.6}","{'min': none, 'max': none, 'default': 20.0}",False,0.0
arctic,p8 tc,0.2105263157894736,black,"{'min': 200, 'max': 3000, 'default': none}","{'min': none, 'max': none, 'default': 23.4}","{'min': none, 'max': none, 'default': 20.0}",False,0.0
aerocool,aeroflow,0.4210526315789473,translucent white,"{'min': none, 'max': none, 'default': 1500}","{'min': none, 'max': none, 'default': 59.12}","{'min': none, 'max': none, 'default': 29.58}",False,0.0
aerocool,aluminum-quadro,0.2105263157894736,silver,"{'min': none, 'max': none, 'default': 2000}","{'min': none, 'max': none, 'default': 21.5}","{'min': none, 'max': none, 'default': 20.3}",False,0.0
aerocool,centaurus i,0.2105263157894736,silver,"{'min': none, 'max': none, 'default': 2000}","{'min': none, 'max': none, 'default': 26.8}","{'min': none, 'max': none, 'default': 21.6}",False,0.0
aerocool,centaurus iii,0.2105263157894736,black,"{'min': none, 'max': none, 'default': 2000}","{'min': none, 'max': none, 'default': 26.8}","{'min': none, 'max': none, 'default': 21.6}",False,0.0
aerocool,ds,0.4210526315789473,black / white,"{'min': 1100, 'max': 1500, 'default': none}","{'min': 62.5, 'max': 81.5, 'default': none}","{'min': 14.8, 'max': 23.1, 'default': none}",False,0.0
aerocool,dark force,0.5263157894736842,black,"{'min': none, 'max': none, 'default': 1200}","{'min': none, 'max': none, 'default': 48.0}","{'min': none, 'max': none, 'default': 22.0}",False,0.0
aerocool,lightwave,0.4210526315789473,transparent,"{'min': none, 'max': none, 'default': 1800}","{'min': none, 'max': none, 'default': 35.7}","{'min': none, 'max': none, 'default': 25.0}",True,0.0
aerocool,project 7 rgb 12,0.4210526315789473,transparent,"{'min': none, 'max': none, 'default': 1200}","{'min': none, 'max': none, 'default': 45.8}","{'min': none, 'max': none, 'default': 14.5}",False,0.0
aerocool,shark,0.5263157894736842,red,"{'min': 800, 'max': 1500, 'default': none}","{'min': 50.0, 'max': 96.5, 'default': none}","{'min': 14.5, 'max': 29.6, 'default': none}",False,0.0
aerocool,silent master,0.8421052631578947,red,"{'min': none, 'max': none, 'default': 800}","{'min': none, 'max': none, 'default': 76.0}","{'min': none, 'max': none, 'default': 18.0}",False,0.0
aerocool,streamliner,0.5263157894736842,silver,"{'min': none, 'max': none, 'default': 1000}","{'min': none, 'max': none, 'default': 54.7}","{'min': 17.0, 'max': 19.6, 'default': none}",False,0.0
aerocool,turbine 3000,0.4210526315789473,blue,"{'min': none, 'max': none, 'default': 950}","{'min': none, 'max': none, 'default': 37.44}","{'min': none, 'max': none, 'default': 19.66}",False,0.0
aerocool,turbine 1000,0.4210526315789473,silver,"{'min': none, 'max': none, 'default': 950}","{'min': none, 'max': none, 'default': 37.44}","{'min': none, 'max': none, 'default': 19.66}",False,0.0
aerocool,v12 blackline edition,0.4210526315789473,translucent black,"{'min': none, 'max': none, 'default': 1000}","{'min': none, 'max': none, 'default': 29.7}","{'min': none, 'max': none, 'default': 17.3}",False,0.0
aerocool,x-blaster,0.2105263157894736,translucent black,"{'min': none, 'max': none, 'default': 4000}","{'min': none, 'max': none, 'default': 52.8}","{'min': none, 'max': none, 'default': 45.6}",False,0.0
aerocool,x-static,0.2105263157894736,black / clear,"{'min': none, 'max': none, 'default': 2000}","{'min': none, 'max': none, 'default': 22.9}","{'min': none, 'max': none, 'default': 21.8}",False,0.0
akasa,ak-170cc-4ras,0.2105263157894736,clear,"{'min': none, 'max': none, 'default': 2500}","{'min': none, 'max': none, 'default': 32.37}","{'min': none, 'max': none, 'default': 23.5}",False,0.0
akasa,ak-274cc-4ras,0.4210526315789473,clear,"{'min': none, 'max': none, 'default': 1200}","{'min': none, 'max': none, 'default': 38.4}","{'min': none, 'max': none, 'default': 17.5}",False,0.0
akasa,apache black,0.4210526315789473,black,"{'min': 600, 'max': 1300, 'default': none}","{'min': none, 'max': none, 'default': 57.53}","{'min': 6.9, 'max': 16.05, 'default': none}",True,0.0
akasa,piranha,0.4210526315789473,black / gray,"{'min': 600, 'max': 1900, 'default': none}","{'min': none, 'max': none, 'default': 79.13}","{'min': 6.4, 'max': 27.2, 'default': none}",True,0.0
akasa,viper,0.5263157894736842,black / yellow,"{'min': 600, 'max': 1600, 'default': none}","{'min': none, 'max': none, 'default': 110.61}","{'min': 12.5, 'max': 26.01, 'default': none}",True,0.0
alpenföhn,wing boost 3 argb,0.4210526315789473,black,"{'min': 700, 'max': 1600, 'default': none}","{'min': none, 'max': none, 'default': 54.5}","{'min': none, 'max': none, 'default': 23.5}",True,0.0
alpenföhn,wing boost 3 argb 3-pack,0.4210526315789473,black,"{'min': 700, 'max': 1600, 'default': none}","{'min': none, 'max': none, 'default': 54.5}","{'min': none, 'max': none, 'default': 23.5}",True,0.0
anidees,ai aureola 3-pack,0.5263157894736842,black,"{'min': none, 'max': none, 'default': 1200}","{'min': none, 'max': none, 'default': 41.2}","{'min': none, 'max': none, 'default': 26.8}",False,0.0
anidees,ai aureola duo 3-pack,0.5263157894736842,black,"{'min': none, 'max': none, 'default': 1200}","{'min': none, 'max': none, 'default': 41.2}","{'min': none, 'max': none, 'default': 26.8}",False,0.0
anidees,ai halo,0.4210526315789473,black,"{'min': none, 'max': none, 'default': 1200}","{'min': none, 'max': none, 'default': 39.7}","{'min': none, 'max': none, 'default': 24.7}",False,0.0
anidees,ai prismatic 3-pack,0.4210526315789473,black,"{'min': none, 'max': none, 'default': 1200}","{'min': none, 'max': none, 'default': 39.7}","{'min': none, 'max': none, 'default': 24.7}",False,0.0
anidees,ai tesseract 3-pack,0.4210526315789473,black,"{'min': 600, 'max': 1200, 'default': none}","{'min': none, 'max': none, 'default': 30.54}","{'min': none, 'max': none, 'default': 19.0}",True,0.0
anidees,ai-fan 2-pack,0.5263157894736842,clear,"{'min': none, 'max': none, 'default': 1200}","{'min': none, 'max': none, 'default': 52.1}","{'min': none, 'max': none, 'default': 23.9}",False,0.0
antec,bigboy200,0.8421052631578947,black,"{'min': none, 'max': none, 'default': 800}","{'min': none, 'max': none, 'default': 134.0}","{'min': none, 'max': none, 'default': 30.0}",False,0.0
antec,led80xfan,0.2105263157894736,transparent,"{'min': none, 'max': none, 'default': 2600}","{'min': none, 'max': none, 'default': 34.0}","{'min': none, 'max': none, 'default': 30.0}",False,0.0
antec,pro dbb,0.2736842105263158,clear,"{'min': none, 'max': none, 'default': 2600}","{'min': none, 'max': none, 'default': 42.4}","{'min': none, 'max': none, 'default': 33.0}",False,0.0
antec,prizm,0.5263157894736842,black,"{'min': none, 'max': none, 'default': 1700}","{'min': none, 'max': none, 'default': 65.03}","{'min': none, 'max': none, 'default': 32.0}",True,0.0
antec,prizm 2+c 2-pack,0.5263157894736842,black,"{'min': none, 'max': none, 'default': 1700}","{'min': none, 'max': none, 'default': 65.03}","{'min': none, 'max': none, 'default': 32.0}",True,0.0
antec,prizm 3+2+c 3-pack,0.4210526315789473,black,"{'min': none, 'max': none, 'default': 2000}","{'min': none, 'max': none, 'default': 45.03}","{'min': none, 'max': none, 'default': 32.6}",True,0.0
antec,prizm 5+c 5-pack,0.4210526315789473,black,"{'min': none, 'max': none, 'default': 2000}","{'min': none, 'max': none, 'default': 45.03}","{'min': none, 'max': none, 'default': 32.6}",True,0.0
antec,spark,0.4210526315789473,black,"{'min': none, 'max': none, 'default': 2000}","{'min': none, 'max': none, 'default': 45.03}","{'min': none, 'max': none, 'default': 32.6}",True,0.0
antec,tricool,0.2105263157894736,transparent,"{'min': 1500, 'max': 2600, 'default': none}","{'min': 20.0, 'max': 34.0, 'default': none}","{'min': 18.0, 'max': 30.0, 'default': none}",False,0.0
antec,true quiet,0.4210526315789473,red,"{'min': 600, 'max': 1000, 'default': none}","{'min': 21.2, 'max': 35.3, 'default': none}","{'min': 8.9, 'max': 19.89, 'default': none}",False,0.0
antec,two cool,0.5263157894736842,black,"{'min': 800, 'max': 1200, 'default': none}","{'min': none, 'max': none, 'default': 33.6}","{'min': 21.8, 'max': 26.0, 'default': none}",False,0.0
apevia,12s-bk,0.4210526315789473,black,"{'min': none, 'max': none, 'default': 1500}","{'min': none, 'max': none, 'default': 57.67}","{'min': none, 'max': none, 'default': 24.7}",False,0.0
apevia,14s-bt,0.5263157894736842,green,"{'min': none, 'max': none, 'default': 1200}","{'min': none, 'max': none, 'default': 59.6}","{'min': none, 'max': none, 'default': 29.4}",False,0.0
apevia,14sl-bl,0.5263157894736842,blue,"{'min': none, 'max': none, 'default': 1200}","{'min': none, 'max': none, 'default': 59.6}","{'min': none, 'max': none, 'default': 29.4}",False,0.0
apevia,14sl-gn,0.5263157894736842,green,"{'min': none, 'max': none, 'default': 1200}","{'min': none, 'max': none, 'default': 59.6}","{'min': none, 'max': none, 'default': 29.4}",False,0.0
apevia,14sl-rd,0.5263157894736842,red,"{'min': none, 'max': none, 'default': 1200}","{'min': none, 'max': none, 'default': 59.6}","{'min': none, 'max': none, 'default': 29.4}",False,0.0
apevia,312l-dmc 3-pack,0.4210526315789473,black / multicolor,"{'min': none, 'max': none, 'default': 1500}","{'min': none, 'max': none, 'default': 57.67}","{'min': none, 'max': none, 'default': 24.7}",False,0.0
apevia,312s-bk,0.4210526315789473,black,"{'min': none, 'max': none, 'default': 1500}","{'min': none, 'max': none, 'default': 57.67}","{'min': none, 'max': none, 'default': 24.7}",False,0.0
apevia,412l-rgb spectra 4-pack,0.4210526315789473,black,"{'min': none, 'max': none, 'default': 1350}","{'min': none, 'max': none, 'default': 57.67}","{'min': none, 'max': none, 'default': 24.7}",False,0.0
apevia,512l-dmc 5-pack,0.4210526315789473,black / multicolor,"{'min': none, 'max': none, 'default': 1500}","{'min': none, 'max': none, 'default': 57.67}","{'min': none, 'max': none, 'default': 24.7}",False,0.0
apevia,af312l-smc 3-pack,0.4210526315789473,black / multicolor,"{'min': none, 'max': none, 'default': 1500}","{'min': none, 'max': none, 'default': 57.67}","{'min': none, 'max': none, 'default': 24.7}",False,0.0
apevia,af512l-bl 5-pack,0.4210526315789473,blue,"{'min': none, 'max': none, 'default': 1500}","{'min': none, 'max': none, 'default': 57.67}","{'min': none, 'max': none, 'default': 24.7}",False,0.0
apevia,af512l-rd 5-pack,0.4210526315789473,red,"{'min': none, 'max': none, 'default': 1500}","{'min': none, 'max': none, 'default': 57.67}","{'min': none, 'max': none, 'default': 24.7}",False,0.0
apevia,af512l-smc 5-pack,0.4210526315789473,black / multicolor,"{'min': none, 'max': none, 'default': 1500}","{'min': none, 'max': none, 'default': 57.67}","{'min': none, 'max': none, 'default': 24.7}",False,0.0
apevia,c,0.4210526315789473,black / white,"{'min': none, 'max': none, 'default': 1500}","{'min': none, 'max': none, 'default': 57.67}","{'min': none, 'max': none, 'default': 24.7}",False,0.0
apevia,c 3-pack,0.4210526315789473,black / green,"{'min': none, 'max': none, 'default': 1500}","{'min': none, 'max': none, 'default': 57.67}","{'min': none, 'max': none, 'default': 24.7}",False,0.0
apevia,c 5-pack,0.4210526315789473,black / pink,"{'min': none, 'max': none, 'default': 1500}","{'min': none, 'max': none, 'default': 57.67}","{'min': none, 'max': none, 'default': 24.7}",False,0.0
apevia,cf12s,0.4210526315789473,clear,"{'min': none, 'max': none, 'default': 1700}","{'min': none, 'max': none, 'default': 63.85}","{'min': none, 'max': none, 'default': 29.67}",False,0.0
apevia,cf12s-bk,0.4210526315789473,black,"{'min': none, 'max': none, 'default': 1500}","{'min': none, 'max': none, 'default': 57.67}","{'min': none, 'max': none, 'default': 24.7}",False,0.0
apevia,cf12s-ubl,0.4210526315789473,blue,"{'min': none, 'max': none, 'default': 1700}","{'min': none, 'max': none, 'default': 63.85}","{'min': none, 'max': none, 'default': 29.67}",False,0.0
apevia,cf12sl-4c,0.4210526315789473,clear,"{'min': none, 'max': none, 'default': 1700}","{'min': none, 'max': none, 'default': 63.85}","{'min': none, 'max': none, 'default': 29.67}",False,0.0
apevia,cf12sl-b4c,0.4210526315789473,clear,"{'min': none, 'max': none, 'default': 1500}","{'min': none, 'max': none, 'default': 50.28}","{'min': none, 'max': none, 'default': 21.1}",False,0.0
apevia,cf12sl-bbl,0.4210526315789473,blue,"{'min': none, 'max': none, 'default': 1500}","{'min': none, 'max': none, 'default': 50.28}","{'min': none, 'max': none, 'default': 21.1}",False,0.0
apevia,cf12sl-bgn,0.4210526315789473,green,"{'min': none, 'max': none, 'default': 1500}","{'min': none, 'max': none, 'default': 50.28}","{'min': none, 'max': none, 'default': 21.1}",False,0.0
apevia,cf12sl-brd,0.4210526315789473,red,"{'min': none, 'max': none, 'default': 1500}","{'min': none, 'max': none, 'default': 50.28}","{'min': none, 'max': none, 'default': 21.1}",False,0.0
apevia,cf12sl-sbl,0.4210526315789473,blue,"{'min': none, 'max': none, 'default': 1500}","{'min': none, 'max': none, 'default': 50.28}","{'min': none, 'max': none, 'default': 21.1}",False,0.0
apevia,cf12sl-sgn,0.4210526315789473,green,"{'min': none, 'max': none, 'default': 1500}","{'min': none, 'max': none, 'default': 50.28}","{'min': none, 'max': none, 'default': 21.1}",False,0.0
apevia,cf12sl-sog,0.4210526315789473,black / orange,"{'min': none, 'max': none, 'default': 1500}","{'min': none, 'max': none, 'default': 50.28}","{'min': none, 'max': none, 'default': 21.1}",False,0.0
apevia,cf12sl-srd,0.4210526315789473,red,"{'min': none, 'max': none, 'default': 1500}","{'min': none, 'max': none, 'default': 50.28}","{'min': none, 'max': none, 'default': 21.1}",False,0.0
apevia,cf12sl-t4c,0.4210526315789473,black,"{'min': none, 'max': none, 'default': 1500}","{'min': none, 'max': none, 'default': 50.28}","{'min': none, 'max': none, 'default': 21.1}",False,0.0
apevia,cf12sl-tbl,0.4210526315789473,black,"{'min': none, 'max': none, 'default': 1500}","{'min': none, 'max': none, 'default': 50.28}","{'min': none, 'max': none, 'default': 21.1}",False,0.0
apevia,cf12sl-tgn,0.4210526315789473,black,"{'min': none, 'max': none, 'default': 1500}","{'min': none, 'max': none, 'default': 50.28}","{'min': none, 'max': none, 'default': 21.1}",False,0.0
apevia,cf12sl-trd,0.4210526315789473,black,"{'min': none, 'max': none, 'default': 1500}","{'min': none, 'max': none, 'default': 50.28}","{'min': none, 'max': none, 'default': 21.1}",False,0.0
apevia,cf12sl-ubl,0.4210526315789473,blue,"{'min': none, 'max': none, 'default': 1500}","{'min': none, 'max': none, 'default': 57.67}","{'min': none, 'max': none, 'default': 24.7}",False,0.0
apevia,cf12sl-ugn,0.4210526315789473,green,"{'min': none, 'max': none, 'default': 1700}","{'min': none, 'max': none, 'default': 63.85}","{'min': none, 'max': none, 'default': 29.67}",False,0.0
apevia,cf12sl-ured,0.4210526315789473,red,"{'min': none, 'max': none, 'default': 1500}","{'min': none, 'max': none, 'default': 57.67}","{'min': none, 'max': none, 'default': 24.7}",False,0.0
apevia,cf14s-bk,0.5263157894736842,black,"{'min': none, 'max': none, 'default': 1200}","{'min': none, 'max': none, 'default': 59.6}","{'min': none, 'max': none, 'default': 29.4}",False,0.0
apevia,cf14sl-b4c,0.5263157894736842,clear,"{'min': none, 'max': none, 'default': 1200}","{'min': none, 'max': none, 'default': 59.6}","{'min': none, 'max': none, 'default': 20.6}",False,0.0
apevia,cf14sl-bbl,0.5263157894736842,blue,"{'min': none, 'max': none, 'default': 1200}","{'min': none, 'max': none, 'default': 59.6}","{'min': none, 'max': none, 'default': 20.6}",False,0.0
apevia,cf14sl-bgn,0.5263157894736842,green,"{'min': none, 'max': none, 'default': 1200}","{'min': none, 'max': none, 'default': 59.6}","{'min': none, 'max': none, 'default': 20.6}",False,0.0
apevia,cf14sl-brd,0.5263157894736842,red,"{'min': none, 'max': none, 'default': 1200}","{'min': none, 'max': none, 'default': 59.6}","{'min': none, 'max': none, 'default': 20.6}",False,0.0
apevia,cf14sl-ubl,0.5263157894736842,translucent blue,"{'min': none, 'max': none, 'default': 1200}","{'min': none, 'max': none, 'default': 59.6}","{'min': none, 'max': none, 'default': 29.4}",False,0.0
apevia,cf20sl-ubl,0.8421052631578947,blue,"{'min': none, 'max': none, 'default': 800}","{'min': none, 'max': none, 'default': 125.0}","{'min': none, 'max': none, 'default': 20.0}",False,0.0
apevia,cf20sl-ugn,0.8421052631578947,green,"{'min': none, 'max': none, 'default': 800}","{'min': none, 'max': none, 'default': 125.0}","{'min': none, 'max': none, 'default': 20.0}",False,0.0
apevia,cf20sl-urd,0.8421052631578947,red,"{'min': none, 'max': none, 'default': 800}","{'min': none, 'max': none, 'default': 125.0}","{'min': none, 'max': none, 'default': 20.0}",False,0.0
apevia,cf308sl-brd,0.2105263157894736,black / red,"{'min': none, 'max': none, 'default': 1500}","{'min': none, 'max': none, 'default': 17.21}","{'min': none, 'max': none, 'default': 20.0}",False,0.0
apevia,cf312s-bk,0.4210526315789473,black,"{'min': none, 'max': none, 'default': 1500}","{'min': none, 'max': none, 'default': 57.67}","{'min': none, 'max': none, 'default': 24.7}",False,0.0
apevia,cf312sl-ubl 3-pack,0.4210526315789473,blue,"{'min': none, 'max': none, 'default': 1700}","{'min': none, 'max': none, 'default': 63.85}","{'min': none, 'max': none, 'default': 29.67}",False,0.0
apevia,cf312sl-ugn 3-pack,0.4210526315789473,green,"{'min': none, 'max': none, 'default': 1700}","{'min': none, 'max': none, 'default': 63.85}","{'min': none, 'max': none, 'default': 29.67}",False,0.0
apevia,cf312sl-urd 3-pack,0.4210526315789473,red,"{'min': none, 'max': none, 'default': 1700}","{'min': none, 'max': none, 'default': 63.85}","{'min': none, 'max': none, 'default': 29.67}",False,0.0
apevia,cf4s-bk,0.2105263157894736,black,"{'min': none, 'max': none, 'default': 2000}","{'min': none, 'max': none, 'default': 25.64}","{'min': none, 'max': none, 'default': 22.05}",False,0.0
apevia,cf4s-ubl,0.2105263157894736,blue,"{'min': none, 'max': none, 'default': 2000}","{'min': none, 'max': none, 'default': 25.64}","{'min': none, 'max': none, 'default': 22.05}",False,0.0
apevia,cf4sl-4c,0.2105263157894736,clear,"{'min': none, 'max': none, 'default': 2000}","{'min': none, 'max': none, 'default': 25.64}","{'min': none, 'max': none, 'default': 22.05}",False,0.0
apevia,cf4sl-ubl-led,0.2105263157894736,blue,"{'min': none, 'max': none, 'default': 2000}","{'min': none, 'max': none, 'default': 25.64}","{'min': none, 'max': none, 'default': 22.05}",False,0.0
apevia,cf4sl-ugn,0.2105263157894736,green,"{'min': none, 'max': none, 'default': 2000}","{'min': none, 'max': none, 'default': 25.64}","{'min': none, 'max': none, 'default': 22.05}",False,0.0
apevia,cf4sl-ured,0.2105263157894736,red,"{'min': none, 'max': none, 'default': 2000}","{'min': none, 'max': none, 'default': 25.64}","{'min': none, 'max': none, 'default': 22.05}",False,0.0
apevia,cf8s,0.2105263157894736,clear,"{'min': none, 'max': none, 'default': 1500}","{'min': none, 'max': none, 'default': 16.85}","{'min': none, 'max': none, 'default': 16.6}",False,0.0
apevia,cf8s-ubl,0.2105263157894736,uv blue,"{'min': none, 'max': none, 'default': 2000}","{'min': none, 'max': none, 'default': 25.64}","{'min': none, 'max': none, 'default': 22.05}",False,0.0
