brand,model,fan_rpm,decibels,color,radiator_size,price
be quiet!,pure rock,"{'min': none, 'max': none, 'default': 1500}","{'min': 19.1, 'max': 26.8, 'default': none}",black,0.4,0.0
be quiet!,pure rock 2,"{'min': none, 'max': none, 'default': 1500}","{'min': 19.1, 'max': 26.8, 'default': none}",silver / black,0.4,0.0
be quiet!,pure rock 2 black,"{'min': none, 'max': none, 'default': 1500}","{'min': 19.1, 'max': 26.8, 'default': none}",black,0.4,0.0
be quiet!,pure rock slim,"{'min': none, 'max': none, 'default': 2000}","{'min': 13.1, 'max': 25.4, 'default': none}",black,0.4,0.0
be quiet!,shadow rock 2,"{'min': none, 'max': none, 'default': 1600}","{'min': 15.3, 'max': 25.4, 'default': none}",black,0.4,0.0
be quiet!,shadow rock 3,"{'min': none, 'max': none, 'default': 1600}","{'min': 11.5, 'max': 24.4, 'default': none}",white / black,0.4,0.0
be quiet!,shadow rock lp,"{'min': none, 'max': none, 'default': 1500}","{'min': 14.8, 'max': 25.5, 'default': none}",white / black,0.4,0.0
be quiet!,shadow rock pro sr1,"{'min': none, 'max': none, 'default': 1500}","{'min': 7.8, 'max': 21.4, 'default': none}",white / black,0.4,0.0
be quiet!,shadow rock slim,"{'min': 400, 'max': 1400, 'default': none}","{'min': 11.5, 'max': 23.7, 'default': none}",white / black,0.4,0.0
be quiet!,shadow rock tf 2,"{'min': none, 'max': none, 'default': 1400}","{'min': 11.9, 'max': 24.4, 'default': none}",silver / black,0.4,0.0
be quiet!,shadow rock topflow sr1,"{'min': none, 'max': none, 'default': 1500}","{'min': 9.6, 'max': 24.4, 'default': none}",silver / black,0.4,0.0
be quiet!,silent loop 120,"{'min': none, 'max': none, 'default': 2000}","{'min': 16.1, 'max': 36.9, 'default': none}",silver / black,0.0,0.0
be quiet!,silent loop 240,"{'min': none, 'max': none, 'default': 2000}","{'min': 16.1, 'max': 36.9, 'default': none}",silver / black,0.4,0.0
be quiet!,silent loop 280,"{'min': none, 'max': none, 'default': 1600}","{'min': 16.1, 'max': 37.3, 'default': none}",silver / black,0.5333333333333333,0.0
be quiet!,silent loop 360,"{'min': none, 'max': none, 'default': 2000}","{'min': 16.1, 'max': 36.9, 'default': none}",silver / black,0.8000000000000002,0.0
darkflash,shadow pwm,"{'min': 800, 'max': 2500, 'default': none}","{'min': none, 'max': none, 'default': 29.6}",black,0.8000000000000002,0.0
uphere,ac12be,"{'min': 600, 'max': 1750, 'default': none}","{'min': 16.1, 'max': 27.7, 'default': none}",black,0.8000000000000002,0.0
uphere,ac12rd,"{'min': 600, 'max': 1750, 'default': none}","{'min': 16.1, 'max': 27.7, 'default': none}",black,0.8000000000000002,0.0
uphere,ac12rgb,"{'min': 600, 'max': 1700, 'default': none}","{'min': 16.1, 'max': 27.7, 'default': none}",black,0.8000000000000002,0.0
uphere,acc92cf,"{'min': 600, 'max': 1700, 'default': none}","{'min': 16.1, 'max': 27.7, 'default': none}",black,0.8000000000000002,0.0
uphere,acc92rd,"{'min': 600, 'max': 1700, 'default': none}","{'min': 16.1, 'max': 27.7, 'default': none}",black,0.8000000000000002,0.0
uphere,acc92rgb,"{'min': 600, 'max': 1700, 'default': none}","{'min': 16.1, 'max': 27.7, 'default': none}",black,0.8000000000000002,0.0
uphere,c92,"{'min': 800, 'max': 1800, 'default': none}","{'min': 15.1, 'max': 31.6, 'default': none}",black / red,0.8000000000000002,0.0
uphere,cc1201 red,"{'min': 600, 'max': 1700, 'default': none}","{'min': 16.1, 'max': 27.7, 'default': none}",black / white,0.0,0.0
uphere,cc120rgb,"{'min': 600, 'max': 1700, 'default': none}","{'min': 16.1, 'max': 27.7, 'default': none}",black / white,0.0,0.0
uphere,cc2401-usa,"{'min': 600, 'max': 1700, 'default': none}","{'min': 16.1, 'max': 27.7, 'default': none}",black,0.4,0.0
uphere,cc2402-usa,"{'min': 600, 'max': 1700, 'default': none}","{'min': 16.1, 'max': 27.7, 'default': none}",black,0.4,0.0
uphere,ccf150argb,"{'min': 600, 'max': 1800, 'default': none}","{'min': 16.1, 'max': 27.7, 'default': none}",black,0.4,0.0
uphere,ccf150be,"{'min': 600, 'max': 1800, 'default': none}","{'min': 16.1, 'max': 27.7, 'default': none}",black,0.4,0.0
uphere,ccf150cf,"{'min': 600, 'max': 1800, 'default': none}","{'min': 16.1, 'max': 27.7, 'default': none}",black,0.4,0.0
uphere,ccf150rd,"{'min': 600, 'max': 1800, 'default': none}","{'min': 16.1, 'max': 27.7, 'default': none}",black,0.4,0.0
ADATA,XPG LEVANTE 240,"{'min': 600, 'max': 2000, 'default': None}","{'min': None, 'max': None, 'default': 34.0}",Black,240.0,"['USD', '129.99']"
ARCTIC,Alpine 11,"{'min': 900, 'max': 2000, 'default': None}","{'min': None, 'max': None, 'default': 14.0}",,,"['USD', '0.00']"
ARCTIC,Alpine 11 - Passive,,"{'min': None, 'max': None, 'default': 0.0}",,,"['USD', '0.00']"
ARCTIC,Alpine 11 GT Rev 2,"{'min': None, 'max': None, 'default': 2000}","{'min': None, 'max': None, 'default': 22.5}",,,"['USD', '0.00']"
ARCTIC,Alpine 11 GT Rev. 2,"{'min': 500, 'max': 2000, 'default': None}",,,,"['USD', '0.00']"
ARCTIC,Alpine 11 Plus,"{'min': 600, 'max': 2000, 'default': None}","{'min': None, 'max': None, 'default': 14.0}",,,"['USD', '24.99']"
ARCTIC,Alpine 11 Pro Rev. 2,"{'min': 500, 'max': 2000, 'default': None}",,,,"['USD', '0.00']"
ARCTIC,Alpine 12,"{'min': 100, 'max': 2000, 'default': None}",,Black / White,,"['USD', '10.99']"
ARCTIC,Alpine 12 CO,"{'min': 100, 'max': 2700, 'default': None}",,Black / Gray,,"['USD', '12.99']"
ARCTIC,Alpine 12 LP,"{'min': 100, 'max': 2000, 'default': None}",,Black / White,,"['USD', '9.99']"
ARCTIC,Alpine 12 Passive,,"{'min': None, 'max': None, 'default': 0.0}",Black,,"['USD', '14.99']"
ARCTIC,Alpine 20 PLUS CO,"{'min': 600, 'max': 2200, 'default': None}",,,,"['USD', '0.00']"
ARCTIC,Alpine 64 GT,"{'min': 500, 'max': 2000, 'default': None}",,,,"['USD', '14.74']"
ARCTIC,Alpine 64 PLUS,"{'min': 600, 'max': 2000, 'default': None}",,,,"['USD', '0.00']"
ARCTIC,Alpine 64 Pro Rev 2,"{'min': 500, 'max': 2000, 'default': None}",,,,"['USD', '0.00']"
ARCTIC,Alpine 7 GT,"{'min': None, 'max': None, 'default': 2000}","{'min': None, 'max': None, 'default': 25.0}",,,"['USD', '0.00']"
ARCTIC,Alpine 7 Pro,"{'min': 500, 'max': 2000, 'default': None}",,,,"['USD', '0.00']"
ARCTIC,Alpine AM4,"{'min': 100, 'max': 2000, 'default': None}",,Black / White,,"['USD', '9.99']"
ARCTIC,Alpine AM4 CO,"{'min': 100, 'max': 2700, 'default': None}",,Black,,"['USD', '14.98']"
ARCTIC,Alpine AM4 LP,"{'min': 100, 'max': 2000, 'default': None}",,Black / White,,"['USD', '0.00']"
ARCTIC,Alpine M1,"{'min': None, 'max': None, 'default': 750}","{'min': None, 'max': None, 'default': 20.5}",,,"['USD', '0.00']"
ARCTIC,Alpine M1 - Passive,,"{'min': None, 'max': None, 'default': 0.0}",,,"['USD', '0.00']"
ARCTIC,Alpine Passive,,"{'min': None, 'max': None, 'default': 0.0}",Black,,"['USD', '18.99']"
ARCTIC,Freezer 11 LP,"{'min': 900, 'max': 2000, 'default': None}",,,,"['USD', '20.99']"
ARCTIC,Freezer 12,,"{'min': None, 'max': None, 'default': 22.5}",,,"['USD', '74.00']"
ARCTIC,Freezer 12 CO,,"{'min': None, 'max': None, 'default': 22.5}",,,"['USD', '0.00']"
ARCTIC,Freezer 13,"{'min': 600, 'max': 2000, 'default': None}",,,,"['USD', '31.99']"
ARCTIC,Freezer 13 CO,"{'min': 600, 'max': 2000, 'default': None}","{'min': None, 'max': None, 'default': 24.4}",,,"['USD', '0.00']"
ARCTIC,Freezer 13 Limited Edition,"{'min': 600, 'max': 2000, 'default': None}",,,,"['USD', '0.00']"
ARCTIC,Freezer 13 Pro,"{'min': 300, 'max': 1350, 'default': None}",,,,"['USD', '0.00']"
ARCTIC,Freezer 33,,,,,"['USD', '0.00']"
ARCTIC,Freezer 33 CO,,"{'min': None, 'max': None, 'default': 22.5}",,,"['USD', '0.00']"
ARCTIC,Freezer 33 PENTA,"{'min': 120, 'max': 1350, 'default': None}","{'min': None, 'max': None, 'default': 22.5}",,,"['USD', '0.00']"
ARCTIC,Freezer 33 Plus,,"{'min': None, 'max': None, 'default': 22.5}",,,"['USD', '0.00']"
ARCTIC,Freezer 33 TR (Black/Red),"{'min': 200, 'max': 1800, 'default': None}","{'min': None, 'max': None, 'default': 24.4}",,,"['USD', '0.00']"
ARCTIC,Freezer 33 TR (Black/White),"{'min': 200, 'max': 1800, 'default': None}","{'min': None, 'max': None, 'default': 24.4}",,,"['USD', '0.00']"
ARCTIC,Freezer 33 eSports Edition (Black/Green),"{'min': 200, 'max': 1800, 'default': None}","{'min': None, 'max': None, 'default': 24.4}",,,"['USD', '0.00']"
ARCTIC,Freezer 33 eSports Edition (Black/Red),"{'min': 200, 'max': 1800, 'default': None}","{'min': None, 'max': None, 'default': 24.4}",,,"['USD', '0.00']"
ARCTIC,Freezer 33 eSports Edition (Black/White),"{'min': 200, 'max': 1800, 'default': None}","{'min': None, 'max': None, 'default': 24.4}",,,"['USD', '0.00']"
ARCTIC,Freezer 33 eSports Edition (Black/Yellow),"{'min': 200, 'max': 1800, 'default': None}","{'min': None, 'max': None, 'default': 24.4}",,,"['USD', '0.00']"
ARCTIC,Freezer 33 eSports ONE (Black/Green),"{'min': 200, 'max': 1800, 'default': None}","{'min': None, 'max': None, 'default': 24.4}",,,"['USD', '0.00']"
ARCTIC,Freezer 33 eSports ONE (Black/Red),"{'min': 200, 'max': 1800, 'default': None}","{'min': None, 'max': None, 'default': 24.4}",Black / Red,,"['USD', '0.00']"
ARCTIC,Freezer 33 eSports ONE (Black/White),"{'min': 200, 'max': 1800, 'default': None}","{'min': None, 'max': None, 'default': 24.4}",Black / White,,"['USD', '0.00']"
ARCTIC,Freezer 33 eSports ONE (Black/Yellow),"{'min': 200, 'max': 1800, 'default': None}","{'min': None, 'max': None, 'default': 24.4}",Black / Yellow,,"['USD', '0.00']"
ARCTIC,Freezer 34,"{'min': 200, 'max': 1800, 'default': None}",,Black / Silver,,"['USD', '31.99']"
ARCTIC,Freezer 34 CO,"{'min': 200, 'max': 1800, 'default': None}",,Black / Silver,,"['USD', '35.19']"
ARCTIC,Freezer 34 eSports,"{'min': 200, 'max': 2100, 'default': None}",,White / Black,,"['USD', '41.99']"
ARCTIC,Freezer 34 eSports DUO,"{'min': 200, 'max': 2100, 'default': None}","{'min': None, 'max': None, 'default': 24.4}",White / Black,,"['USD', '59.99']"
ARCTIC,Freezer 50,"{'min': 200, 'max': 1800, 'default': None}",,Black,,"['USD', '75.56']"
ARCTIC,Freezer 50 (w/Controller),"{'min': 200, 'max': 1800, 'default': None}",,Black,,"['USD', '85.99']"
ARCTIC,Freezer 50 TR,"{'min': 200, 'max': 1800, 'default': None}","{'min': None, 'max': None, 'default': 23.5}",Black,,"['USD', '72.73']"
ARCTIC,Freezer 50 TR (w/ARGB Controller),"{'min': 200, 'max': 1800, 'default': None}","{'min': None, 'max': None, 'default': 23.5}",Black,,"['USD', '0.00']"
ARCTIC,Freezer 7 Pro Rev.2,"{'min': 900, 'max': 2500, 'default': None}",,,,"['USD', '0.00']"
ARCTIC,Freezer 7 X,"{'min': 300, 'max': 2000, 'default': None}","{'min': None, 'max': None, 'default': 22.5}",Black / White,,"['USD', '23.99']"
ARCTIC,Freezer 7 X CO,"{'min': 300, 'max': 2000, 'default': None}",,Black / Silver,,"['USD', '25.99']"
ARCTIC,Freezer A11,"{'min': 500, 'max': 2000, 'default': None}","{'min': None, 'max': None, 'default': 22.5}",,,"['USD', '0.00']"
ARCTIC,Freezer A13 X,"{'min': 300, 'max': 2000, 'default': None}",,Black / White,,"['USD', '27.99']"
ARCTIC,Freezer A13 X CO,"{'min': 300, 'max': 2000, 'default': None}",,Black / White,,"['USD', '28.99']"
ARCTIC,Freezer A30,"{'min': 400, 'max': 1350, 'default': None}",,,,"['USD', '0.00']"
ARCTIC,Freezer A32,,,,,"['USD', '0.00']"
ARCTIC,Freezer Xtreme Rev.2,"{'min': 800, 'max': 1500, 'default': None}","{'min': None, 'max': None, 'default': 24.4}",,,"['USD', '42.99']"
ARCTIC,Freezer i11,"{'min': 500, 'max': 2000, 'default': None}","{'min': None, 'max': None, 'default': 22.5}",,,"['USD', '0.00']"
ARCTIC,Freezer i11 CO,"{'min': 500, 'max': 2000, 'default': None}",,,,"['USD', '0.00']"
ARCTIC,Freezer i13 X,"{'min': 300, 'max': 2000, 'default': None}",,Black / White,,"['USD', '51.52']"
ARCTIC,Freezer i13 X CO,"{'min': 300, 'max': 2000, 'default': None}",,Black / White,,"['USD', '33.99']"
ARCTIC,Freezer i30,"{'min': 400, 'max': 1350, 'default': None}","{'min': None, 'max': None, 'default': 22.5}",,,"['USD', '0.00']"
ARCTIC,Freezer i30 CO,"{'min': 400, 'max': 1350, 'default': None}",,,,"['USD', '0.00']"
ARCTIC,Freezer i30 Extreme,"{'min': 400, 'max': 1350, 'default': None}",,,,"['USD', '0.00']"
ARCTIC,Freezer i32,,,,,"['USD', '0.00']"
ARCTIC,Freezer i32 CO,,,,,"['USD', '0.00']"
ARCTIC,LIQUID FREEZER II 360,"{'min': 800, 'max': 2000, 'default': None}",,Black,360.0,"['USD', '0.00']"
ARCTIC,Liquid Freezer 120,"{'min': 500, 'max': 1350, 'default': None}",,,120.0,"['USD', '0.00']"
ARCTIC,Liquid Freezer 240,"{'min': 500, 'max': 1350, 'default': None}",,,240.0,"['USD', '0.00']"
ARCTIC,Liquid Freezer 360,"{'min': 500, 'max': 1350, 'default': None}","{'min': None, 'max': None, 'default': 22.5}",,360.0,"['USD', '0.00']"
ARCTIC,Liquid Freezer II 120,"{'min': 200, 'max': 1800, 'default': None}",,Black,120.0,"['USD', '75.98']"
ARCTIC,Liquid Freezer II 240,"{'min': 200, 'max': 1800, 'default': None}",,Black,240.0,"['USD', '139.99']"
ARCTIC,Liquid Freezer II 280,"{'min': 200, 'max': 1700, 'default': None}",,Black,280.0,"['USD', '0.00']"
ARCTIC,Liquid Freezer II 420,"{'min': 200, 'max': 1700, 'default': None}",,Black,420.0,"['USD', '159.00']"
Aerocool,Cylon 4,"{'min': 800, 'max': 1800, 'default': None}","{'min': 14.0, 'max': 26.0, 'default': None}",Black,,"['USD', '70.34']"
Aerocool,P7-L240,"{'min': 600, 'max': 1800, 'default': None}","{'min': 10.5, 'max': 31.8, 'default': None}",Black,240.0,"['USD', '0.00']"
Akasa,K32,"{'min': 600, 'max': 3000, 'default': None}","{'min': 17.2, 'max': 30.54, 'default': None}",,,"['USD', '0.00']"
Akasa,Nero 3,"{'min': 500, 'max': 1500, 'default': None}","{'min': None, 'max': None, 'default': 24.6}",Black / Silver,,"['USD', '0.00']"
Akasa,Nero LX,"{'min': 600, 'max': 1900, 'default': None}","{'min': 11.5, 'max': 31.5, 'default': None}",,,"['USD', '0.00']"
Akasa,Venom,"{'min': 600, 'max': 1900, 'default': None}","{'min': 6.9, 'max': 28.9, 'default': None}",Yellow / Black,,"['USD', '0.00']"
Akasa,Venom Medusa,"{'min': 500, 'max': 1600, 'default': None}","{'min': 6.9, 'max': 28.9, 'default': None}",,,"['USD', '125.56']"
Akasa,Venom Voodoo,"{'min': 600, 'max': 1900, 'default': None}","{'min': 6.9, 'max': 28.9, 'default': None}",,,"['USD', '0.00']"
Alpenföhn,ATLAS,"{'min': 400, 'max': 1800, 'default': None}","{'min': 8.0, 'max': 24.3, 'default': None}",,,"['USD', '0.00']"
Alpenföhn,BEN NEVIS,"{'min': 400, 'max': 1600, 'default': None}","{'min': 8.0, 'max': 20.2, 'default': None}",,,"['USD', '0.00']"
Alpenföhn,BLACK RIDGE,"{'min': 800, 'max': 2800, 'default': None}","{'min': 14.0, 'max': 37.6, 'default': None}",Black,,"['USD', '0.00']"
Alpenföhn,Brocken 2,"{'min': None, 'max': None, 'default': 1100}","{'min': None, 'max': None, 'default': 19.0}",,,"['USD', '0.00']"
Alpenföhn,Brocken 2 PCGH,"{'min': None, 'max': None, 'default': 700}","{'min': None, 'max': None, 'default': 18.5}",,,"['USD', '0.00']"
Alpenföhn,Brocken 3,"{'min': 400, 'max': 1050, 'default': None}","{'min': None, 'max': None, 'default': 22.0}",White,,"['USD', '0.00']"
Alpenföhn,Brocken ECO,"{'min': 500, 'max': 1500, 'default': None}","{'min': 4.6, 'max': 27.3, 'default': None}",,,"['USD', '0.00']"
Alpenföhn,Matterhorn Pure,"{'min': 500, 'max': 1500, 'default': None}","{'min': 8.0, 'max': 24.8, 'default': None}",,,"['USD', '0.00']"
Alpenföhn,Matterhorn Rev. C – Black Edition,"{'min': 500, 'max': 1500, 'default': None}","{'min': None, 'max': None, 'default': 18.2}",,,"['USD', '0.00']"
Alpenföhn,Matterhorn Rev. C – White Edition,"{'min': 500, 'max': 1500, 'default': None}","{'min': None, 'max': None, 'default': 18.2}",,,"['USD', '0.00']"
Alpenföhn,Olymp,"{'min': 300, 'max': 1400, 'default': None}","{'min': 8.0, 'max': 26.8, 'default': None}",,,"['USD', '0.00']"
Alpenföhn,Panorama rev.B,"{'min': 900, 'max': 2000, 'default': None}","{'min': 14.0, 'max': 22.1, 'default': None}",,,"['USD', '0.00']"
Alpenföhn,Sella,"{'min': 850, 'max': 2200, 'default': None}","{'min': 14.0, 'max': 29.8, 'default': None}",,,"['USD', '0.00']"
Alpenföhn,Silvretta,"{'min': 800, 'max': 2800, 'default': None}",,,,"['USD', '0.00']"
Alphacool,EISBAER LT120,"{'min': 550, 'max': 1700, 'default': None}","{'min': None, 'max': None, 'default': 29.0}",Black,120.0,"['USD', '0.00']"
Alphacool,Eisbaer,"{'min': None, 'max': None, 'default': 1100}","{'min': None, 'max': None, 'default': 29.4}",Black / Blue,280.0,"['USD', '144.99']"
Alphacool,Eisbaer 240,"{'min': 550, 'max': 1700, 'default': None}","{'min': None, 'max': None, 'default': 29.0}",,240.0,"['USD', '129.99']"
Alphacool,Eisbaer 360,"{'min': 550, 'max': 1700, 'default': None}","{'min': None, 'max': None, 'default': 29.0}",,360.0,"['USD', '0.00']"
Alphacool,Eisbaer 420,"{'min': None, 'max': None, 'default': 1100}","{'min': None, 'max': None, 'default': 29.4}",Black / Blue,420.0,"['USD', '165.96']"
Alphacool,Eisbaer Aurora 240,"{'min': 800, 'max': 2000, 'default': None}",,Black,240.0,"['USD', '154.99']"
Alphacool,Eisbaer Aurora 280,"{'min': 600, 'max': 1500, 'default': None}",,Black,280.0,"['USD', '285.25']"
Alphacool,Eisbaer Aurora 360,"{'min': 800, 'max': 2000, 'default': None}",,Black,360.0,"['USD', '0.00']"
Alphacool,Eisbaer Aurora 420,"{'min': 600, 'max': 1500, 'default': None}",,Black,420.0,"['USD', '195.99']"
Alphacool,Eisbaer LT240,"{'min': 550, 'max': 1700, 'default': None}","{'min': None, 'max': None, 'default': 29.0}",Black,240.0,"['USD', '0.00']"
Alphacool,Eisbaer LT360,"{'min': 550, 'max': 1700, 'default': None}","{'min': None, 'max': None, 'default': 29.0}",Black,360.0,"['USD', '159.99']"
Antec,A30,"{'min': None, 'max': None, 'default': 1750}","{'min': None, 'max': None, 'default': 20.0}",,,"['USD', '0.00']"
Antec,A40PRO,"{'min': 800, 'max': 2200, 'default': None}","{'min': 16.0, 'max': 23.0, 'default': None}",,,"['USD', '27.99']"
Antec,C40,"{'min': 800, 'max': 2200, 'default': None}","{'min': 16.0, 'max': 23.0, 'default': None}",,,"['USD', '0.00']"
Antec,C400,"{'min': 800, 'max': 1900, 'default': None}","{'min': 20.3, 'max': 34.5, 'default': None}",,,"['USD', '35.99']"
Antec,KUHLER Box,,,,,"['USD', '0.00']"
Antec,KUHLER Flow,,,,,"['USD', '19.05']"
Antec,KUHLER H2O 1250,"{'min': 600, 'max': 2400, 'default': None}","{'min': 16.0, 'max': 38.0, 'default': None}",,240.0,"['USD', '69.98']"
Antec,KUHLER H2O 650,"{'min': 600, 'max': 2400, 'default': None}",,,120.0,"['USD', '0.00']"
Antec,KUHLER H2O 920,"{'min': 700, 'max': 2400, 'default': None}","{'min': None, 'max': None, 'default': 27.4}",,120.0,"['USD', '0.00']"
Antec,KUHLER H2O 950,,,,120.0,"['USD', '45.95']"
Antec,KUHLER Shelf,,,,,"['USD', '0.00']"
Antec,Kuhler H2O 620,"{'min': 1450, 'max': 2000, 'default': None}",,,120.0,"['USD', '0.00']"
Antec,Kühler H600 Pro,"{'min': 600, 'max': 2400, 'default': None}","{'min': 16.0, 'max': 35.0, 'default': None}",,120.0,"['USD', '0.00']"
Antec,Mercury 120,"{'min': 900, 'max': 1800, 'default': None}","{'min': None, 'max': None, 'default': 30.0}",Black / White,120.0,"['USD', '0.00']"
Antec,Mercury 120 RGB,"{'min': 900, 'max': 1800, 'default': None}","{'min': None, 'max': None, 'default': 36.0}",Black / White,120.0,"['USD', '0.00']"
Antec,Mercury 240,"{'min': 900, 'max': 1800, 'default': None}","{'min': None, 'max': None, 'default': 30.0}",Black / White,240.0,"['USD', '0.00']"
Antec,Mercury 240 RGB,"{'min': 900, 'max': 1800, 'default': None}","{'min': None, 'max': None, 'default': 36.0}",Black / White,240.0,"['USD', '0.00']"
Antec,Mercury 360,"{'min': 900, 'max': 1800, 'default': None}","{'min': None, 'max': None, 'default': 30.0}",Black / White,360.0,"['USD', '0.00']"
Antec,Mercury 360 RGB,"{'min': 900, 'max': 1800, 'default': None}","{'min': None, 'max': None, 'default': 36.0}",Black / White,360.0,"['USD', '0.00']"
Antec,Neptune 240 ARGB,"{'min': 900, 'max': 1600, 'default': None}","{'min': 20.0, 'max': 36.0, 'default': None}",Black,240.0,"['USD', '109.99']"
Antec,Performance Max,,,,,"['USD', '18.54']"
Apacer,ZADAK Spark 240,"{'min': 500, 'max': 1800, 'default': None}","{'min': 18.0, 'max': 25.0, 'default': None}",Black,240.0,"['USD', '209.99']"
Apacer,ZADAK Spark Lite 240,"{'min': 800, 'max': 2200, 'default': None}",,Black,240.0,"['USD', '0.00']"
Asus,ROG RYUJIN 360,"{'min': 450, 'max': 2000, 'default': None}","{'min': None, 'max': None, 'default': 29.7}",Black,360.0,"['USD', '290.99']"
Asus,ROG RYUO 120 RGB,"{'min': 800, 'max': 2500, 'default': None}","{'min': None, 'max': None, 'default': 37.0}",Black,120.0,"['USD', '149.99']"
Asus,ROG RYUO 240 RGB,"{'min': 800, 'max': 2500, 'default': None}","{'min': None, 'max': None, 'default': 37.0}",Black,240.0,"['USD', '183.62']"
Asus,ROG Ryujin 240 RGB AIO,"{'min': 450, 'max': 2000, 'default': None}","{'min': None, 'max': None, 'default': 29.7}",Black,240.0,"['USD', '234.99']"
Asus,ROG STRIX LC 120 RGB,"{'min': 800, 'max': 2500, 'default': None}","{'min': None, 'max': None, 'default': 37.6}",Black,120.0,"['USD', '0.00']"
Asus,ROG STRIX LC 240 RGB,"{'min': 800, 'max': 2500, 'default': None}","{'min': None, 'max': None, 'default': 37.6}",Black,240.0,"['USD', '149.99']"
Asus,ROG STRIX LC 240 RGB White,"{'min': 800, 'max': 2500, 'default': None}","{'min': None, 'max': None, 'default': 37.6}",White,240.0,"['USD', '184.99']"
Asus,ROG STRIX LC 360 RGB,"{'min': 800, 'max': 2500, 'default': None}","{'min': None, 'max': None, 'default': 37.6}",Black,360.0,"['USD', '236.67']"
Asus,ROG STRIX LC 360 RGB White,"{'min': 800, 'max': 2500, 'default': None}","{'min': None, 'max': None, 'default': 37.6}",White,360.0,"['USD', '0.00']"
Asus,ROG Strix LC 120,"{'min': 800, 'max': 2500, 'default': None}","{'min': None, 'max': None, 'default': 37.6}",Black,120.0,"['USD', '124.99']"
Asus,ROG Strix LC 240,"{'min': 800, 'max': 2500, 'default': None}","{'min': None, 'max': None, 'default': 37.6}",Black,240.0,"['USD', '149.99']"
Asus,ROG Strix LC 360,"{'min': 800, 'max': 2500, 'default': None}","{'min': None, 'max': None, 'default': 37.6}",Black,360.0,"['USD', '236.67']"
CRYORIG,A40,"{'min': 600, 'max': 2200, 'default': None}","{'min': 13.0, 'max': 37.0, 'default': None}",,240.0,"['USD', '89.99']"
CRYORIG,A40 ULTIMATE,"{'min': 600, 'max': 2200, 'default': None}","{'min': 13.0, 'max': 37.0, 'default': None}",,240.0,"['USD', '90.99']"
CRYORIG,A80,"{'min': 600, 'max': 1850, 'default': None}","{'min': 13.0, 'max': 38.0, 'default': None}",,280.0,"['USD', '103.99']"
CRYORIG,C1,"{'min': 700, 'max': 1300, 'default': None}","{'min': None, 'max': None, 'default': 24.0}",,,"['USD', '79.98']"
CRYORIG,C7,"{'min': 600, 'max': 2500, 'default': None}","{'min': None, 'max': None, 'default': 30.0}",,,"['USD', '66.38']"
CRYORIG,C7 Cu,"{'min': 600, 'max': 2500, 'default': None}","{'min': None, 'max': None, 'default': 30.0}",White / Orange,,"['USD', '96.67']"
CRYORIG,C7 RGB,"{'min': 600, 'max': 2500, 'default': None}","{'min': None, 'max': None, 'default': 30.0}",White,,"['USD', '0.00']"
CRYORIG,C7G,"{'min': 600, 'max': 2500, 'default': None}","{'min': None, 'max': None, 'default': 30.0}",Black / Silver,,"['USD', '98.88']"
CRYORIG,H5 Ultimate,"{'min': 700, 'max': 1300, 'default': None}","{'min': 19.0, 'max': 23.0, 'default': None}",,,"['USD', '127.97']"
CRYORIG,H5 Universal,"{'min': 700, 'max': 1300, 'default': None}","{'min': 20.0, 'max': 24.0, 'default': None}",,,"['USD', '93.15']"
CRYORIG,H7,"{'min': 330, 'max': 1600, 'default': None}","{'min': None, 'max': None, 'default': 25.0}",,,"['USD', '60.99']"
CRYORIG,H7 Plus,"{'min': 300, 'max': 1600, 'default': None}","{'min': None, 'max': None, 'default': 25.0}",Black / Silver,,"['USD', '0.00']"
CRYORIG,H7 Quad Lumi,"{'min': 330, 'max': 1600, 'default': None}","{'min': 10.0, 'max': 25.0, 'default': None}",,,"['USD', '89.88']"
CRYORIG,H7 ULTRA,"{'min': 300, 'max': 1600, 'default': None}","{'min': None, 'max': None, 'default': 25.0}",Black / Silver,,"['USD', '102.56']"
CRYORIG,M9 Plus,"{'min': 600, 'max': 2200, 'default': None}","{'min': None, 'max': None, 'default': 26.4}",Black / Silver,,"['USD', '42.76']"
CRYORIG,M9a,"{'min': 600, 'max': 2200, 'default': None}","{'min': None, 'max': None, 'default': 26.4}",,,"['USD', '32.99']"
CRYORIG,M9i,"{'min': 600, 'max': 2200, 'default': None}","{'min': None, 'max': None, 'default': 26.4}",,,"['USD', '29.98']"
CRYORIG,R1 Ultimate,"{'min': 700, 'max': 1300, 'default': None}","{'min': None, 'max': None, 'default': 23.0}",,,"['USD', '108.97']"
CRYORIG,R1 Universal,"{'min': 700, 'max': 1300, 'default': None}","{'min': 20.0, 'max': 25.0, 'default': None}",,,"['USD', '138.54']"
Cooler Master,A71C,"{'min': 650, 'max': 1800, 'default': None}","{'min': None, 'max': None, 'default': 24.9}",Black,,"['USD', '22.08']"
Cooler Master,Blizzard T2,"{'min': None, 'max': None, 'default': 2200}","{'min': None, 'max': None, 'default': 30.0}",,,"['USD', '0.00']"
Cooler Master,Blizzard T2 mini,"{'min': None, 'max': None, 'default': 2200}","{'min': None, 'max': None, 'default': 22.0}",,,"['USD', '0.00']"
Cooler Master,CHD-00008-01-GP,"{'min': None, 'max': None, 'default': 2200}","{'min': None, 'max': None, 'default': 22.0}",,,"['USD', '19.98']"
