brand,model,fan_rpm,decibels,color,radiator_size,price
adata,xpg levante 240,"{'min': 600, 'max': 2000, 'default': none}","{'min': none, 'max': none, 'default': 34.0}",black,0.4,0.0
arctic,alpine 11,"{'min': 900, 'max': 2000, 'default': none}","{'min': none, 'max': none, 'default': 14.0}",black,0.4,0.0
arctic,alpine 11 - passive,"{'min': 900, 'max': 2000, 'default': none}","{'min': none, 'max': none, 'default': 0.0}",black,0.4,0.0
arctic,alpine 11 gt rev 2,"{'min': none, 'max': none, 'default': 2000}","{'min': none, 'max': none, 'default': 22.5}",black,0.4,0.0
arctic,alpine 11 gt rev. 2,"{'min': 500, 'max': 2000, 'default': none}","{'min': none, 'max': none, 'default': 22.5}",black,0.4,0.0
arctic,alpine 11 plus,"{'min': 600, 'max': 2000, 'default': none}","{'min': none, 'max': none, 'default': 14.0}",black,0.4,0.0
arctic,alpine 11 pro rev. 2,"{'min': 500, 'max': 2000, 'default': none}","{'min': none, 'max': none, 'default': 14.0}",black,0.4,0.0
arctic,alpine 12,"{'min': 100, 'max': 2000, 'default': none}","{'min': none, 'max': none, 'default': 14.0}",black / white,0.4,0.0
arctic,alpine 12 co,"{'min': 100, 'max': 2700, 'default': none}","{'min': none, 'max': none, 'default': 14.0}",black / gray,0.4,0.0
arctic,alpine 12 lp,"{'min': 100, 'max': 2000, 'default': none}","{'min': none, 'max': none, 'default': 14.0}",black / white,0.4,0.0
arctic,alpine 12 passive,"{'min': 100, 'max': 2000, 'default': none}","{'min': none, 'max': none, 'default': 0.0}",black,0.4,0.0
arctic,alpine 20 plus co,"{'min': 600, 'max': 2200, 'default': none}","{'min': none, 'max': none, 'default': 0.0}",black,0.4,0.0
arctic,alpine 64 gt,"{'min': 500, 'max': 2000, 'default': none}","{'min': none, 'max': none, 'default': 0.0}",black,0.4,0.0
arctic,alpine 64 plus,"{'min': 600, 'max': 2000, 'default': none}","{'min': none, 'max': none, 'default': 0.0}",black,0.4,0.0
arctic,alpine 64 pro rev 2,"{'min': 500, 'max': 2000, 'default': none}","{'min': none, 'max': none, 'default': 0.0}",black,0.4,0.0
arctic,alpine 7 gt,"{'min': none, 'max': none, 'default': 2000}","{'min': none, 'max': none, 'default': 25.0}",black,0.4,0.0
arctic,alpine 7 pro,"{'min': 500, 'max': 2000, 'default': none}","{'min': none, 'max': none, 'default': 25.0}",black,0.4,0.0
arctic,alpine am4,"{'min': 100, 'max': 2000, 'default': none}","{'min': none, 'max': none, 'default': 25.0}",black / white,0.4,0.0
arctic,alpine am4 co,"{'min': 100, 'max': 2700, 'default': none}","{'min': none, 'max': none, 'default': 25.0}",black,0.4,0.0
arctic,alpine am4 lp,"{'min': 100, 'max': 2000, 'default': none}","{'min': none, 'max': none, 'default': 25.0}",black / white,0.4,0.0
arctic,alpine m1,"{'min': none, 'max': none, 'default': 750}","{'min': none, 'max': none, 'default': 20.5}",black / white,0.4,0.0
arctic,alpine m1 - passive,"{'min': none, 'max': none, 'default': 750}","{'min': none, 'max': none, 'default': 0.0}",black / white,0.4,0.0
arctic,alpine passive,"{'min': none, 'max': none, 'default': 750}","{'min': none, 'max': none, 'default': 0.0}",black,0.4,0.0
arctic,freezer 11 lp,"{'min': 900, 'max': 2000, 'default': none}","{'min': none, 'max': none, 'default': 0.0}",black,0.4,0.0
arctic,freezer 12,"{'min': 900, 'max': 2000, 'default': none}","{'min': none, 'max': none, 'default': 22.5}",black,0.4,0.0
arctic,freezer 12 co,"{'min': 900, 'max': 2000, 'default': none}","{'min': none, 'max': none, 'default': 22.5}",black,0.4,0.0
arctic,freezer 13,"{'min': 600, 'max': 2000, 'default': none}","{'min': none, 'max': none, 'default': 22.5}",black,0.4,0.0
arctic,freezer 13 co,"{'min': 600, 'max': 2000, 'default': none}","{'min': none, 'max': none, 'default': 24.4}",black,0.4,0.0
arctic,freezer 13 limited edition,"{'min': 600, 'max': 2000, 'default': none}","{'min': none, 'max': none, 'default': 24.4}",black,0.4,0.0
arctic,freezer 13 pro,"{'min': 300, 'max': 1350, 'default': none}","{'min': none, 'max': none, 'default': 24.4}",black,0.4,0.0
arctic,freezer 33,"{'min': 300, 'max': 1350, 'default': none}","{'min': none, 'max': none, 'default': 24.4}",black,0.4,0.0
arctic,freezer 33 co,"{'min': 300, 'max': 1350, 'default': none}","{'min': none, 'max': none, 'default': 22.5}",black,0.4,0.0
arctic,freezer 33 penta,"{'min': 120, 'max': 1350, 'default': none}","{'min': none, 'max': none, 'default': 22.5}",black,0.4,0.0
arctic,freezer 33 plus,"{'min': 120, 'max': 1350, 'default': none}","{'min': none, 'max': none, 'default': 22.5}",black,0.4,0.0
arctic,freezer 33 tr (black/red),"{'min': 200, 'max': 1800, 'default': none}","{'min': none, 'max': none, 'default': 24.4}",black,0.4,0.0
arctic,freezer 33 tr (black/white),"{'min': 200, 'max': 1800, 'default': none}","{'min': none, 'max': none, 'default': 24.4}",black,0.4,0.0
arctic,freezer 33 esports edition (black/green),"{'min': 200, 'max': 1800, 'default': none}","{'min': none, 'max': none, 'default': 24.4}",black,0.4,0.0
arctic,freezer 33 esports edition (black/red),"{'min': 200, 'max': 1800, 'default': none}","{'min': none, 'max': none, 'default': 24.4}",black,0.4,0.0
arctic,freezer 33 esports edition (black/white),"{'min': 200, 'max': 1800, 'default': none}","{'min': none, 'max': none, 'default': 24.4}",black,0.4,0.0
arctic,freezer 33 esports edition (black/yellow),"{'min': 200, 'max': 1800, 'default': none}","{'min': none, 'max': none, 'default': 24.4}",black,0.4,0.0
arctic,freezer 33 esports one (black/green),"{'min': 200, 'max': 1800, 'default': none}","{'min': none, 'max': none, 'default': 24.4}",black,0.4,0.0
arctic,freezer 33 esports one (black/red),"{'min': 200, 'max': 1800, 'default': none}","{'min': none, 'max': none, 'default': 24.4}",black / red,0.4,0.0
arctic,freezer 33 esports one (black/white),"{'min': 200, 'max': 1800, 'default': none}","{'min': none, 'max': none, 'default': 24.4}",black / white,0.4,0.0
arctic,freezer 33 esports one (black/yellow),"{'min': 200, 'max': 1800, 'default': none}","{'min': none, 'max': none, 'default': 24.4}",black / yellow,0.4,0.0
arctic,freezer 34,"{'min': 200, 'max': 1800, 'default': none}","{'min': none, 'max': none, 'default': 24.4}",black / silver,0.4,0.0
arctic,freezer 34 co,"{'min': 200, 'max': 1800, 'default': none}","{'min': none, 'max': none, 'default': 24.4}",black / silver,0.4,0.0
arctic,freezer 34 esports,"{'min': 200, 'max': 2100, 'default': none}","{'min': none, 'max': none, 'default': 28.0}",white / black,0.4,0.0
arctic,freezer 34 esports duo,"{'min': 200, 'max': 2100, 'default': none}","{'min': none, 'max': none, 'default': 24.4}",white / black,0.4,0.0
arctic,freezer 50,"{'min': 200, 'max': 1800, 'default': none}","{'min': none, 'max': none, 'default': 24.4}",black,0.4,0.0
arctic,freezer 50 (w/controller),"{'min': 200, 'max': 1800, 'default': none}","{'min': none, 'max': none, 'default': 24.4}",black,0.4,0.0
arctic,freezer 50 tr,"{'min': 200, 'max': 1800, 'default': none}","{'min': none, 'max': none, 'default': 23.5}",black,0.4,0.0
arctic,freezer 50 tr (w/argb controller),"{'min': 200, 'max': 1800, 'default': none}","{'min': none, 'max': none, 'default': 23.5}",black,0.4,0.0
arctic,freezer 7 pro rev.2,"{'min': 900, 'max': 2500, 'default': none}","{'min': none, 'max': none, 'default': 23.5}",black,0.4,0.0
arctic,freezer 7 x,"{'min': 300, 'max': 2000, 'default': none}","{'min': none, 'max': none, 'default': 22.5}",black / white,0.4,0.0
arctic,freezer 7 x co,"{'min': 300, 'max': 2000, 'default': none}","{'min': none, 'max': none, 'default': 22.5}",black / silver,0.4,0.0
arctic,freezer a11,"{'min': 500, 'max': 2000, 'default': none}","{'min': none, 'max': none, 'default': 22.5}",black / silver,0.4,0.0
arctic,freezer a13 x,"{'min': 300, 'max': 2000, 'default': none}","{'min': none, 'max': none, 'default': 22.5}",black / white,0.4,0.0
arctic,freezer a13 x co,"{'min': 300, 'max': 2000, 'default': none}","{'min': none, 'max': none, 'default': 22.5}",black / white,0.4,0.0
arctic,freezer a30,"{'min': 400, 'max': 1350, 'default': none}","{'min': none, 'max': none, 'default': 22.5}",black / white,0.4,0.0
arctic,freezer a32,"{'min': 400, 'max': 1350, 'default': none}","{'min': none, 'max': none, 'default': 22.5}",black / white,0.4,0.0
arctic,freezer xtreme rev.2,"{'min': 800, 'max': 1500, 'default': none}","{'min': none, 'max': none, 'default': 24.4}",black / white,0.4,0.0
arctic,freezer i11,"{'min': 500, 'max': 2000, 'default': none}","{'min': none, 'max': none, 'default': 22.5}",black / white,0.4,0.0
arctic,freezer i11 co,"{'min': 500, 'max': 2000, 'default': none}","{'min': none, 'max': none, 'default': 22.5}",black / white,0.4,0.0
arctic,freezer i13 x,"{'min': 300, 'max': 2000, 'default': none}","{'min': none, 'max': none, 'default': 22.5}",black / white,0.4,0.0
arctic,freezer i13 x co,"{'min': 300, 'max': 2000, 'default': none}","{'min': none, 'max': none, 'default': 22.5}",black / white,0.4,0.0
arctic,freezer i30,"{'min': 400, 'max': 1350, 'default': none}","{'min': none, 'max': none, 'default': 22.5}",black / white,0.4,0.0
arctic,freezer i30 co,"{'min': 400, 'max': 1350, 'default': none}","{'min': none, 'max': none, 'default': 22.5}",black / white,0.4,0.0
arctic,freezer i30 extreme,"{'min': 400, 'max': 1350, 'default': none}","{'min': none, 'max': none, 'default': 22.5}",black / white,0.4,0.0
arctic,freezer i32,"{'min': 400, 'max': 1350, 'default': none}","{'min': none, 'max': none, 'default': 22.5}",black / white,0.4,0.0
arctic,freezer i32 co,"{'min': 400, 'max': 1350, 'default': none}","{'min': none, 'max': none, 'default': 22.5}",black / white,0.4,0.0
arctic,liquid freezer ii 360,"{'min': 800, 'max': 2000, 'default': none}","{'min': none, 'max': none, 'default': 22.5}",black,0.8000000000000002,0.0
arctic,liquid freezer 120,"{'min': 500, 'max': 1350, 'default': none}","{'min': none, 'max': none, 'default': 22.5}",black,0.0,0.0
arctic,liquid freezer 240,"{'min': 500, 'max': 1350, 'default': none}","{'min': none, 'max': none, 'default': 22.5}",black,0.4,0.0
arctic,liquid freezer 360,"{'min': 500, 'max': 1350, 'default': none}","{'min': none, 'max': none, 'default': 22.5}",black,0.8000000000000002,0.0
arctic,liquid freezer ii 120,"{'min': 200, 'max': 1800, 'default': none}","{'min': none, 'max': none, 'default': 22.5}",black,0.0,0.0
arctic,liquid freezer ii 240,"{'min': 200, 'max': 1800, 'default': none}","{'min': none, 'max': none, 'default': 22.5}",black,0.4,0.0
arctic,liquid freezer ii 280,"{'min': 200, 'max': 1700, 'default': none}","{'min': none, 'max': none, 'default': 22.5}",black,0.5333333333333333,0.0
arctic,liquid freezer ii 420,"{'min': 200, 'max': 1700, 'default': none}","{'min': none, 'max': none, 'default': 22.5}",black,1.0,0.0
aerocool,cylon 4,"{'min': 800, 'max': 1800, 'default': none}","{'min': 14.0, 'max': 26.0, 'default': none}",black,1.0,0.0
aerocool,p7-l240,"{'min': 600, 'max': 1800, 'default': none}","{'min': 10.5, 'max': 31.8, 'default': none}",black,0.4,0.0
akasa,k32,"{'min': 600, 'max': 3000, 'default': none}","{'min': 17.2, 'max': 30.54, 'default': none}",black,0.4,0.0
akasa,nero 3,"{'min': 500, 'max': 1500, 'default': none}","{'min': none, 'max': none, 'default': 24.6}",black / silver,0.4,0.0
akasa,nero lx,"{'min': 600, 'max': 1900, 'default': none}","{'min': 11.5, 'max': 31.5, 'default': none}",black / silver,0.4,0.0
akasa,venom,"{'min': 600, 'max': 1900, 'default': none}","{'min': 6.9, 'max': 28.9, 'default': none}",yellow / black,0.4,0.0
akasa,venom medusa,"{'min': 500, 'max': 1600, 'default': none}","{'min': 6.9, 'max': 28.9, 'default': none}",yellow / black,0.4,0.0
akasa,venom voodoo,"{'min': 600, 'max': 1900, 'default': none}","{'min': 6.9, 'max': 28.9, 'default': none}",yellow / black,0.4,0.0
alpenföhn,atlas,"{'min': 400, 'max': 1800, 'default': none}","{'min': 8.0, 'max': 24.3, 'default': none}",yellow / black,0.4,0.0
alpenföhn,ben nevis,"{'min': 400, 'max': 1600, 'default': none}","{'min': 8.0, 'max': 20.2, 'default': none}",yellow / black,0.4,0.0
alpenföhn,black ridge,"{'min': 800, 'max': 2800, 'default': none}","{'min': 14.0, 'max': 37.6, 'default': none}",black,0.4,0.0
alpenföhn,brocken 2,"{'min': none, 'max': none, 'default': 1100}","{'min': none, 'max': none, 'default': 19.0}",black,0.4,0.0
alpenföhn,brocken 2 pcgh,"{'min': none, 'max': none, 'default': 700}","{'min': none, 'max': none, 'default': 18.5}",black,0.4,0.0
alpenföhn,brocken 3,"{'min': 400, 'max': 1050, 'default': none}","{'min': none, 'max': none, 'default': 22.0}",white,0.4,0.0
alpenföhn,brocken eco,"{'min': 500, 'max': 1500, 'default': none}","{'min': 4.6, 'max': 27.3, 'default': none}",white,0.4,0.0
alpenföhn,matterhorn pure,"{'min': 500, 'max': 1500, 'default': none}","{'min': 8.0, 'max': 24.8, 'default': none}",white,0.4,0.0
alpenföhn,matterhorn rev. c – black edition,"{'min': 500, 'max': 1500, 'default': none}","{'min': none, 'max': none, 'default': 18.2}",white,0.4,0.0
alpenföhn,matterhorn rev. c – white edition,"{'min': 500, 'max': 1500, 'default': none}","{'min': none, 'max': none, 'default': 18.2}",white,0.4,0.0
alpenföhn,olymp,"{'min': 300, 'max': 1400, 'default': none}","{'min': 8.0, 'max': 26.8, 'default': none}",white,0.4,0.0
alpenföhn,panorama rev.b,"{'min': 900, 'max': 2000, 'default': none}","{'min': 14.0, 'max': 22.1, 'default': none}",white,0.4,0.0
alpenföhn,sella,"{'min': 850, 'max': 2200, 'default': none}","{'min': 14.0, 'max': 29.8, 'default': none}",white,0.4,0.0
alpenföhn,silvretta,"{'min': 800, 'max': 2800, 'default': none}","{'min': 14.0, 'max': 29.8, 'default': none}",white,0.4,0.0
alphacool,eisbaer lt120,"{'min': 550, 'max': 1700, 'default': none}","{'min': none, 'max': none, 'default': 29.0}",black,0.0,0.0
alphacool,eisbaer,"{'min': none, 'max': none, 'default': 1100}","{'min': none, 'max': none, 'default': 29.4}",black / blue,0.5333333333333333,0.0
alphacool,eisbaer 240,"{'min': 550, 'max': 1700, 'default': none}","{'min': none, 'max': none, 'default': 29.0}",black / blue,0.4,0.0
alphacool,eisbaer 360,"{'min': 550, 'max': 1700, 'default': none}","{'min': none, 'max': none, 'default': 29.0}",black / blue,0.8000000000000002,0.0
alphacool,eisbaer 420,"{'min': none, 'max': none, 'default': 1100}","{'min': none, 'max': none, 'default': 29.4}",black / blue,1.0,0.0
alphacool,eisbaer aurora 240,"{'min': 800, 'max': 2000, 'default': none}","{'min': none, 'max': none, 'default': 29.4}",black,0.4,0.0
alphacool,eisbaer aurora 280,"{'min': 600, 'max': 1500, 'default': none}","{'min': none, 'max': none, 'default': 29.4}",black,0.5333333333333333,0.0
alphacool,eisbaer aurora 360,"{'min': 800, 'max': 2000, 'default': none}","{'min': none, 'max': none, 'default': 29.4}",black,0.8000000000000002,0.0
alphacool,eisbaer aurora 420,"{'min': 600, 'max': 1500, 'default': none}","{'min': none, 'max': none, 'default': 29.4}",black,1.0,0.0
alphacool,eisbaer lt240,"{'min': 550, 'max': 1700, 'default': none}","{'min': none, 'max': none, 'default': 29.0}",black,0.4,0.0
alphacool,eisbaer lt360,"{'min': 550, 'max': 1700, 'default': none}","{'min': none, 'max': none, 'default': 29.0}",black,0.8000000000000002,0.0
antec,a30,"{'min': none, 'max': none, 'default': 1750}","{'min': none, 'max': none, 'default': 20.0}",black,0.8000000000000002,0.0
antec,a40pro,"{'min': 800, 'max': 2200, 'default': none}","{'min': 16.0, 'max': 23.0, 'default': none}",black,0.8000000000000002,0.0
antec,c40,"{'min': 800, 'max': 2200, 'default': none}","{'min': 16.0, 'max': 23.0, 'default': none}",black,0.8000000000000002,0.0
antec,c400,"{'min': 800, 'max': 1900, 'default': none}","{'min': 20.3, 'max': 34.5, 'default': none}",black,0.8000000000000002,0.0
antec,kuhler box,"{'min': 800, 'max': 1900, 'default': none}","{'min': 20.3, 'max': 34.5, 'default': none}",black,0.8000000000000002,0.0
antec,kuhler flow,"{'min': 800, 'max': 1900, 'default': none}","{'min': 20.3, 'max': 34.5, 'default': none}",black,0.8000000000000002,0.0
antec,kuhler h2o 1250,"{'min': 600, 'max': 2400, 'default': none}","{'min': 16.0, 'max': 38.0, 'default': none}",black,0.4,0.0
antec,kuhler h2o 650,"{'min': 600, 'max': 2400, 'default': none}","{'min': 16.0, 'max': 38.0, 'default': none}",black,0.0,0.0
antec,kuhler h2o 920,"{'min': 700, 'max': 2400, 'default': none}","{'min': none, 'max': none, 'default': 27.4}",black,0.0,0.0
antec,kuhler h2o 950,"{'min': 700, 'max': 2400, 'default': none}","{'min': none, 'max': none, 'default': 27.4}",black,0.0,0.0
antec,kuhler shelf,"{'min': 700, 'max': 2400, 'default': none}","{'min': none, 'max': none, 'default': 27.4}",black,0.0,0.0
antec,kuhler h2o 620,"{'min': 1450, 'max': 2000, 'default': none}","{'min': none, 'max': none, 'default': 27.4}",black,0.0,0.0
antec,kühler h600 pro,"{'min': 600, 'max': 2400, 'default': none}","{'min': 16.0, 'max': 35.0, 'default': none}",black,0.0,0.0
antec,mercury 120,"{'min': 900, 'max': 1800, 'default': none}","{'min': none, 'max': none, 'default': 30.0}",black / white,0.0,0.0
antec,mercury 120 rgb,"{'min': 900, 'max': 1800, 'default': none}","{'min': none, 'max': none, 'default': 36.0}",black / white,0.0,0.0
antec,mercury 240,"{'min': 900, 'max': 1800, 'default': none}","{'min': none, 'max': none, 'default': 30.0}",black / white,0.4,0.0
antec,mercury 240 rgb,"{'min': 900, 'max': 1800, 'default': none}","{'min': none, 'max': none, 'default': 36.0}",black / white,0.4,0.0
antec,mercury 360,"{'min': 900, 'max': 1800, 'default': none}","{'min': none, 'max': none, 'default': 30.0}",black / white,0.8000000000000002,0.0
antec,mercury 360 rgb,"{'min': 900, 'max': 1800, 'default': none}","{'min': none, 'max': none, 'default': 36.0}",black / white,0.8000000000000002,0.0
antec,neptune 240 argb,"{'min': 900, 'max': 1600, 'default': none}","{'min': 20.0, 'max': 36.0, 'default': none}",black,0.4,0.0
antec,performance max,"{'min': 900, 'max': 1600, 'default': none}","{'min': 20.0, 'max': 36.0, 'default': none}",black,0.4,0.0
apacer,zadak spark 240,"{'min': 500, 'max': 1800, 'default': none}","{'min': 18.0, 'max': 25.0, 'default': none}",black,0.4,0.0
apacer,zadak spark lite 240,"{'min': 800, 'max': 2200, 'default': none}","{'min': 18.0, 'max': 25.0, 'default': none}",black,0.4,0.0
asus,rog ryujin 360,"{'min': 450, 'max': 2000, 'default': none}","{'min': none, 'max': none, 'default': 29.7}",black,0.8000000000000002,0.0
asus,rog ryuo 120 rgb,"{'min': 800, 'max': 2500, 'default': none}","{'min': none, 'max': none, 'default': 37.0}",black,0.0,0.0
asus,rog ryuo 240 rgb,"{'min': 800, 'max': 2500, 'default': none}","{'min': none, 'max': none, 'default': 37.0}",black,0.4,0.0
asus,rog ryujin 240 rgb aio,"{'min': 450, 'max': 2000, 'default': none}","{'min': none, 'max': none, 'default': 29.7}",black,0.4,0.0
asus,rog strix lc 120 rgb,"{'min': 800, 'max': 2500, 'default': none}","{'min': none, 'max': none, 'default': 37.6}",black,0.0,0.0
asus,rog strix lc 240 rgb,"{'min': 800, 'max': 2500, 'default': none}","{'min': none, 'max': none, 'default': 37.6}",black,0.4,0.0
asus,rog strix lc 240 rgb white,"{'min': 800, 'max': 2500, 'default': none}","{'min': none, 'max': none, 'default': 37.6}",white,0.4,0.0
asus,rog strix lc 360 rgb,"{'min': 800, 'max': 2500, 'default': none}","{'min': none, 'max': none, 'default': 37.6}",black,0.8000000000000002,0.0
asus,rog strix lc 360 rgb white,"{'min': 800, 'max': 2500, 'default': none}","{'min': none, 'max': none, 'default': 37.6}",white,0.8000000000000002,0.0
asus,rog strix lc 120,"{'min': 800, 'max': 2500, 'default': none}","{'min': none, 'max': none, 'default': 37.6}",black,0.0,0.0
asus,rog strix lc 240,"{'min': 800, 'max': 2500, 'default': none}","{'min': none, 'max': none, 'default': 37.6}",black,0.4,0.0
asus,rog strix lc 360,"{'min': 800, 'max': 2500, 'default': none}","{'min': none, 'max': none, 'default': 37.6}",black,0.8000000000000002,0.0
cryorig,a40,"{'min': 600, 'max': 2200, 'default': none}","{'min': 13.0, 'max': 37.0, 'default': none}",black,0.4,0.0
cryorig,a40 ultimate,"{'min': 600, 'max': 2200, 'default': none}","{'min': 13.0, 'max': 37.0, 'default': none}",black,0.4,0.0
cryorig,a80,"{'min': 600, 'max': 1850, 'default': none}","{'min': 13.0, 'max': 38.0, 'default': none}",black,0.5333333333333333,0.0
cryorig,c1,"{'min': 700, 'max': 1300, 'default': none}","{'min': none, 'max': none, 'default': 24.0}",black,0.5333333333333333,0.0
cryorig,c7,"{'min': 600, 'max': 2500, 'default': none}","{'min': none, 'max': none, 'default': 30.0}",black,0.5333333333333333,0.0
cryorig,c7 cu,"{'min': 600, 'max': 2500, 'default': none}","{'min': none, 'max': none, 'default': 30.0}",white / orange,0.5333333333333333,0.0
cryorig,c7 rgb,"{'min': 600, 'max': 2500, 'default': none}","{'min': none, 'max': none, 'default': 30.0}",white,0.5333333333333333,0.0
cryorig,c7g,"{'min': 600, 'max': 2500, 'default': none}","{'min': none, 'max': none, 'default': 30.0}",black / silver,0.5333333333333333,0.0
cryorig,h5 ultimate,"{'min': 700, 'max': 1300, 'default': none}","{'min': 19.0, 'max': 23.0, 'default': none}",black / silver,0.5333333333333333,0.0
cryorig,h5 universal,"{'min': 700, 'max': 1300, 'default': none}","{'min': 20.0, 'max': 24.0, 'default': none}",black / silver,0.5333333333333333,0.0
cryorig,h7,"{'min': 330, 'max': 1600, 'default': none}","{'min': none, 'max': none, 'default': 25.0}",black / silver,0.5333333333333333,0.0
cryorig,h7 plus,"{'min': 300, 'max': 1600, 'default': none}","{'min': none, 'max': none, 'default': 25.0}",black / silver,0.5333333333333333,0.0
cryorig,h7 quad lumi,"{'min': 330, 'max': 1600, 'default': none}","{'min': 10.0, 'max': 25.0, 'default': none}",black / silver,0.5333333333333333,0.0
cryorig,h7 ultra,"{'min': 300, 'max': 1600, 'default': none}","{'min': none, 'max': none, 'default': 25.0}",black / silver,0.5333333333333333,0.0
cryorig,m9 plus,"{'min': 600, 'max': 2200, 'default': none}","{'min': none, 'max': none, 'default': 26.4}",black / silver,0.5333333333333333,0.0
cryorig,m9a,"{'min': 600, 'max': 2200, 'default': none}","{'min': none, 'max': none, 'default': 26.4}",black / silver,0.5333333333333333,0.0
cryorig,m9i,"{'min': 600, 'max': 2200, 'default': none}","{'min': none, 'max': none, 'default': 26.4}",black / silver,0.5333333333333333,0.0
cryorig,r1 ultimate,"{'min': 700, 'max': 1300, 'default': none}","{'min': none, 'max': none, 'default': 23.0}",black / silver,0.5333333333333333,0.0
cryorig,r1 universal,"{'min': 700, 'max': 1300, 'default': none}","{'min': 20.0, 'max': 25.0, 'default': none}",black / silver,0.5333333333333333,0.0
cooler master,a71c,"{'min': 650, 'max': 1800, 'default': none}","{'min': none, 'max': none, 'default': 24.9}",black,0.5333333333333333,0.0
cooler master,blizzard t2,"{'min': none, 'max': none, 'default': 2200}","{'min': none, 'max': none, 'default': 30.0}",black,0.5333333333333333,0.0
cooler master,blizzard t2 mini,"{'min': none, 'max': none, 'default': 2200}","{'min': none, 'max': none, 'default': 22.0}",black,0.5333333333333333,0.0
cooler master,chd-00008-01-gp,"{'min': none, 'max': none, 'default': 2200}","{'min': none, 'max': none, 'default': 22.0}",black,0.5333333333333333,0.0
cooler master,di5-8e5pa-0l-gp,"{'min': none, 'max': none, 'default': 2800}","{'min': none, 'max': none, 'default': 22.0}",black,0.5333333333333333,0.0
cooler master,di5-9hdsc-a1-gp,"{'min': none, 'max': none, 'default': 2200}","{'min': none, 'max': none, 'default': 23.8}",black,0.5333333333333333,0.0
cooler master,dk9-7e52a-0l-gp,"{'min': none, 'max': none, 'default': 3200}","{'min': none, 'max': none, 'default': 25.17}",black,0.5333333333333333,0.0
cooler master,dk9-7g52a-0l-gp,"{'min': none, 'max': none, 'default': 4500}","{'min': none, 'max': none, 'default': 35.0}",black,0.5333333333333333,0.0
cooler master,dp6-9edsa-0l-gp,"{'min': none, 'max': none, 'default': 2600}","{'min': none, 'max': none, 'default': 24.5}",black,0.5333333333333333,0.0
cooler master,eisberg 120l prestige,"{'min': none, 'max': none, 'default': 1600}","{'min': none, 'max': none, 'default': 20.5}",black,0.0,0.0
cooler master,eisberg 240l prestige,"{'min': none, 'max': none, 'default': 1600}","{'min': none, 'max': none, 'default': 20.5}",black,0.4,0.0
cooler master,gemin ii s524,"{'min': 800, 'max': 1800, 'default': none}","{'min': 15.1, 'max': 31.6, 'default': none}",black,0.4,0.0
cooler master,geminii m4,"{'min': 500, 'max': 1600, 'default': none}","{'min': 8.0, 'max': 30.0, 'default': none}",black,0.4,0.0
cooler master,geminii m5 led,"{'min': 500, 'max': 1600, 'default': none}","{'min': none, 'max': none, 'default': 31.0}",black / silver,0.4,0.0
cooler master,geminii s,"{'min': 1000, 'max': 2000, 'default': none}","{'min': 17.0, 'max': 21.0, 'default': none}",black / silver,0.4,0.0
cooler master,geminii s524,"{'min': 800, 'max': 1800, 'default': none}","{'min': 15.1, 'max': 31.6, 'default': none}",black / silver,0.4,0.0
cooler master,geminii s524 ver 2,"{'min': none, 'max': none, 'default': 2000}","{'min': none, 'max': none, 'default': 22.0}",black / silver,0.4,0.0
cooler master,glacer 240l,"{'min': none, 'max': none, 'default': 2400}","{'min': 19.0, 'max': 40.33, 'default': none}",black / silver,0.4,0.0
cooler master,glacer 240l ver. 2,"{'min': none, 'max': none, 'default': 2400}","{'min': 19.0, 'max': 40.33, 'default': none}",black / silver,0.4,0.0
cooler master,hyper 103,"{'min': 800, 'max': 2200, 'default': none}","{'min': 17.0, 'max': 30.0, 'default': none}",black / silver,0.4,0.0
cooler master,hyper 212 black edition,"{'min': 650, 'max': 2000, 'default': none}","{'min': 6.5, 'max': 26.0, 'default': none}",black,0.4,0.0
cooler master,hyper 212 evo,"{'min': 600, 'max': 2000, 'default': none}","{'min': 9.0, 'max': 36.0, 'default': none}",black,0.4,0.0
cooler master,hyper 212 led,"{'min': 600, 'max': 1600, 'default': none}","{'min': 9.0, 'max': 31.0, 'default': none}",black,0.4,0.0
cooler master,hyper 212 led turbo (black),"{'min': 600, 'max': 1600, 'default': none}","{'min': 9.0, 'max': 31.0, 'default': none}",black,0.4,0.0
cooler master,hyper 212 led turbo (red),"{'min': 300, 'max': 1600, 'default': none}","{'min': 9.0, 'max': 31.0, 'default': none}",black,0.4,0.0
cooler master,hyper 212 led turbo white edition,"{'min': 600, 'max': 1600, 'default': none}","{'min': 9.0, 'max': 31.0, 'default': none}",white,0.4,0.0
cooler master,hyper 212 plus,"{'min': 600, 'max': 2000, 'default': none}","{'min': 13.0, 'max': 32.0, 'default': none}",white,0.4,0.0
cooler master,hyper 212 rgb black edition,"{'min': 650, 'max': 2000, 'default': none}","{'min': 8.0, 'max': 30.0, 'default': none}",black,0.4,0.0
cooler master,hyper 212 rgb phantom gaming edition,"{'min': 650, 'max': 2000, 'default': none}","{'min': 8.0, 'max': 30.0, 'default': none}",black,0.4,0.0
cooler master,hyper 212x,"{'min': 600, 'max': 2000, 'default': none}","{'min': 9.0, 'max': 36.0, 'default': none}",black,0.4,0.0
cooler master,hyper 212x dual fan,"{'min': none, 'max': none, 'default': 2000}","{'min': 9.0, 'max': 36.0, 'default': none}",black,0.4,0.0
